學年度,設立別,學校類別,學校統計處代碼,學校名稱,編制內外,學位別,總計,專任教師數-一般教師-教授,專任教師數-一般教師-副教授,專任教師數-一般教師-助理教授,專任教師數-一般教師-講師,專任教師數-專案教學人員-教授,專任教師數-專案教學人員-副教授,專任教師數-專案教學人員-助理教授,專任教師數-專案教學人員-講師,專任教師數-專業技術人員及教師-教授,專任教師數-專業技術人員及教師-副教授,專任教師數-專業技術人員及教師-助理教授,專任教師數-專業技術人員及教師-講師,專任教師數-其他教師
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,博士,8,0,0,0,0,0,0,7,0,0,1,0,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,碩士,8,0,0,0,0,0,0,0,8,0,0,0,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,學士,3,0,0,0,0,0,0,0,0,0,0,0,1,2
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,博士,44,5,25,14,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,碩士,24,0,1,5,8,0,0,0,0,0,4,2,0,4
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制外,碩士,3,0,0,0,0,0,0,0,2,0,0,1,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,學士,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,副學士,2,0,0,0,0,0,0,0,0,1,0,1,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,博士,19,1,13,5,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,碩士,12,0,1,2,4,0,0,0,0,1,4,0,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,學士,7,0,0,0,0,0,0,0,0,0,1,4,2,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,副學士,2,0,0,0,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,博士,4,0,0,0,0,0,0,2,1,0,1,0,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,碩士,12,0,0,0,0,0,0,1,4,0,2,2,3,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,其他,3,0,0,0,0,0,0,0,0,1,1,0,1,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,學士,3,0,0,0,0,0,0,0,0,0,0,0,0,3
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,博士,70,5,26,35,1,0,0,0,0,0,1,2,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,碩士,33,1,4,3,13,0,0,0,0,0,2,7,0,3
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,副學士,5,0,0,0,0,0,0,0,0,0,1,2,2,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,博士,12,0,0,0,0,0,3,9,0,0,0,0,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,碩士,10,0,0,0,0,0,0,0,3,0,1,6,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,學士,2,0,1,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,博士,92,20,51,21,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,碩士,36,0,5,14,14,0,0,0,0,0,1,2,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制外,學士,3,0,0,0,0,0,0,0,0,0,0,0,0,3
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制外,博士,6,0,0,0,0,0,0,6,0,0,0,0,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制外,碩士,4,0,0,0,0,0,0,0,0,0,0,1,1,2
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制內,博士,20,8,4,4,0,0,0,0,0,3,1,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制內,碩士,5,0,0,0,3,0,0,0,0,1,0,0,0,1
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,學士,3,0,0,0,0,0,0,0,0,0,1,1,1,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,博士,27,0,0,0,0,7,2,18,0,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,碩士,10,0,0,0,0,0,0,1,8,0,1,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制內,學士,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制內,博士,20,3,9,8,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制內,碩士,11,0,1,2,7,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1148,大漢技術學院,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1148,大漢技術學院,編制外,博士,4,1,0,0,0,0,2,1,0,0,0,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制外,碩士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1159,和春技術學院,編制內,學士,3,1,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,技專校院,1159,和春技術學院,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1159,和春技術學院,編制內,博士,11,0,4,6,0,0,0,0,0,1,0,0,0,0
110,私立,技專校院,1159,和春技術學院,編制內,碩士,7,0,0,0,4,0,0,0,0,0,0,2,0,1
110,私立,技專校院,1159,和春技術學院,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,0,2,0
110,私立,技專校院,1159,和春技術學院,編制外,副學士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1159,和春技術學院,編制外,博士,6,0,0,0,0,1,2,1,1,0,0,0,1,0
110,私立,技專校院,1159,和春技術學院,編制外,碩士,5,0,0,0,0,0,0,0,2,0,2,0,1,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,學士,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,博士,35,3,13,18,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,碩士,23,0,3,2,16,0,0,0,0,0,0,1,0,1
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,其他,2,0,0,0,0,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,0,2,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,博士,4,0,0,0,0,1,1,1,0,1,0,0,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,碩士,12,0,0,0,0,0,0,0,11,0,0,1,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制內,學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1182,蘭陽技術學院,編制內,博士,9,0,4,5,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制內,碩士,14,0,0,3,11,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制外,副學士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制外,碩士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,博士,57,6,33,14,2,0,0,0,0,0,2,0,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,碩士,45,1,2,9,29,0,0,0,0,0,1,3,0,0
110,私立,技專校院,1183,黎明技術學院,編制外,學士,15,0,0,0,0,0,0,0,0,0,0,12,3,0
110,私立,技專校院,1183,黎明技術學院,編制外,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1183,黎明技術學院,編制外,博士,4,0,0,0,0,0,4,0,0,0,0,0,0,0
110,私立,技專校院,1183,黎明技術學院,編制外,碩士,31,0,0,0,0,0,0,0,11,0,2,15,0,3
110,私立,技專校院,1183,黎明技術學院,編制外,其他,2,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,學士,4,0,0,0,0,0,0,0,0,0,2,1,1,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,副學士,3,0,0,0,0,0,0,0,0,0,1,2,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,博士,61,5,25,31,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,碩士,34,0,5,6,22,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1185,經國管理暨健康學院,編制外,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制外,博士,9,0,0,0,0,1,0,8,0,0,0,0,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制外,碩士,24,0,1,0,0,0,0,0,1,0,0,1,1,20
110,私立,技專校院,1188,大同技術學院,編制內,學士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1188,大同技術學院,編制內,博士,19,2,8,8,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1188,大同技術學院,編制內,碩士,13,0,1,5,0,0,0,0,0,0,1,2,0,4
110,私立,技專校院,1188,大同技術學院,編制外,學士,3,0,0,0,0,0,0,0,1,0,0,1,1,0
110,私立,技專校院,1188,大同技術學院,編制外,博士,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1188,大同技術學院,編制外,碩士,8,0,0,0,0,0,0,0,5,0,0,3,0,0
110,私立,技專校院,1188,大同技術學院,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,學士,12,0,3,8,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,博士,102,19,47,36,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,碩士,11,2,1,3,5,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制外,學士,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制外,博士,4,0,0,0,0,0,3,1,0,0,0,0,0,0
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,編制內,博士,21,4,8,9,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,編制內,碩士,2,0,0,1,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,編制外,博士,2,0,0,0,0,0,1,1,0,0,0,0,0,0
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,編制內,學士,23,0,0,2,1,0,0,0,0,0,0,1,2,17
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,編制內,博士,48,5,6,37,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,編制內,碩士,66,1,2,1,51,0,0,0,0,0,1,3,0,7
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,編制外,碩士,7,0,0,0,0,0,0,0,3,0,1,0,2,1
110,私立,技專校院,1283,仁德醫護管理專科學校,編制內,學士,12,0,0,0,0,0,0,0,0,0,0,0,2,10
110,私立,技專校院,1283,仁德醫護管理專科學校,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1283,仁德醫護管理專科學校,編制內,博士,50,1,2,32,14,0,0,0,0,1,0,0,0,0
110,私立,技專校院,1283,仁德醫護管理專科學校,編制內,碩士,83,0,0,1,71,0,0,0,0,0,0,4,1,6
110,私立,技專校院,1283,仁德醫護管理專科學校,編制外,學士,20,0,0,0,0,0,0,0,0,0,0,0,2,18
110,私立,技專校院,1283,仁德醫護管理專科學校,編制外,博士,6,0,0,0,0,0,0,6,0,0,0,0,0,0
110,私立,技專校院,1283,仁德醫護管理專科學校,編制外,碩士,45,0,0,0,0,0,0,0,31,0,0,0,0,14
110,私立,技專校院,1284,樹人醫護管理專科學校,編制內,學士,14,0,0,0,0,0,0,0,0,0,0,0,1,13
110,私立,技專校院,1284,樹人醫護管理專科學校,編制內,博士,47,2,4,41,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1284,樹人醫護管理專科學校,編制內,碩士,102,0,1,9,77,0,0,0,0,0,0,2,0,13
110,私立,技專校院,1284,樹人醫護管理專科學校,編制外,學士,16,0,0,0,0,0,0,0,0,0,0,0,0,16
110,私立,技專校院,1284,樹人醫護管理專科學校,編制外,博士,3,0,0,0,0,0,0,3,0,0,0,0,0,0
110,私立,技專校院,1284,樹人醫護管理專科學校,編制外,碩士,39,0,0,0,0,0,0,0,38,0,0,0,0,1
110,私立,技專校院,1285,慈惠醫護管理專科學校,編制內,學士,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1285,慈惠醫護管理專科學校,編制內,博士,27,0,1,23,3,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1285,慈惠醫護管理專科學校,編制內,碩士,60,0,0,1,46,0,0,0,0,1,0,2,3,7
110,私立,技專校院,1285,慈惠醫護管理專科學校,編制外,學士,36,0,0,0,0,0,0,0,0,0,0,0,2,34
110,私立,技專校院,1285,慈惠醫護管理專科學校,編制外,碩士,3,0,0,0,0,0,0,0,3,0,0,0,0,0
110,私立,技專校院,1286,耕莘健康管理專科學校,編制內,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1286,耕莘健康管理專科學校,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1286,耕莘健康管理專科學校,編制內,博士,46,0,11,28,7,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1286,耕莘健康管理專科學校,編制內,碩士,61,0,0,0,59,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1286,耕莘健康管理專科學校,編制外,學士,16,0,0,0,0,0,0,0,0,0,0,0,0,16
110,私立,技專校院,1286,耕莘健康管理專科學校,編制外,博士,3,0,0,0,0,0,0,3,0,0,0,0,0,0
110,私立,技專校院,1286,耕莘健康管理專科學校,編制外,碩士,38,0,0,0,0,0,0,0,18,0,0,0,1,19
110,私立,技專校院,1287,敏惠醫護管理專科學校,編制內,學士,3,0,0,0,0,0,0,0,0,0,0,0,0,3
110,私立,技專校院,1287,敏惠醫護管理專科學校,編制內,博士,18,1,3,14,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1287,敏惠醫護管理專科學校,編制內,碩士,58,0,1,0,55,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1287,敏惠醫護管理專科學校,編制外,學士,16,0,0,0,0,0,0,0,0,0,0,0,1,15
110,私立,技專校院,1287,敏惠醫護管理專科學校,編制外,副學士,3,0,0,0,0,0,0,0,0,0,0,0,3,0
110,私立,技專校院,1287,敏惠醫護管理專科學校,編制外,博士,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,技專校院,1287,敏惠醫護管理專科學校,編制外,碩士,21,0,0,0,0,0,0,0,20,0,0,0,1,0
110,私立,技專校院,1289,育英醫護管理專科學校,編制內,學士,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1289,育英醫護管理專科學校,編制內,博士,8,0,2,5,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1289,育英醫護管理專科學校,編制內,碩士,26,0,0,1,21,0,0,0,0,0,0,0,0,4
110,私立,技專校院,1289,育英醫護管理專科學校,編制外,學士,13,0,0,0,0,0,0,0,0,0,0,0,0,13
110,私立,技專校院,1289,育英醫護管理專科學校,編制外,博士,4,0,0,0,0,0,0,4,0,0,0,0,0,0
110,私立,技專校院,1289,育英醫護管理專科學校,編制外,碩士,15,0,0,0,0,0,0,0,9,0,0,0,0,6
110,私立,技專校院,1291,聖母醫護管理專科學校,編制內,學士,3,0,1,0,0,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1291,聖母醫護管理專科學校,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1291,聖母醫護管理專科學校,編制內,博士,19,3,5,10,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1291,聖母醫護管理專科學校,編制內,碩士,54,0,0,2,47,0,0,0,0,0,0,2,0,3
110,私立,技專校院,1291,聖母醫護管理專科學校,編制外,學士,8,0,0,0,0,0,0,0,0,0,0,0,0,8
110,私立,技專校院,1292,新生醫護管理專科學校,編制內,學士,7,0,0,0,0,0,0,0,0,0,0,0,0,7
110,私立,技專校院,1292,新生醫護管理專科學校,編制內,博士,48,0,4,35,9,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1292,新生醫護管理專科學校,編制內,碩士,70,0,0,3,62,0,0,0,0,0,0,0,0,5
110,私立,技專校院,1292,新生醫護管理專科學校,編制外,學士,31,0,0,0,0,0,0,0,0,0,0,0,0,31
110,私立,技專校院,1292,新生醫護管理專科學校,編制外,博士,4,0,0,0,0,0,0,1,3,0,0,0,0,0
110,私立,技專校院,1292,新生醫護管理專科學校,編制外,碩士,48,0,0,0,0,0,0,0,48,0,0,0,0,0
110,私立,技專校院,1293,崇仁醫護管理專科學校,編制內,學士,13,0,0,0,0,0,0,0,0,0,0,0,0,13
110,私立,技專校院,1293,崇仁醫護管理專科學校,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1293,崇仁醫護管理專科學校,編制內,博士,22,1,5,16,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1293,崇仁醫護管理專科學校,編制內,碩士,53,0,0,0,48,0,0,0,0,0,0,1,0,4
110,私立,技專校院,1293,崇仁醫護管理專科學校,編制外,學士,10,0,0,0,0,0,0,0,0,0,0,0,0,10
110,私立,技專校院,1293,崇仁醫護管理專科學校,編制外,博士,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,技專校院,1293,崇仁醫護管理專科學校,編制外,碩士,19,0,0,0,0,0,0,0,19,0,0,0,0,0
110,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,編制內,博士,11,1,3,7,0,0,0,0,0,0,0,0,0,0
110,私立,宗教研修學院,1R03,臺北基督學院,編制內,博士,4,0,0,4,0,0,0,0,0,0,0,0,0,0
110,私立,宗教研修學院,1R03,臺北基督學院,編制內,碩士,2,0,0,0,2,0,0,0,0,0,0,0,0,0
110,私立,宗教研修學院,1R03,臺北基督學院,編制外,博士,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,宗教研修學院,1R03,臺北基督學院,編制外,碩士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,編制內,博士,6,0,3,2,0,0,0,0,0,0,0,1,0,0
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,編制內,碩士,3,0,0,0,0,0,0,0,0,1,0,2,0,0
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,編制外,碩士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,編制內,博士,20,2,2,11,0,0,0,0,0,1,3,1,0,0
110,私立,宗教研修學院,1R06,一貫道崇德學院,編制內,學士,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110,私立,宗教研修學院,1R06,一貫道崇德學院,編制內,博士,5,0,3,2,0,0,0,0,0,0,0,0,0,0
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,編制內,博士,7,1,4,1,0,0,0,0,0,1,0,0,0,0
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,編制內,碩士,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,編制內,其他,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,編制外,博士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,宗教研修學院,1R08,中華福音神學研究學院,編制內,博士,15,0,0,11,0,0,0,0,0,2,0,2,0,0
110,私立,宗教研修學院,1R09,唯心聖教學院,編制內,博士,3,0,1,1,0,0,0,0,0,0,1,0,0,0
110,私立,宗教研修學院,1R09,唯心聖教學院,編制內,碩士,3,0,0,0,0,0,0,0,0,0,2,1,0,0
110,公立,一般大學,3002,臺北市立大學,編制內,學士,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,3002,臺北市立大學,編制內,博士,244,93,90,61,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,3002,臺北市立大學,編制內,碩士,77,28,16,12,10,0,0,0,0,0,2,3,0,6
