學年度,設立別,學校類別,學校統計處代碼,學校名稱,身分類別,學術主管不符合聘任資格且未改善之單位名稱,備註
107,私立,技專校院,1054,景文科技大學,學術(系、所、學位學程)主管,理財與稅務規劃系,
107,私立,技專校院,1054,景文科技大學,學術(系、所、學位學程)主管,會議展覽管理學士學位學程,
107,私立,技專校院,1054,景文科技大學,學術(系、所、學位學程)主管,資訊工程學系,
107,私立,技專校院,1054,景文科技大學,學術(系、所、學位學程)主管,餐飲管理學系,
107,私立,技專校院,1054,景文科技大學,學術(系、所、學位學程)主管,環境科技與物業管理系,
107,私立,技專校院,1055,中華醫事科技大學,學術(系、所、學位學程)主管,化妝品應用與管理系,
107,私立,技專校院,1055,中華醫事科技大學,學術(系、所、學位學程)主管,長期照顧系,
107,私立,技專校院,1055,中華醫事科技大學,學術(系、所、學位學程)主管,語言治療系,
107,私立,技專校院,1055,中華醫事科技大學,學術(系、所、學位學程)主管,調理保健技術系(科),
107,私立,技專校院,1055,中華醫事科技大學,學術(系、所、學位學程)主管,餐旅管理系,
107,私立,技專校院,1055,中華醫事科技大學,學術(系、所、學位學程)主管,醫務暨健康事業管理系,
107,私立,技專校院,1055,中華醫事科技大學,學術(系、所、學位學程)主管,醫學檢驗生物技術系,
107,私立,技專校院,1055,中華醫事科技大學,學術(系、所、學位學程)主管,寵物美容學士學位學程,
107,私立,技專校院,1056,東南科技大學,學術(系、所、學位學程)主管,企業管理(學)系,
107,私立,技專校院,1056,東南科技大學,學術(系、所、學位學程)主管,行銷與流通管理系,
107,私立,技專校院,1056,東南科技大學,學術(系、所、學位學程)主管,創意產品設計系,
107,私立,技專校院,1056,東南科技大學,學術(系、所、學位學程)主管,資訊科技系,
107,私立,技專校院,1056,東南科技大學,學術(系、所、學位學程)主管,數位媒體設計系,
107,私立,技專校院,1056,東南科技大學,學術(學院)主管,創新設計學院,
107,私立,技專校院,1057,德明財經科技大學,學術(系、所、學位學程)主管,多媒體設計系,
107,私立,技專校院,1057,德明財經科技大學,學術(系、所、學位學程)主管,國際貿易系,
107,私立,技專校院,1057,德明財經科技大學,學術(學院)主管,財金學院,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,企業管理學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,休閒保健學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,行銷與物流學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,時尚造形學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,財務金融學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,景觀與環境設計學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,資訊傳播學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,精緻農業學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,數位設計學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,餐旅管理學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(系、所、學位學程)主管,應用英語學系,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(學院)主管,人文學院,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(學院)主管,設計學院,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(學院)主管,餐旅觀光學院,
107,私立,一般大學,1058,明道學校財團法人明道大學,學術(學院)主管,應用科學院,
107,私立,技專校院,1061,中華學校財團法人中華科技大學,學術(系、所、學位學程)主管,文創與數位多媒體系,
107,私立,技專校院,1061,中華學校財團法人中華科技大學,學術(系、所、學位學程)主管,生物科技系,
107,私立,技專校院,1061,中華學校財團法人中華科技大學,學術(系、所、學位學程)主管,國際商務與行銷系,
107,私立,技專校院,1061,中華學校財團法人中華科技大學,學術(系、所、學位學程)主管,資訊管理系,
107,私立,技專校院,1061,中華學校財團法人中華科技大學,學術(系、所、學位學程)主管,觀光餐旅系,
107,私立,技專校院,1061,中華學校財團法人中華科技大學,學術(學院)主管,航空學院,
107,私立,技專校院,1061,中華學校財團法人中華科技大學,學術(學院)主管,健康科技學院,
107,私立,技專校院,1062,僑光科技大學,學術(系、所、學位學程)主管,多媒體與遊戲設計系,
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學術(系、所、學位學程)主管,幼兒保育系,
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學術(系、所、學位學程)主管,休閒事業管理系,
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學術(系、所、學位學程)主管,多媒體與遊戲設計系,
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學術(系、所、學位學程)主管,應用日語系,
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學術(系、所、學位學程)主管,應用英語系,
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學術(學院)主管,人文社會學院,
107,私立,技專校院,1064,美和學校財團法人美和科技大學,學術(系、所、學位學程)主管,生物科技系,
107,私立,技專校院,1064,美和學校財團法人美和科技大學,學術(系、所、學位學程)主管,企業管理系,
107,私立,技專校院,1064,美和學校財團法人美和科技大學,學術(系、所、學位學程)主管,護理系,
107,私立,技專校院,1064,美和學校財團法人美和科技大學,學術(系、所、學位學程)主管,觀光系,
107,私立,技專校院,1064,美和學校財團法人美和科技大學,學術(學院)主管,經營管理學院,
107,私立,技專校院,1065,吳鳳科技大學,學術(系、所、學位學程)主管,幼兒保育系,
107,私立,技專校院,1065,吳鳳科技大學,學術(系、所、學位學程)主管,安全科技與管理系,
107,私立,技專校院,1065,吳鳳科技大學,學術(系、所、學位學程)主管,長期照護系,
107,私立,技專校院,1065,吳鳳科技大學,學術(系、所、學位學程)主管,消防系,
107,私立,技專校院,1065,吳鳳科技大學,學術(系、所、學位學程)主管,應用日語系,
107,私立,技專校院,1065,吳鳳科技大學,學術(系、所、學位學程)主管,應用遊戲科技系,
107,私立,技專校院,1065,吳鳳科技大學,學術(系、所、學位學程)主管,應用數位媒體系,
107,私立,技專校院,1065,吳鳳科技大學,學術(學院)主管,醫學健康學院,
107,私立,技專校院,1065,吳鳳科技大學,學術(學院)主管,觀光餐旅學院,
107,私立,技專校院,1066,環球學校財團法人環球科技大學,學術(系、所、學位學程)主管,幼兒保育系,
107,私立,技專校院,1066,環球學校財團法人環球科技大學,學術(系、所、學位學程)主管,多媒體動畫設計系,
107,私立,技專校院,1066,環球學校財團法人環球科技大學,學術(系、所、學位學程)主管,視覺傳達設計系,
107,私立,技專校院,1066,環球學校財團法人環球科技大學,學術(系、所、學位學程)主管,資訊與電子商務管理系,
107,私立,技專校院,1066,環球學校財團法人環球科技大學,學術(系、所、學位學程)主管,應用外語系,
107,私立,技專校院,1066,環球學校財團法人環球科技大學,學術(系、所、學位學程)主管,觀光與生態旅遊系,
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學術(學院)主管,旅館管理學院,
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學術(學院)主管,教育與設計學院,
107,私立,技專校院,1068,中州學校財團法人中州科技大學,學術(學院)主管,健康學院,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(系、所、學位學程)主管,人力資源管理與發展系(含碩士班),
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(系、所、學位學程)主管,行銷與流通管理系,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(系、所、學位學程)主管,國際企業經營系,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(系、所、學位學程)主管,資訊網路技術系,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(系、所、學位學程)主管,數位媒體設計系,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(系、所、學位學程)主管,應用日語系,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(系、所、學位學程)主管,應用英語系,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(系、所、學位學程)主管,觀光與遊憩管理系,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(學院)主管,工程學院,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(學院)主管,管理學院,
107,私立,技專校院,1069,修平學校財團法人修平科技大學,學術(學院)主管,觀光與創意學院,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,化妝品應用與管理系,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,休閒事業系,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,行銷與流通管理系,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,流行音樂事業學士學位學程,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,旅館事業管理學士學位學程,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,烘焙創意與經營管理學士學位學程,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,會議展覽服務業(專業人員)學位學程,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,資訊管理系,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,電腦與通訊工程系,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,演藝事業學士學位學程,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,數位多媒體設計系,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,餐飲管理系,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(系、所、學位學程)主管,觀光事業系,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(學院)主管,工程學院,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(學院)主管,民生學院,
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學術(學院)主管,商管學院,
107,私立,技專校院,1072,大華學校財團法人敏實科技大學,學術(學院)主管,商務與觀光管理學院,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(系、所、學位學程)主管,流行音樂創作學士學位學程,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(系、所、學位學程)主管,旅運管理系,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(系、所、學位學程)主管,商業設計系,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(系、所、學位學程)主管,資訊科技應用系,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(系、所、學位學程)主管,資訊管理系,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(系、所、學位學程)主管,數位設計系,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(系、所、學位學程)主管,餐旅管理系,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(系、所、學位學程)主管,觀光休閒系,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(學院)主管,流行藝術學院,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(學院)主管,商管學院,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(學院)主管,設計學院,
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學術(學院)主管,觀餐學院,
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學術(學院)主管,工程科技學院,
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學術(學院)主管,生活應用學院,
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學術(學院)主管,商業管理學院,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,外語文教事業發展研究所,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,外語教學系,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,多國語複譯研究所,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,國際事務系,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,國際事務碩士學位學程,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,國際觀光與會展學士學位學程,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,傳播藝術系,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,數位內容應用與管理系,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,歐洲研究所,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,翻譯系,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(學院)主管,人文教育學院,
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(學院)主管,英語暨國際學院,
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學術(系、所、學位學程)主管,資訊工程系,
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學術(系、所、學位學程)主管,放射醫學科學研究所,
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學術(系、所、學位學程)主管,資訊科技與管理系,
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學術(系、所、學位學程)主管,醫學影像暨放射科學系,
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學術(學院)主管,健康科技管理學院,
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學術(學院)主管,護理學院,
107,私立,一般大學,1079,康寧學校財團法人康寧大學,學術(系、所、學位學程)主管,嬰幼兒保育學系,
107,私立,一般大學,1079,康寧學校財團法人康寧大學,學術(系、所、學位學程)主管,應用外語學系,
107,私立,一般大學,1079,康寧學校財團法人康寧大學,學術(學院)主管,商業資訊學院,
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學術(學院)主管,不動產學院,
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學術(學院)主管,餐旅學院,
107,私立,技專校院,1081,東方學校財團法人東方設計大學,學術(系、所、學位學程)主管,文化創意設計研究所,
107,私立,技專校院,1081,東方學校財團法人東方設計大學,學術(系、所、學位學程)主管,流行商品設計系,
107,私立,技專校院,1081,東方學校財團法人東方設計大學,學術(系、所、學位學程)主管,美術工藝系,
107,私立,技專校院,1081,東方學校財團法人東方設計大學,學術(系、所、學位學程)主管,影視藝術系,
107,私立,技專校院,1081,東方學校財團法人東方設計大學,學術(系、所、學位學程)主管,觀光與休閒事業管理系,
107,私立,技專校院,1081,東方學校財團法人東方設計大學,學術(學院)主管,民生設計學院,
107,私立,技專校院,1081,東方學校財團法人東方設計大學,學術(學院)主管,應用設計學院,
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學術(系、所、學位學程)主管,創意商品設計系,
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學術(系、所、學位學程)主管,攝影學士學位學程,
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學術(學院)主管,表演藝術學院,
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學術(學院)主管,影視設計學院,
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學術(學院)主管,觀光產業學院,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(系、所、學位學程)主管,表演藝術系,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(系、所、學位學程)主管,旅遊管理系,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(系、所、學位學程)主管,時尚造型設計管理系,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(系、所、學位學程)主管,健康促進與銀髮保健系,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(系、所、學位學程)主管,健康照顧社會工作系,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(系、所、學位學程)主管,數位遊戲與動畫設計系,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(系、所、學位學程)主管,輪機工程系,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(學院)主管,海洋事業學院,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(學院)主管,創新設計學院,
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學術(學院)主管,樂活民生學院,
107,私立,技專校院,1159,和春技術學院,學術(學院)主管,工學群,
107,私立,技專校院,1159,和春技術學院,學術(學院)主管,文創與設計學群,
107,私立,技專校院,1159,和春技術學院,學術(學院)主管,商管學群,
107,私立,技專校院,1166,亞東技術學院,學術(系、所、學位學程)主管,護理系,
107,私立,技專校院,1166,亞東技術學院,學術(學院)主管,工程學群,
107,私立,技專校院,1166,亞東技術學院,學術(學院)主管,管理暨健康學群,
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學術(系、所、學位學程)主管,幼兒保育系,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,幼兒教育學系,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,休閒遊憩管理學系,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,行動科技學系,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,法律學士學位學程,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,社會工作學系,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,表演藝術學士學位學程,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,時尚美容藝術管理學系,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,動畫遊戲設計學系,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,經營管理進修學士學位學程,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,經營管理學士學位學程,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,觀光規劃進修學士學位學程,
107,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,觀光規劃學士學位學程,
107,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,健康休閒管理系,
107,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,數位生活創意系,
107,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,數位行銷系,
107,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,觀光旅遊系,
107,私立,技專校院,1183,黎明技術學院,學術(系、所、學位學程)主管,企業管理系,
107,私立,技專校院,1183,黎明技術學院,學術(系、所、學位學程)主管,流行設計系,
107,私立,技專校院,1183,黎明技術學院,學術(系、所、學位學程)主管,時尚造型設計系,
107,私立,技專校院,1183,黎明技術學院,學術(系、所、學位學程)主管,創意產品設計系,
107,私立,技專校院,1183,黎明技術學院,學術(系、所、學位學程)主管,資訊管理(學)系,
107,私立,技專校院,1183,黎明技術學院,學術(系、所、學位學程)主管,影視傳播系,
107,私立,技專校院,1183,黎明技術學院,學術(系、所、學位學程)主管,數位多媒體系,
107,私立,技專校院,1183,黎明技術學院,學術(系、所、學位學程)主管,餐飲管理系,
107,私立,技專校院,1183,黎明技術學院,學術(系、所、學位學程)主管,觀光休閒系,
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學術(系、所、學位學程)主管,生命教育碩士學位學程,
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學術(系、所、學位學程)主管,社區再造碩士學位學程,
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學術(系、所、學位學程)主管,社會企業與創新碩士學位學程,
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,學術(科)主管,化妝品應用與管理科,
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,學術(科)主管,應用外語科,
