學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,兼任教師數-教師總數,兼任教師數-教師總數男,兼任教師數-教師總數女,兼任教師數-教授男,兼任教師數-教授女,兼任教師數-副教授男,兼任教師數-副教授女,兼任教師數-助理教授男,兼任教師數-助理教授女,兼任教師數-講師男,兼任教師數-講師女,兼任教師數-其他教師男,兼任教師數-其他教師女,兼任助理教授以上總人數,兼任助理教授以上總人數男,兼任助理教授以上總人數女,兼任講師以上總人數,兼任講師以上總人數男,兼任講師以上總人數女
106,公立,一般大學,0013,國立中正大學,01114007,教育領導與管理發展國際碩士學位學程,2,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,0
106,公立,一般大學,0013,國立中正大學,02221015,歷史學系,8,7,1,3,1,2,0,2,0,0,0,0,0,8,7,1,8,7,1
106,公立,一般大學,0013,國立中正大學,02231016,哲學系,8,7,1,0,0,0,0,7,1,0,0,0,0,8,7,1,8,7,1
106,公立,一般大學,0013,國立中正大學,02311012,外國語文學系,4,0,4,0,0,0,1,0,0,0,3,0,0,1,0,1,4,0,4
106,公立,一般大學,0013,國立中正大學,02321010,台灣文學與創意應用研究所,2,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,2,1,1
106,公立,一般大學,0013,國立中正大學,02322011,中國文學系,17,9,8,0,0,0,0,4,5,5,3,0,0,9,4,5,17,9,8
106,公立,一般大學,0013,國立中正大學,02399014,語言學研究所,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2
106,公立,一般大學,0013,國立中正大學,03111017,經濟學系,4,4,0,2,0,0,0,2,0,0,0,0,0,4,4,0,4,4,0
106,公立,一般大學,0013,國立中正大學,03121018,政治學系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0013,國立中正大學,03122024,戰略暨國際事務研究所,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0013,國立中正大學,03131019,心理學系,6,6,0,2,0,0,0,4,0,0,0,0,0,6,6,0,6,6,0
106,公立,一般大學,0013,國立中正大學,03199025,勞工關係學系,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0
106,公立,一般大學,0013,國立中正大學,03199026,犯罪防治學系,8,7,1,2,0,1,0,4,1,0,0,0,0,8,7,1,8,7,1
106,公立,一般大學,0013,國立中正大學,03211028,傳播學系,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
106,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,12,11,1,2,1,3,0,3,0,3,0,0,0,9,8,1,12,11,1
106,公立,一般大學,0013,國立中正大學,04121034,財務金融學系,3,3,0,0,0,0,0,2,0,1,0,0,0,2,2,0,3,3,0
106,公立,一般大學,0013,國立中正大學,04131033,企業管理學系,8,4,4,0,2,1,0,2,1,1,1,0,0,6,3,3,8,4,4
106,公立,一般大學,0013,國立中正大學,04211039,法律學系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0013,國立中正大學,04212040,財經法律學系,13,10,3,0,0,4,0,5,2,1,1,0,0,11,9,2,13,10,3
106,公立,一般大學,0013,國立中正大學,05121075,生物醫學科學系,3,2,1,0,0,0,0,2,1,0,0,0,0,3,2,1,3,2,1
106,公立,一般大學,0013,國立中正大學,05311045,化學暨生物化學系,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
106,公立,一般大學,0013,國立中正大學,05321047,地球與環境科學系,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2
106,公立,一般大學,0013,國立中正大學,05331067,物理學系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0013,國立中正大學,05411049,數學系,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
106,公立,一般大學,0013,國立中正大學,06131053,資訊管理學系,6,6,0,2,0,1,0,2,0,1,0,0,0,5,5,0,6,6,0
106,公立,一般大學,0013,國立中正大學,06131055,資訊工程學系,7,7,0,3,0,1,0,1,0,2,0,0,0,5,5,0,7,7,0
106,公立,一般大學,0013,國立中正大學,07111061,化學工程學系,3,2,1,0,0,1,1,1,0,0,0,0,0,3,2,1,3,2,1
106,公立,一般大學,0013,國立中正大學,07141054,電機工程學系,4,4,0,0,0,1,0,2,0,1,0,0,0,3,3,0,4,4,0
106,公立,一般大學,0013,國立中正大學,07151058,機械工程學系,5,5,0,0,0,1,0,1,0,3,0,0,0,2,2,0,5,5,0
106,公立,一般大學,0013,國立中正大學,07151059,光機電整合工程研究所,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
106,公立,一般大學,0013,國立中正大學,09231063,社會福利學系,7,4,3,1,0,0,0,0,1,3,2,0,0,2,1,1,7,4,3
106,公立,一般大學,0013,國立中正大學,10141064,運動競技學系,10,10,0,2,0,0,0,2,0,6,0,0,0,4,4,0,10,10,0
106,公立,一般大學,0013,國立中正大學,99999999,前瞻製造系統頂尖研究中心,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0013,國立中正大學,99999Z01,通識中心,20,12,8,1,0,0,0,8,1,3,7,0,0,10,9,1,20,12,8
106,公立,一般大學,0013,國立中正大學,99999Z05,師資培育中心,3,0,3,0,0,0,1,0,2,0,0,0,0,3,0,3,3,0,3
106,公立,一般大學,0013,國立中正大學,99999Z07,體育中心,14,11,3,0,0,0,0,2,2,9,1,0,0,4,2,2,14,11,3
106,公立,一般大學,0014,國立高雄師範大學,01111001,教育學系,23,14,9,1,0,0,0,12,9,1,0,0,0,22,13,9,23,14,9
106,公立,一般大學,0014,國立高雄師範大學,01112009,成人教育研究所,4,4,0,3,0,1,0,0,0,0,0,0,0,4,4,0,4,4,0
106,公立,一般大學,0014,國立高雄師範大學,01113010,特殊教育學系,5,2,3,2,1,0,1,0,1,0,0,0,0,5,2,3,5,2,3
106,公立,一般大學,0014,國立高雄師範大學,01141003,工業科技教育學系,10,10,0,4,0,2,0,1,0,3,0,0,0,7,7,0,10,10,0
106,公立,一般大學,0014,國立高雄師範大學,01141005,體育學系,24,17,7,0,0,3,0,6,1,8,6,0,0,10,9,1,24,17,7
106,公立,一般大學,0014,國立高雄師範大學,01141006,科學教育暨環境教育研究所,11,8,3,0,0,1,0,7,3,0,0,0,0,11,8,3,11,8,3
106,公立,一般大學,0014,國立高雄師範大學,02112022,視覺設計學系,12,8,4,0,0,1,1,1,2,6,1,0,0,5,2,3,12,8,4
106,公立,一般大學,0014,國立高雄師範大學,02123024,工業設計學系,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0
106,公立,一般大學,0014,國立高雄師範大學,02131012,美術學系,25,18,7,2,1,3,0,3,1,10,5,0,0,10,8,2,25,18,7
106,公立,一般大學,0014,國立高雄師範大學,02141055,藝術產業學士原住民專班,5,4,1,0,0,0,0,1,0,3,1,0,0,1,1,0,5,4,1
106,公立,一般大學,0014,國立高雄師範大學,02151013,音樂學系,47,19,28,1,0,0,4,11,14,7,10,0,0,30,12,18,47,19,28
106,公立,一般大學,0014,國立高雄師範大學,02191014,跨領域藝術研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0014,國立高雄師範大學,02191047,表演藝術碩士學位學程,2,2,0,1,0,0,0,1,0,0,0,0,0,2,2,0,2,2,0
106,公立,一般大學,0014,國立高雄師範大學,02299020,經學研究所,3,3,0,1,0,2,0,0,0,0,0,0,0,3,3,0,3,3,0
106,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,10,2,8,0,0,0,0,1,3,1,5,0,0,4,1,3,10,2,8
106,公立,一般大學,0014,國立高雄師範大學,02321015,臺灣歷史文化及語言研究所,3,1,2,0,0,1,2,0,0,0,0,0,0,3,1,2,3,1,2
106,公立,一般大學,0014,國立高雄師範大學,02322019,國文學系,26,13,13,3,0,2,2,5,3,3,8,0,0,15,10,5,26,13,13
106,公立,一般大學,0014,國立高雄師範大學,03142030,地理學系,2,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0
106,公立,一般大學,0014,國立高雄師範大學,04131032,事業經營學系,4,3,1,0,0,0,0,2,1,1,0,0,0,3,2,1,4,3,1
106,公立,一般大學,0014,國立高雄師範大學,04199033,人力與知識管理研究所,3,2,1,0,0,1,0,1,1,0,0,0,0,3,2,1,3,2,1
106,公立,一般大學,0014,國立高雄師範大學,05121034,生物科技系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0014,國立高雄師範大學,05331037,物理學系,4,4,0,1,0,2,0,1,0,0,0,0,0,4,4,0,4,4,0
106,公立,一般大學,0014,國立高雄師範大學,05411038,數學系,4,3,1,1,0,0,1,2,0,0,0,0,0,4,3,1,4,3,1
106,公立,一般大學,0014,國立高雄師範大學,06132039,軟體工程與管理學系,6,6,0,0,0,2,0,3,0,1,0,0,0,5,5,0,6,6,0
106,公立,一般大學,0014,國立高雄師範大學,07141041,電子工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0014,國立高雄師範大學,07141042,光電與通訊工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0014,國立高雄師範大學,99999Z01,通識教育中心,26,16,10,0,0,1,0,11,6,4,4,0,0,18,12,6,26,16,10
106,公立,一般大學,0014,國立高雄師範大學,99999Z05,師資培育與就業輔導處,13,5,8,0,0,1,1,1,4,3,3,0,0,7,2,5,13,5,8
106,公立,一般大學,0015,國立彰化師範大學,01111002,教育研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0015,國立彰化師範大學,01113012,特殊教育學系,3,1,2,1,0,0,0,0,2,0,0,0,0,3,1,2,3,1,2
106,公立,一般大學,0015,國立彰化師範大學,01131006,公共事務與公民教育學系,5,4,1,1,0,1,0,2,1,0,0,0,0,5,4,1,5,4,1
106,公立,一般大學,0015,國立彰化師範大學,01141007,工業教育與技術學系,14,14,0,6,0,2,0,6,0,0,0,0,0,14,14,0,14,14,0
106,公立,一般大學,0015,國立彰化師範大學,01141011,運動學系,23,16,7,5,1,0,1,3,1,8,4,0,0,11,8,3,23,16,7
106,公立,一般大學,0015,國立彰化師範大學,02131017,美術學系,11,5,6,0,0,0,0,0,2,5,4,0,0,2,0,2,11,5,6
106,公立,一般大學,0015,國立彰化師範大學,02221023,歷史學研究所,3,2,1,0,0,1,1,1,0,0,0,0,0,3,2,1,3,2,1
106,公立,一般大學,0015,國立彰化師範大學,02311020,英語學系,17,5,12,3,1,1,0,0,5,1,6,0,0,10,4,6,17,5,12
106,公立,一般大學,0015,國立彰化師範大學,02311021,兒童英語研究所,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0015,國立彰化師範大學,02312022,翻譯研究所,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1
106,公立,一般大學,0015,國立彰化師範大學,02321018,台灣文學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0015,國立彰化師範大學,02322019,國文學系,13,6,7,3,1,1,1,1,0,1,5,0,0,7,5,2,13,6,7
106,公立,一般大學,0015,國立彰化師範大學,03131025,輔導與諮商學系,8,6,2,1,2,2,0,2,0,1,0,0,0,7,5,2,8,6,2
106,公立,一般大學,0015,國立彰化師範大學,03131055,復健諮商研究所,4,1,3,0,0,0,1,1,0,0,2,0,0,2,1,1,4,1,3
106,公立,一般大學,0015,國立彰化師範大學,03142027,地理學系,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0015,國立彰化師範大學,04111028,會計學系,9,8,1,0,0,3,0,3,0,2,1,0,0,6,6,0,9,8,1
106,公立,一般大學,0015,國立彰化師範大學,04121031,財務金融技術學系,5,4,1,1,0,0,0,0,0,3,1,0,0,1,1,0,5,4,1
106,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,10,7,3,2,0,0,1,3,1,2,1,0,0,7,5,2,10,7,3
106,公立,一般大學,0015,國立彰化師範大學,05111034,生物學系,4,2,2,0,2,2,0,0,0,0,0,0,0,4,2,2,4,2,2
106,公立,一般大學,0015,國立彰化師範大學,05331037,物理學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0015,國立彰化師範大學,05411038,數學系,5,4,1,1,1,2,0,1,0,0,0,0,0,5,4,1,5,4,1
106,公立,一般大學,0015,國立彰化師範大學,05421039,統計資訊研究所,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
106,公立,一般大學,0015,國立彰化師範大學,06131040,資訊管理學系,8,5,3,0,0,0,0,2,0,3,3,0,0,2,2,0,8,5,3
106,公立,一般大學,0015,國立彰化師範大學,06131050,資訊工程學系,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
106,公立,一般大學,0015,國立彰化師範大學,07141042,電機工程學系,7,7,0,2,0,1,0,4,0,0,0,0,0,7,7,0,7,7,0
106,公立,一般大學,0015,國立彰化師範大學,07141046,光電科技研究所,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0015,國立彰化師範大學,07151054,機電工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0015,國立彰化師範大學,07161053,車輛科技研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0015,國立彰化師範大學,99999Z01,通識教育中心,13,6,7,0,0,1,0,2,2,3,5,0,0,5,3,2,13,6,7
106,公立,一般大學,0015,國立彰化師範大學,99999Z05,師資培育中心,17,12,5,3,1,3,0,6,4,0,0,0,0,17,12,5,17,12,5
106,公立,一般大學,0016,國立陽明大學,02231002,心智哲學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0016,國立陽明大學,04133005,醫務管理研究所,7,7,0,4,0,3,0,0,0,0,0,0,0,7,7,0,7,7,0
106,公立,一般大學,0016,國立陽明大學,05121007,生命科學系暨基因體科學研究所,6,6,0,2,0,2,0,1,0,1,0,0,0,5,5,0,6,6,0
106,公立,一般大學,0016,國立陽明大學,05122009,微生物及免疫學研究所,5,4,1,3,1,1,0,0,0,0,0,0,0,5,4,1,5,4,1
106,公立,一般大學,0016,國立陽明大學,05123011,生化暨分子生物研究所,4,4,0,1,0,0,0,3,0,0,0,0,0,4,4,0,4,4,0
106,公立,一般大學,0016,國立陽明大學,05124013,生物醫學資訊研究所,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
106,公立,一般大學,0016,國立陽明大學,07193019,生醫光電研究所,2,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,0
106,公立,一般大學,0016,國立陽明大學,07193021,生物醫學工程學系,4,4,0,1,0,1,0,2,0,0,0,0,0,4,4,0,4,4,0
106,公立,一般大學,0016,國立陽明大學,09111059,牙醫學系,54,30,24,5,1,5,6,8,6,12,11,0,0,31,18,13,54,30,24
106,公立,一般大學,0016,國立陽明大學,09111061,口腔生物研究所,2,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,2,1,1
106,公立,一般大學,0016,國立陽明大學,09121024,醫學系,309,252,57,45,2,53,8,82,17,72,30,0,0,207,180,27,309,252,57
106,公立,一般大學,0016,國立陽明大學,09121025,臨床醫學研究所,9,8,1,6,1,2,0,0,0,0,0,0,0,9,8,1,9,8,1
106,公立,一般大學,0016,國立陽明大學,09121028,生理學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0016,國立陽明大學,09121029,神經科學研究所,4,1,3,0,2,0,1,1,0,0,0,0,0,4,1,3,4,1,3
106,公立,一般大學,0016,國立陽明大學,09121032,急重症醫學研究所,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,2,0
106,公立,一般大學,0016,國立陽明大學,09121033,腦科學研究所,2,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,2,1,1
106,公立,一般大學,0016,國立陽明大學,09131048,護理學系,29,2,27,0,0,0,2,1,5,1,20,0,0,8,1,7,29,2,27
106,公立,一般大學,0016,國立陽明大學,09131049,臨床護理研究所,3,0,3,0,1,0,1,0,1,0,0,0,0,3,0,3,3,0,3
106,公立,一般大學,0016,國立陽明大學,09141057,醫學生物技術暨檢驗學系,8,5,3,1,0,3,1,1,0,0,2,0,0,6,5,1,8,5,3
106,公立,一般大學,0016,國立陽明大學,09141058,生物醫學影像暨放射科學系,20,18,2,2,1,2,0,7,0,7,1,0,0,12,11,1,20,18,2
106,公立,一般大學,0016,國立陽明大學,09151047,物理治療暨輔助科技學系,13,6,7,1,0,0,1,3,2,2,4,0,0,7,4,3,13,6,7
106,公立,一般大學,0016,國立陽明大學,09161043,藥理學研究所,11,7,4,3,0,3,2,1,2,0,0,0,0,11,7,4,11,7,4
106,公立,一般大學,0016,國立陽明大學,09161044,生物藥學研究所,4,4,0,2,0,1,0,1,0,0,0,0,0,4,4,0,4,4,0
106,公立,一般大學,0016,國立陽明大學,09171042,傳統醫藥研究所,4,2,2,1,1,0,0,1,1,0,0,0,0,4,2,2,4,2,2
106,公立,一般大學,0016,國立陽明大學,09191036,公共衛生研究所,4,3,1,1,0,2,1,0,0,0,0,0,0,4,3,1,4,3,1
106,公立,一般大學,0016,國立陽明大學,09191037,衛生福利研究所,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
106,公立,一般大學,0016,國立陽明大學,09191039,環境與職業衛生研究所,4,4,0,1,0,3,0,0,0,0,0,0,0,4,4,0,4,4,0
106,公立,一般大學,0016,國立陽明大學,99999999,人文與社會教育中心,23,15,8,3,1,4,1,5,3,3,3,0,0,17,12,5,23,15,8
106,公立,一般大學,0017,國立臺北大學,02221005,歷史學系,8,5,3,1,0,2,0,2,2,0,1,0,0,7,5,2,8,5,3
106,公立,一般大學,0017,國立臺北大學,02299008,民俗藝術與文化資產研究所,2,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,2,1,1
106,公立,一般大學,0017,國立臺北大學,02311004,應用外語學系,17,7,10,0,1,1,0,1,2,5,7,0,0,5,2,3,17,7,10
106,公立,一般大學,0017,國立臺北大學,02322002,中國文學系,24,15,9,5,1,1,3,8,5,1,0,0,0,23,14,9,24,15,9
106,公立,一般大學,0017,國立臺北大學,03111009,經濟學系,6,3,3,2,0,0,0,0,2,1,1,0,0,4,2,2,6,3,3
106,公立,一般大學,0017,國立臺北大學,03199016,犯罪學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0017,國立臺北大學,04111017,會計學系,13,7,6,1,1,2,0,1,0,3,5,0,0,5,4,1,13,7,6
106,公立,一般大學,0017,國立臺北大學,04121021,商學院國際財務金融碩士在職專班,5,5,0,3,0,2,0,0,0,0,0,0,0,5,5,0,5,5,0
106,公立,一般大學,0017,國立臺北大學,04121022,金融與合作經營學系,10,7,3,1,0,3,1,2,1,1,1,0,0,8,6,2,10,7,3
106,公立,一般大學,0017,國立臺北大學,04122023,財政學系,9,8,1,1,0,2,0,1,1,4,0,0,0,5,4,1,9,8,1
106,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,25,22,3,10,1,2,0,6,2,4,0,0,0,21,18,3,25,22,3
106,公立,一般大學,0017,國立臺北大學,04134013,公共行政暨政策學系,32,24,8,8,1,11,4,3,3,2,0,0,0,30,22,8,32,24,8
106,公立,一般大學,0017,國立臺北大學,04134024,不動產與城鄉環境學系,12,11,1,0,0,3,1,4,0,4,0,0,0,8,7,1,12,11,1
106,公立,一般大學,0017,國立臺北大學,04141026,商學院數位行銷進修學士學位學程,8,6,2,0,0,0,1,6,1,0,0,0,0,8,6,2,8,6,2
106,公立,一般大學,0017,國立臺北大學,04211028,法律學系,38,32,6,13,1,8,4,6,1,5,0,0,0,33,27,6,38,32,6
106,公立,一般大學,0017,國立臺北大學,05211043,自然資源與環境管理研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0017,國立臺北大學,05421033,統計學系,14,9,5,1,0,2,3,5,1,1,1,0,0,12,8,4,14,9,5
106,公立,一般大學,0017,國立臺北大學,06131034,資訊管理研究所,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0017,國立臺北大學,07141035,電機工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0017,國立臺北大學,07141036,資訊工程學系,5,5,0,1,0,2,0,2,0,0,0,0,0,5,5,0,5,5,0
106,公立,一般大學,0017,國立臺北大學,07313039,都市計劃研究所,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
106,公立,一般大學,0017,國立臺北大學,09231041,社會工作學系,16,6,10,3,1,1,1,1,4,1,4,0,0,11,5,6,16,6,10
106,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
106,公立,一般大學,0017,國立臺北大學,99999Z01,通識教育中心,19,11,8,1,0,1,2,7,5,2,1,0,0,16,9,7,19,11,8
106,公立,一般大學,0017,國立臺北大學,99999Z07,體育室,3,3,0,1,0,0,0,0,0,2,0,0,0,1,1,0,3,3,0
106,公立,一般大學,0017,國立臺北大學,99999Z08,語言中心,10,1,9,0,0,1,0,0,1,0,8,0,0,2,1,1,10,1,9
106,公立,一般大學,0018,國立嘉義大學,01111001,教育學系,13,8,5,2,0,0,1,5,4,1,0,0,0,12,7,5,13,8,5
106,公立,一般大學,0018,國立嘉義大學,01113017,特殊教育學系,4,2,2,0,0,1,0,1,2,0,0,0,0,4,2,2,4,2,2
106,公立,一般大學,0018,國立嘉義大學,01114018,教育行政與政策發展研究所,6,6,0,1,0,2,0,3,0,0,0,0,0,6,6,0,6,6,0
106,公立,一般大學,0018,國立嘉義大學,01121016,幼兒教育學系,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
106,公立,一般大學,0018,國立嘉義大學,01131010,數理教育研究所,5,3,2,0,0,0,0,3,2,0,0,0,0,5,3,2,5,3,2
106,公立,一般大學,0018,國立嘉義大學,02131025,視覺藝術學系,6,4,2,0,0,1,0,2,1,1,1,0,0,4,3,1,6,4,2
106,公立,一般大學,0018,國立嘉義大學,02151024,音樂學系,45,14,31,0,0,0,1,7,17,7,13,0,0,25,7,18,45,14,31
106,公立,一般大學,0018,國立嘉義大學,02221033,應用歷史學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0018,國立嘉義大學,02311031,外國語言學系,4,0,4,0,0,0,0,0,1,0,3,0,0,1,0,1,4,0,4
106,公立,一般大學,0018,國立嘉義大學,02322029,中國文學系,17,9,8,1,0,2,1,2,7,4,0,0,0,13,5,8,17,9,8
106,公立,一般大學,0018,國立嘉義大學,03111034,應用經濟學系,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,1
106,公立,一般大學,0018,國立嘉義大學,03131035,輔導與諮商學系,7,2,5,0,0,0,1,2,2,0,2,0,0,5,2,3,7,2,5
106,公立,一般大學,0018,國立嘉義大學,04121041,財務金融學系,12,11,1,0,0,0,0,2,0,9,1,0,0,2,2,0,12,11,1
106,公立,一般大學,0018,國立嘉義大學,04131038,企業管理學系,6,4,2,1,0,1,0,1,1,1,1,0,0,4,3,1,6,4,2
106,公立,一般大學,0018,國立嘉義大學,04143044,行銷與觀光管理學系,4,0,4,0,0,0,0,0,1,0,3,0,0,1,0,1,4,0,4
106,公立,一般大學,0018,國立嘉義大學,04199045,生物事業管理學系,4,4,0,0,0,1,0,3,0,0,0,0,0,4,4,0,4,4,0
106,公立,一般大學,0018,國立嘉義大學,04199046,管理學院碩士在職專班,2,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,2,1,1
106,公立,一般大學,0018,國立嘉義大學,05111047,水生生物科學系,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
106,公立,一般大學,0018,國立嘉義大學,05111052,生物資源學系,2,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0
106,公立,一般大學,0018,國立嘉義大學,05121053,生化科技學系,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,0
106,公立,一般大學,0018,國立嘉義大學,05199058,微生物免疫與生物藥學系,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
106,公立,一般大學,0018,國立嘉義大學,06131063,資訊管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0018,國立嘉義大學,07151067,生物機電工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0018,國立嘉義大學,07211088,食品科學系,3,3,0,1,0,0,0,1,0,1,0,0,0,2,2,0,3,3,0
106,公立,一般大學,0018,國立嘉義大學,07312072,景觀學系,5,3,2,0,0,0,0,1,1,2,1,0,0,2,1,1,5,3,2
106,公立,一般大學,0018,國立嘉義大學,07321070,土木與水資源工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0018,國立嘉義大學,08112079,動物科學系,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
106,公立,一般大學,0018,國立嘉義大學,08121080,園藝學系,3,2,1,0,0,1,0,1,1,0,0,0,0,3,2,1,3,2,1
106,公立,一般大學,0018,國立嘉義大學,08199076,農場管理進修學士學位學程,3,3,0,1,0,0,0,1,0,1,0,0,0,2,2,0,3,3,0
106,公立,一般大學,0018,國立嘉義大學,08211106,木質材料與設計學系,5,3,2,2,0,0,0,1,1,0,1,0,0,4,3,1,5,3,2
106,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0
106,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,9,7,2,3,1,0,0,1,1,3,0,0,0,6,4,2,9,7,2
106,公立,一般大學,0018,國立嘉義大學,99999Z08,語言中心,15,0,15,0,0,0,0,0,3,0,12,0,0,3,0,3,15,0,15
106,公立,一般大學,0019,國立高雄大學,02199005,創意設計與建築學系,11,8,3,0,1,1,0,3,1,4,1,0,0,6,4,2,11,8,3
106,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,6,2,4,0,0,0,0,1,2,1,2,0,0,3,1,2,6,2,4
106,公立,一般大學,0019,國立高雄大學,02311003,東亞語文學系,7,1,6,0,0,0,0,1,0,0,6,0,0,1,1,0,7,1,6
