學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,兼任教師數-教師總數,兼任教師數-教師總數男,兼任教師數-教師總數女,兼任教師數-教授男,兼任教師數-教授女,兼任教師數-副教授男,兼任教師數-副教授女,兼任教師數-助理教授男,兼任教師數-助理教授女,兼任教師數-講師男,兼任教師數-講師女,兼任教師數-其他教師男,兼任教師數-其他教師女,兼任助理教授以上總人數,兼任助理教授以上總人數男,兼任助理教授以上總人數女,兼任講師以上總人數,兼任講師以上總人數男,兼任講師以上總人數女
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,02124005,室內設計系,15,9,6,0,0,0,0,0,0,9,6,0,0,0,0,0,15,9,6
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,02125028,創意流行時尚設計系,4,1,3,0,0,0,0,0,2,1,1,0,0,2,0,2,4,1,3
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,04131006,企業管理系,11,8,3,0,0,0,0,2,1,6,2,0,0,3,2,1,11,8,3
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,07121030,環境科技與管理系,3,3,0,0,0,1,0,0,0,2,0,0,0,1,1,0,3,3,0
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,07151012,機械工程系,21,21,0,1,0,7,0,4,0,9,0,0,0,12,12,0,21,21,0
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,09221024,幼兒保育系,9,1,8,0,0,0,0,0,1,1,7,0,0,1,0,1,9,1,8
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10121031,美容與造型系,12,1,11,0,0,1,0,0,0,0,11,0,0,1,1,0,12,1,11
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10131025,餐旅管理系,3,0,3,0,0,0,0,0,1,0,2,0,0,1,0,1,3,0,3
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10131026,餐飲廚藝管理系,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10152032,休閒事業管理系,8,3,5,0,0,0,0,0,1,3,4,0,0,1,0,1,8,3,5
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,99999Z01,通識教育中心,20,13,7,1,0,1,1,4,2,7,4,0,0,9,6,3,20,13,7
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,99999Z08,國際語文教學中心,7,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,7,3,4
108,私立,一般大學,1176,稻江科技暨管理學院,01121001,幼兒教育學系,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
108,私立,一般大學,1176,稻江科技暨管理學院,02152002,表演藝術學士學位學程,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
108,私立,一般大學,1176,稻江科技暨管理學院,04131015,經營管理學士學位學程,6,4,2,0,0,0,0,1,0,3,2,0,0,1,1,0,6,4,2
108,私立,一般大學,1176,稻江科技暨管理學院,04211022,法律學士學位學程,10,9,1,0,0,0,0,1,0,8,1,0,0,1,1,0,10,9,1
108,私立,一般大學,1176,稻江科技暨管理學院,06134029,行動科技學系,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1
108,私立,一般大學,1176,稻江科技暨管理學院,09231048,社會工作學系,6,3,3,0,0,0,0,2,1,1,2,0,0,3,2,1,6,3,3
108,私立,一般大學,1176,稻江科技暨管理學院,10121044,時尚美容藝術與保健管理學士學位學程,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
108,私立,一般大學,1176,稻江科技暨管理學院,10121049,時尚美容藝術管理學系,7,1,6,0,0,0,0,0,0,1,6,0,0,0,0,0,7,1,6
108,私立,一般大學,1176,稻江科技暨管理學院,10131037,餐飲管理學系,3,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3,1,2
108,私立,一般大學,1176,稻江科技暨管理學院,10151042,觀光規劃學士學位學程,9,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,9,4,5
108,私立,一般大學,1176,稻江科技暨管理學院,10152039,休閒遊憩管理學系,5,5,0,1,0,0,0,1,0,3,0,0,0,2,2,0,5,5,0
108,私立,一般大學,1176,稻江科技暨管理學院,99999Z01,通識教育中心,11,5,6,0,0,0,0,1,3,4,3,0,0,4,1,3,11,5,6
108,私立,技專校院,1182,蘭陽技術學院,02124002,建築與室內設計系,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
108,私立,技專校院,1182,蘭陽技術學院,04143010,數位行銷系,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0
108,私立,技專校院,1182,蘭陽技術學院,07151021,機電工程系,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0
108,私立,技專校院,1182,蘭陽技術學院,10121033,時尚美容設計系,8,2,6,0,0,0,0,0,0,2,6,0,0,0,0,0,8,2,6
108,私立,技專校院,1182,蘭陽技術學院,10131029,餐旅管理系,6,5,1,0,0,0,0,1,1,4,0,0,0,2,1,1,6,5,1
108,私立,技專校院,1182,蘭陽技術學院,10151030,觀光旅遊系,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
108,私立,技專校院,1182,蘭陽技術學院,99999Z08,通識暨語文中心,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
108,私立,技專校院,1183,黎明技術學院,02111027,影視傳播系,4,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,4,3,1
108,私立,技專校院,1183,黎明技術學院,02123004,創意產品設計系,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
108,私立,技專校院,1183,黎明技術學院,02125007,時尚經營管理系,4,4,0,0,0,0,0,1,0,3,0,0,0,1,1,0,4,4,0
108,私立,技專校院,1183,黎明技術學院,02125029,時尚設計系,10,3,7,0,0,0,0,1,2,2,5,0,0,3,1,2,10,3,7
108,私立,技專校院,1183,黎明技術學院,02125030,服飾設計系,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
108,私立,技專校院,1183,黎明技術學院,02152001,表演藝術系,32,23,9,0,0,2,1,5,2,16,6,0,0,10,7,3,32,23,9
108,私立,技專校院,1183,黎明技術學院,02152028,戲劇系,6,3,3,0,0,0,0,1,1,2,2,0,0,2,1,1,6,3,3
108,私立,技專校院,1183,黎明技術學院,06121009,資訊管理系,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0
108,私立,技專校院,1183,黎明技術學院,06131008,資訊科技系,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0
108,私立,技專校院,1183,黎明技術學院,06132010,數位多媒體系,13,11,2,0,0,1,0,0,1,10,1,0,0,2,1,1,13,11,2
108,私立,技專校院,1183,黎明技術學院,07141011,電機工程系,27,27,0,0,0,1,0,10,0,16,0,0,0,11,11,0,27,27,0
108,私立,技專校院,1183,黎明技術學院,07151015,機械工程系,14,13,1,0,0,4,0,3,0,6,1,0,0,7,7,0,14,13,1
108,私立,技專校院,1183,黎明技術學院,07161026,車輛工程系,4,4,0,1,0,0,0,1,0,2,0,0,0,2,2,0,4,4,0
108,私立,技專校院,1183,黎明技術學院,10121024,化妝品應用系,31,8,23,0,0,0,0,3,0,5,23,0,0,3,3,0,31,8,23
108,私立,技專校院,1183,黎明技術學院,10131020,旅館管理系,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0
108,私立,技專校院,1183,黎明技術學院,10131021,餐飲管理系,26,17,9,0,0,1,0,6,2,10,7,0,0,9,7,2,26,17,9
108,私立,技專校院,1183,黎明技術學院,10151022,觀光休閒系,4,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,4,2,2
108,私立,技專校院,1183,黎明技術學院,99999Z01,通識(教育)中心,39,22,17,0,0,1,0,3,2,18,15,0,0,6,4,2,39,22,17
108,私立,技專校院,1185,經國管理暨健康學院,06111026,醫護資訊應用系,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
108,私立,技專校院,1185,經國管理暨健康學院,07211007,食品保健系,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
108,私立,技專校院,1185,經國管理暨健康學院,09111021,口腔衛生照護系,6,3,3,0,0,0,0,1,1,2,2,0,0,2,1,1,6,3,3
108,私立,技專校院,1185,經國管理暨健康學院,09131009,護理系,17,6,11,0,0,0,0,0,2,6,9,0,0,2,0,2,17,6,11
108,私立,技專校院,1185,經國管理暨健康學院,09211022,高齡照顧福祉系,3,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1,2
108,私立,技專校院,1185,經國管理暨健康學院,09221011,幼兒保育系,5,1,4,0,0,0,0,0,0,1,4,0,0,0,0,0,5,1,4
108,私立,技專校院,1185,經國管理暨健康學院,10121016,美容流行設計系,8,1,7,0,0,0,0,0,0,1,7,0,0,0,0,0,8,1,7
108,私立,技專校院,1185,經國管理暨健康學院,10131025,餐旅廚藝管理系,23,13,10,0,0,0,0,3,0,10,10,0,0,3,3,0,23,13,10
108,私立,技專校院,1185,經國管理暨健康學院,10152020,觀光休閒與健康系,3,0,3,0,0,0,1,0,0,0,2,0,0,1,0,1,3,0,3
108,私立,技專校院,1185,經國管理暨健康學院,99999Z01,通識(教育)中心,49,31,18,0,0,1,0,9,3,21,15,0,0,13,10,3,49,31,18
108,私立,技專校院,1188,大同技術學院,04131037,茶文化事業經營管理系,11,5,6,0,0,1,0,0,0,4,6,0,0,1,1,0,11,5,6
108,私立,技專校院,1188,大同技術學院,09231021,社會工作與服務管理系,14,5,9,2,0,1,0,0,1,2,8,0,0,4,3,1,14,5,9
108,私立,技專校院,1188,大同技術學院,10121001,時尚造型設計系,6,0,6,0,0,0,0,0,1,0,5,0,0,1,0,1,6,0,6
108,私立,技專校院,1188,大同技術學院,10131024,餐飲管理系,8,4,4,0,0,1,0,0,0,3,4,0,0,1,1,0,8,4,4
108,私立,技專校院,1188,大同技術學院,10131025,烘焙管理系,10,9,1,0,0,0,0,1,0,8,1,0,0,1,1,0,10,9,1
108,私立,技專校院,1188,大同技術學院,10151029,旅遊與休閒娛樂管理系,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
108,私立,技專校院,1188,大同技術學院,10152030,運動健康與休閒系,3,2,1,0,0,0,0,1,0,1,1,0,0,1,1,0,3,2,1
108,私立,技專校院,1188,大同技術學院,10199034,婚禮企劃與設計系,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
108,私立,技專校院,1192,臺灣觀光學院,10131016,廚藝管理系(科),7,4,3,0,0,1,0,1,0,2,3,0,0,2,2,0,7,4,3
108,私立,技專校院,1192,臺灣觀光學院,10199024,觀光餐旅系(科),38,19,19,0,0,0,0,4,5,15,14,0,0,9,4,5,38,19,19
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,09121002,醫學系,142,120,22,15,1,13,0,43,12,49,9,0,0,84,71,13,142,120,22
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,09131004,護理學系,16,1,15,0,1,0,0,1,2,0,12,0,0,4,1,3,16,1,15
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,09131005,長期照護研究所,3,2,1,1,0,1,1,0,0,0,0,0,0,3,2,1,3,2,1
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,09153003,聽力暨語言治療學系,20,3,17,0,0,0,0,0,4,3,13,0,0,4,0,4,20,3,17
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,99999Z01,全人教育中心,19,11,8,3,1,3,1,2,2,3,4,0,0,12,8,4,19,11,8
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,01199001,生命教育碩士學位學程,2,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,2,1,1
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,02211002,佛教學系,19,7,12,1,1,1,2,2,7,3,2,0,0,14,4,10,19,7,12
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,04199003,社會企業與創新碩士學位學程,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,05211005,環境與發展碩士學位學程,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,0
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,02311001,應用外語科,19,12,7,0,0,0,0,1,0,11,7,0,0,1,1,0,19,12,7
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,09131003,護理科,29,12,17,2,0,0,0,4,1,6,16,0,0,7,6,1,29,12,17
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,09141004,視光學科,16,12,4,0,0,1,0,2,1,9,3,0,0,4,3,1,16,12,4
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,09211006,高齡服務事業科,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,09221007,幼兒保育科,8,3,5,0,0,1,0,0,0,2,5,0,0,1,1,0,8,3,5
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,10121009,化妝品應用與管理科,15,6,9,0,0,1,0,1,1,4,8,0,0,3,2,1,15,6,9
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,10131008,餐飲管理科,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,99999010,生命關懷事業科,6,3,3,0,0,0,0,1,0,2,3,0,0,1,1,0,6,3,3
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,99999Z01,通識教育中心,75,37,38,0,0,2,1,5,8,30,29,0,0,16,7,9,75,37,38
108,私立,技專校院,1283,仁德醫護管理專科學校,06134003,行動數位商務科,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09111020,口腔衛生學科,3,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,1
108,私立,技專校院,1283,仁德醫護管理專科學校,09131011,護理科,27,13,14,0,0,0,1,8,0,5,13,0,0,9,8,1,27,13,14
108,私立,技專校院,1283,仁德醫護管理專科學校,09141013,視光學科,13,12,1,0,0,0,0,3,0,9,1,0,0,3,3,0,13,12,1
108,私立,技專校院,1283,仁德醫護管理專科學校,09141014,醫事檢驗科,26,20,6,0,0,0,0,3,1,17,5,0,0,4,3,1,26,20,6
108,私立,技專校院,1283,仁德醫護管理專科學校,09159001,復健(技術)科,52,37,15,0,0,2,0,7,1,28,14,0,0,10,9,1,52,37,15
108,私立,技專校院,1283,仁德醫護管理專科學校,09171010,調理保健技術科,29,22,7,0,0,0,0,1,0,21,7,0,0,1,1,0,29,22,7
108,私立,技專校院,1283,仁德醫護管理專科學校,09191008,職業安全衛生科,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09211016,高齡健康促進科,4,3,1,0,0,0,0,0,1,3,0,0,0,1,0,1,4,3,1
108,私立,技專校院,1283,仁德醫護管理專科學校,09221017,幼兒保育科,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
108,私立,技專校院,1283,仁德醫護管理專科學校,09299004,生命關懷事業科,21,14,7,0,0,0,0,0,1,14,6,0,0,1,0,1,21,14,7
108,私立,技專校院,1283,仁德醫護管理專科學校,10131018,餐旅管理科,3,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,1
108,私立,技專校院,1283,仁德醫護管理專科學校,10199019,健康美容觀光科,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,1
108,私立,技專校院,1283,仁德醫護管理專科學校,99999Z01,共同科目,35,21,14,0,0,1,1,6,0,14,13,0,0,8,7,1,35,21,14
108,私立,技專校院,1284,樹人醫護管理專科學校,02311002,應用英語科,4,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,4,2,2
108,私立,技專校院,1284,樹人醫護管理專科學校,02311003,應用日語科,9,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,9,3,6
108,私立,技專校院,1284,樹人醫護管理專科學校,06131004,資訊管理科,16,11,5,1,0,0,0,0,0,10,5,0,0,1,1,0,16,11,5
108,私立,技專校院,1284,樹人醫護管理專科學校,09111013,牙體技術科,31,21,10,0,0,3,0,4,0,14,10,0,0,7,7,0,31,21,10
108,私立,技專校院,1284,樹人醫護管理專科學校,09111016,口腔衛生學科,11,4,7,1,0,0,0,1,1,2,6,0,0,3,2,1,11,4,7
108,私立,技專校院,1284,樹人醫護管理專科學校,09131009,護理科,54,19,35,0,0,0,0,7,1,12,34,0,0,8,7,1,54,19,35
108,私立,技專校院,1284,樹人醫護管理專科學校,09141010,視光學科,28,23,5,0,0,0,0,3,0,20,5,0,0,3,3,0,28,23,5
108,私立,技專校院,1284,樹人醫護管理專科學校,09141012,醫學影像暨放射技術科,28,17,11,1,0,1,1,4,2,11,8,0,0,9,6,3,28,17,11
108,私立,技專校院,1284,樹人醫護管理專科學校,09151005,物理治療科,54,29,25,0,0,2,0,2,3,25,22,0,0,7,4,3,54,29,25
108,私立,技專校院,1284,樹人醫護管理專科學校,09152006,職能治療科,28,17,11,0,0,1,0,2,0,14,11,0,0,3,3,0,28,17,11
108,私立,技專校院,1284,樹人醫護管理專科學校,09221014,幼兒保育科,9,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,9,3,6
108,私立,技專校院,1284,樹人醫護管理專科學校,10121015,美容保健科,18,7,11,0,0,1,0,1,2,5,9,0,0,4,2,2,18,7,11
108,私立,技專校院,1284,樹人醫護管理專科學校,99999Z01,通識(教育)中心,92,46,46,0,0,0,0,8,2,38,44,0,0,10,8,2,92,46,46
108,私立,技專校院,1285,慈惠醫護管理專科學校,02112002,數位媒體創意設計科,11,6,5,0,0,0,0,0,0,6,5,0,0,0,0,0,11,6,5
108,私立,技專校院,1285,慈惠醫護管理專科學校,09131006,護理科,31,4,27,0,0,0,0,0,0,4,27,0,0,0,0,0,31,4,27
108,私立,技專校院,1285,慈惠醫護管理專科學校,09131012,護理助產科,5,1,4,0,0,0,0,0,0,1,4,0,0,0,0,0,5,1,4
108,私立,技專校院,1285,慈惠醫護管理專科學校,09151004,物理治療科,28,17,11,0,0,0,0,2,0,15,11,0,0,2,2,0,28,17,11
108,私立,技專校院,1285,慈惠醫護管理專科學校,09221007,幼兒保育科,19,5,14,0,0,0,0,0,0,5,14,0,0,0,0,0,19,5,14
108,私立,技專校院,1285,慈惠醫護管理專科學校,10121011,美容造型設計科,7,1,6,0,0,0,0,0,0,1,6,0,0,0,0,0,7,1,6
108,私立,技專校院,1285,慈惠醫護管理專科學校,10131008,餐飲管理科,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,10151009,觀光事業科,3,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1,2
108,私立,技專校院,1285,慈惠醫護管理專科學校,10152010,休閒事業管理科,23,18,5,0,0,0,0,0,0,18,5,0,0,0,0,0,23,18,5
108,私立,技專校院,1285,慈惠醫護管理專科學校,99999Z01,通識教育中心,53,38,15,0,0,0,0,0,0,38,15,0,0,0,0,0,53,38,15
108,私立,技專校院,1286,耕莘健康管理專科學校,02112001,數位媒體設計科,6,5,1,0,0,0,0,0,0,5,1,0,0,0,0,0,6,5,1
108,私立,技專校院,1286,耕莘健康管理專科學校,09111010,口腔衛生與健康照護科,10,4,6,0,0,0,0,0,0,4,6,0,0,0,0,0,10,4,6
108,私立,技專校院,1286,耕莘健康管理專科學校,09131003,護理科,226,78,148,0,1,2,1,18,7,58,139,0,0,29,20,9,226,78,148
108,私立,技專校院,1286,耕莘健康管理專科學校,09221004,嬰幼兒保育科,37,13,24,0,0,0,0,2,3,11,21,0,0,5,2,3,37,13,24
108,私立,技專校院,1286,耕莘健康管理專科學校,10121008,化妝品應用與管理科,33,11,22,0,0,1,1,3,2,7,19,0,0,7,4,3,33,11,22
108,私立,技專校院,1286,耕莘健康管理專科學校,10131006,健康餐旅科,17,13,4,0,0,0,0,2,0,11,4,0,0,2,2,0,17,13,4
108,私立,技專校院,1287,敏惠醫護管理專科學校,09111002,牙體技術科,13,9,4,0,0,0,0,1,0,8,4,0,0,1,1,0,13,9,4
108,私立,技專校院,1287,敏惠醫護管理專科學校,09131001,護理科,45,8,37,1,0,0,0,3,1,4,36,0,0,5,4,1,45,8,37
108,私立,技專校院,1287,敏惠醫護管理專科學校,09199005,長期照顧與健康促進管理科,10,5,5,0,0,0,0,2,1,3,4,0,0,3,2,1,10,5,5
108,私立,技專校院,1287,敏惠醫護管理專科學校,09221003,幼兒保育科,10,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,10,5,5
108,私立,技專校院,1287,敏惠醫護管理專科學校,10121004,美容保健科,16,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,16,8,8
108,私立,技專校院,1287,敏惠醫護管理專科學校,99999Z01,通識教育中心,51,33,18,0,0,0,0,10,6,23,12,0,0,16,10,6,51,33,18
108,私立,技專校院,1289,育英醫護管理專科學校,09131001,護理科,8,1,7,0,0,0,0,0,1,1,6,0,0,1,0,1,8,1,7
108,私立,技專校院,1289,育英醫護管理專科學校,09211002,老人服務事業管理科,14,4,10,0,0,0,0,2,1,2,9,0,0,3,2,1,14,4,10
108,私立,技專校院,1289,育英醫護管理專科學校,10121003,化妝品應用與管理科,12,2,10,0,0,0,0,1,0,1,10,0,0,1,1,0,12,2,10
108,私立,技專校院,1289,育英醫護管理專科學校,99999Z01,通識中心,29,10,19,1,0,2,0,1,4,6,15,0,0,8,4,4,29,10,19
108,私立,技專校院,1291,聖母醫護管理專科學校,06131004,資訊管理科,10,8,2,0,0,1,0,0,0,7,2,0,0,1,1,0,10,8,2
108,私立,技專校院,1291,聖母醫護管理專科學校,09131006,護理科,54,16,38,0,0,0,0,4,0,12,38,0,0,4,4,0,54,16,38
108,私立,技專校院,1291,聖母醫護管理專科學校,09221002,幼兒保育科,7,2,5,0,0,0,0,0,0,2,5,0,0,0,0,0,7,2,5
108,私立,技專校院,1291,聖母醫護管理專科學校,10121001,化妝品應用與管理科,10,3,7,0,0,0,0,1,1,2,6,0,0,2,1,1,10,3,7
108,私立,技專校院,1291,聖母醫護管理專科學校,10131005,餐旅管理科,8,5,3,0,0,0,0,2,0,3,3,0,0,2,2,0,8,5,3
108,私立,技專校院,1291,聖母醫護管理專科學校,99999Z01,通識教育中心,42,27,15,1,0,0,1,8,2,18,12,0,0,12,9,3,42,27,15
108,私立,技專校院,1292,新生醫護管理專科學校,02311002,應用英語科,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
108,私立,技專校院,1292,新生醫護管理專科學校,04133006,醫藥保健商務科,13,7,6,0,0,0,0,0,0,7,6,0,0,0,0,0,13,7,6
108,私立,技專校院,1292,新生醫護管理專科學校,04141004,國際商務科,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
108,私立,技專校院,1292,新生醫護管理專科學校,09111010,口腔衛生學科,6,3,3,0,0,0,0,2,0,1,3,0,0,2,2,0,6,3,3
108,私立,技專校院,1292,新生醫護管理專科學校,09131007,護理科,85,15,70,0,0,0,0,4,3,11,67,0,0,7,4,3,85,15,70
108,私立,技專校院,1292,新生醫護管理專科學校,09141009,視光學科,11,7,4,0,0,0,0,0,0,7,4,0,0,0,0,0,11,7,4
108,私立,技專校院,1292,新生醫護管理專科學校,09211008,長期照護科,9,1,8,0,0,0,0,0,0,1,8,0,0,0,0,0,9,1,8
108,私立,技專校院,1292,新生醫護管理專科學校,09221011,幼兒保育科,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
108,私立,技專校院,1292,新生醫護管理專科學校,10121013,美容造型科,8,2,6,0,0,0,0,1,0,1,6,0,0,1,1,0,8,2,6
108,私立,技專校院,1292,新生醫護管理專科學校,10152012,健康休閒管理科,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
108,私立,技專校院,1292,新生醫護管理專科學校,99999Z01,通識教育發展中心,99,56,43,0,0,1,0,11,8,44,35,0,0,20,12,8,99,56,43
108,私立,技專校院,1293,崇仁醫護管理專科學校,04191001,應用外語科,4,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,4,2,2
108,私立,技專校院,1293,崇仁醫護管理專科學校,09131002,護理科,35,11,24,0,0,1,0,1,2,9,22,0,0,4,2,2,35,11,24
108,私立,技專校院,1293,崇仁醫護管理專科學校,09211003,老人服務事業管理科,9,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,9,4,5
108,私立,技專校院,1293,崇仁醫護管理專科學校,10121005,美容保健科,10,4,6,0,0,0,0,0,0,4,6,0,0,0,0,0,10,4,6
108,私立,技專校院,1293,崇仁醫護管理專科學校,10131004,餐飲管理科,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
108,私立,技專校院,1293,崇仁醫護管理專科學校,99999Z01,通識教育中心,42,24,18,0,0,0,0,6,4,18,14,0,0,10,6,4,42,24,18
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,02211001,基督教神學研究所,2,2,0,1,0,0,0,1,0,0,0,0,0,2,2,0,2,2,0
108,私立,宗教研修學院,1R03,臺北基督學院,02299001,基督教博雅學系,42,18,24,0,0,2,1,4,4,12,19,0,0,11,6,5,42,18,24
108,私立,宗教研修學院,1R03,臺北基督學院,99999Z01,基督教博雅核心課程中心,10,6,4,0,0,0,0,2,2,4,2,0,0,4,2,2,10,6,4
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,02211001,一貫道學系,21,10,11,0,0,1,0,1,2,8,9,0,0,4,2,2,21,10,11
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,02211001,基督教研究所,7,0,7,0,3,0,0,0,4,0,0,0,0,7,0,7,7,0,7
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,02211002,神學研究所,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,0
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,02211001,神學研究所,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,0
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,02211002,基督教研究所,8,3,5,1,1,0,2,2,2,0,0,0,0,8,3,5,8,3,5
108,公立,一般大學,3002,臺北市立大學,01111001,教育學系,14,8,6,1,1,0,0,1,3,6,2,0,0,6,2,4,14,8,6
108,公立,一般大學,3002,臺北市立大學,01113029,特殊教育學系,5,0,5,0,0,0,0,0,4,0,1,0,0,4,0,4,5,0,5
108,公立,一般大學,3002,臺北市立大學,01114035,教育行政與評鑑研究所,5,4,1,2,0,1,0,1,1,0,0,0,0,5,4,1,5,4,1
108,公立,一般大學,3002,臺北市立大學,01116036,學習與媒材設計學系,12,8,4,2,0,2,0,0,0,4,4,0,0,4,4,0,12,8,4
