學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,兼任教師數-教師總數,兼任教師數-教師總數男,兼任教師數-教師總數女,兼任教師數-教授男,兼任教師數-教授女,兼任教師數-副教授男,兼任教師數-副教授女,兼任教師數-助理教授男,兼任教師數-助理教授女,兼任教師數-講師男,兼任教師數-講師女,兼任教師數-其他教師男,兼任教師數-其他教師女,兼任助理教授以上總人數,兼任助理教授以上總人數男,兼任助理教授以上總人數女,兼任講師以上總人數,兼任講師以上總人數男,兼任講師以上總人數女
108,公立,一般大學,3002,臺北市立大學,01121027,幼兒教育學系,16,3,13,0,0,0,0,1,5,2,8,0,0,6,1,5,16,3,13
108,公立,一般大學,3002,臺北市立大學,01131017,英語教學系,8,2,6,0,0,0,0,0,2,2,4,0,0,2,0,2,8,2,6
108,公立,一般大學,3002,臺北市立大學,01141025,體育學系,47,37,10,2,0,0,0,7,2,28,8,0,0,11,9,2,47,37,10
108,公立,一般大學,3002,臺北市立大學,01141026,運動教育研究所,3,3,0,1,0,1,0,1,0,0,0,0,0,3,3,0,3,3,0
108,公立,一般大學,3002,臺北市立大學,02111040,視覺藝術學系,17,8,9,0,0,1,0,3,4,4,5,0,0,8,4,4,17,8,9
108,公立,一般大學,3002,臺北市立大學,02151037,音樂學系,62,20,42,4,6,4,12,5,14,7,10,0,0,45,13,32,62,20,42
108,公立,一般大學,3002,臺北市立大學,02152039,舞蹈學系,25,7,18,0,0,0,2,1,2,6,14,0,0,5,1,4,25,7,18
108,公立,一般大學,3002,臺北市立大學,02221019,歷史與地理學系,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
108,公立,一般大學,3002,臺北市立大學,02322043,中國語文學系,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,2,0
108,公立,一般大學,3002,臺北市立大學,03131055,心理與諮商學系,13,4,9,0,0,1,2,2,3,1,4,0,0,8,3,5,13,4,9
108,公立,一般大學,3002,臺北市立大學,04134056,社會暨公共事務學系,12,10,2,3,0,4,0,3,2,0,0,0,0,12,10,2,12,10,2
108,公立,一般大學,3002,臺北市立大學,04199045,都會產業經營與行銷學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
108,公立,一般大學,3002,臺北市立大學,05211023,地球環境暨生物資源學系,8,7,1,1,0,1,1,5,0,0,0,0,0,8,7,1,8,7,1
108,公立,一般大學,3002,臺北市立大學,05399011,應用物理暨化學系,6,4,2,0,0,1,0,3,2,0,0,0,0,6,4,2,6,4,2
108,公立,一般大學,3002,臺北市立大學,05411012,數學系,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
108,公立,一般大學,3002,臺北市立大學,06131016,資訊科學系,2,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,2,0
108,公立,一般大學,3002,臺北市立大學,07313058,城市發展學系,8,4,4,0,1,0,0,2,2,2,1,0,0,5,2,3,8,4,4
108,公立,一般大學,3002,臺北市立大學,09191059,衛生福利學系,9,4,5,0,0,0,0,2,1,2,4,0,0,3,2,1,9,4,5
108,公立,一般大學,3002,臺北市立大學,10141046,運動藝術學系,8,6,2,0,0,0,0,2,1,4,1,0,0,3,2,1,8,6,2
108,公立,一般大學,3002,臺北市立大學,10141053,運動科學研究所,3,2,1,0,1,1,0,1,0,0,0,0,0,3,2,1,3,2,1
108,公立,一般大學,3002,臺北市立大學,10141054,競技運動訓練研究所,2,1,1,1,0,0,1,0,0,0,0,0,0,2,1,1,2,1,1
108,公立,一般大學,3002,臺北市立大學,10141060,球類運動學系,26,18,8,2,0,3,2,3,0,10,6,0,0,10,8,2,26,18,8
108,公立,一般大學,3002,臺北市立大學,10141062,陸上運動學系,10,8,2,1,0,0,0,0,0,7,2,0,0,1,1,0,10,8,2
108,公立,一般大學,3002,臺北市立大學,10141063,水上運動學系,4,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,4,1,3
108,公立,一般大學,3002,臺北市立大學,10141064,技擊運動學系,11,8,3,0,0,0,0,0,0,8,3,0,0,0,0,0,11,8,3
108,公立,一般大學,3002,臺北市立大學,10142052,運動健康科學系,12,8,4,0,0,0,0,3,2,5,2,0,0,5,3,2,12,8,4
108,公立,一般大學,3002,臺北市立大學,10152050,休閒運動管理學系,8,3,5,0,0,0,2,1,0,2,3,0,0,3,1,2,8,3,5
108,公立,一般大學,3002,臺北市立大學,99999Z01,通識教育中心,60,22,38,0,3,1,1,13,19,8,15,0,0,37,14,23,60,22,38
108,公立,一般大學,3002,臺北市立大學,99999Z05,師資培育及職涯發展中心,23,10,13,1,0,0,0,2,6,7,7,0,0,9,3,6,23,10,13
109,公立,一般大學,0001,國立政治大學,01199Y03,教育學院,7,3,4,2,1,1,1,0,1,0,1,0,0,6,3,3,7,3,4
109,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,4,3,1,1,0,0,0,2,1,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0001,國立政治大學,02221020,歷史學系,7,5,2,4,0,0,1,1,0,0,1,0,0,6,5,1,7,5,2
109,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,7,6,1,3,0,2,0,1,1,0,0,0,0,7,6,1,7,6,1
109,公立,一般大學,0001,國立政治大學,02222031,民族學系,9,7,2,2,0,3,0,1,2,1,0,0,0,8,6,2,9,7,2
109,公立,一般大學,0001,國立政治大學,02231022,哲學系,7,6,1,4,0,0,0,2,1,0,0,0,0,7,6,1,7,6,1
109,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,11,4,7,0,0,0,2,2,1,2,4,0,0,5,2,3,11,4,7
109,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,20,4,16,0,3,1,0,0,2,3,11,0,0,6,1,5,20,4,16
109,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,8,6,2,2,0,0,0,0,0,4,2,0,0,2,2,0,8,6,2
109,公立,一般大學,0001,國立政治大學,02311016,歐洲語文學系,6,2,4,0,0,0,1,1,1,1,2,0,0,3,1,2,6,2,4
109,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,7,4,3,1,0,0,1,1,1,2,1,0,0,4,2,2,7,4,3
109,公立,一般大學,0001,國立政治大學,02311087,東南亞語言與文化學士學位學程,3,2,1,0,0,1,0,0,0,1,1,0,0,1,1,0,3,2,1
109,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0001,國立政治大學,02322008,中國文學系,18,14,4,2,2,0,1,1,0,11,1,0,0,6,3,3,18,14,4
109,公立,一般大學,0001,國立政治大學,02323002,華語文教學碩士學位學程,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,1
109,公立,一般大學,0001,國立政治大學,03111024,經濟學系,11,11,0,10,0,1,0,0,0,0,0,0,0,11,11,0,11,11,0
109,公立,一般大學,0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0001,國立政治大學,03121026,政治學系,7,6,1,4,0,2,0,0,1,0,0,0,0,7,6,1,7,6,1
109,公立,一般大學,0001,國立政治大學,03122Y18,國際事務學院,19,15,4,10,2,3,1,2,1,0,0,0,0,19,15,4,19,15,4
109,公立,一般大學,0001,國立政治大學,03131032,心理學系,13,12,1,6,0,1,0,1,1,4,0,0,0,9,8,1,13,12,1
109,公立,一般大學,0001,國立政治大學,03141030,社會學系,4,1,3,0,2,1,0,0,1,0,0,0,0,4,1,3,4,1,3
109,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語博士學位學程,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0001,國立政治大學,03143043,地政學系,3,1,2,1,2,0,0,0,0,0,0,0,0,3,1,2,3,1,2
109,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,2,1,1,1,0,0,1,0,0,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0001,國立政治大學,03199Y20,社會科學學院,5,5,0,3,0,2,0,0,0,0,0,0,0,5,5,0,5,5,0
109,公立,一般大學,0001,國立政治大學,03213052,廣播電視學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0001,國立政治大學,03214051,新聞學系,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,2
109,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0001,國立政治大學,03299Y22,傳播學院,34,23,11,7,2,2,1,7,7,7,1,0,0,26,16,10,34,23,11
109,公立,一般大學,0001,國立政治大學,04111059,會計學系,21,16,5,8,2,6,2,1,1,1,0,0,0,20,15,5,21,16,5
109,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,8,4,4,4,2,0,1,0,1,0,0,0,0,8,4,4,8,4,4
109,公立,一般大學,0001,國立政治大學,04121068,金融學系,3,3,0,2,0,0,0,1,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0001,國立政治大學,04122070,財政學系,7,6,1,4,0,0,0,2,0,0,1,0,0,6,6,0,7,6,1
109,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,14,9,5,1,1,1,1,1,0,6,3,0,0,5,3,2,14,9,5
109,公立,一般大學,0001,國立政治大學,04131062,經營管理碩士學程,8,8,0,1,0,5,0,2,0,0,0,0,0,8,8,0,8,8,0
109,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,6,5,1,2,1,1,0,2,0,0,0,0,0,6,5,1,6,5,1
109,公立,一般大學,0001,國立政治大學,04131091,創新國際學院,3,3,0,0,0,1,0,2,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,4,3,1,1,0,1,0,1,1,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,7,4,3,3,0,1,1,0,1,0,1,0,0,6,4,2,7,4,3
109,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,5,4,1,2,0,1,0,1,1,0,0,0,0,5,4,1,5,4,1
109,公立,一般大學,0001,國立政治大學,04199Y27,商學院,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
109,公立,一般大學,0001,國立政治大學,04211073,法律學系,5,5,0,4,0,1,0,0,0,0,0,0,0,5,5,0,5,5,0
109,公立,一般大學,0001,國立政治大學,04299Y34,法學院,24,17,7,11,2,3,4,2,0,1,1,0,0,22,16,6,24,17,7
109,公立,一般大學,0001,國立政治大學,05199083,神經科學研究所,8,5,3,0,1,1,1,2,0,2,1,0,0,5,3,2,8,5,3
109,公立,一般大學,0001,國立政治大學,05331077,應用物理研究所,3,3,0,2,0,0,0,1,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0001,國立政治大學,05399Y37,理學院,3,3,0,0,0,1,0,1,0,1,0,0,0,2,2,0,3,3,0
109,公立,一般大學,0001,國立政治大學,05411078,應用數學系,13,11,2,7,0,1,0,3,2,0,0,0,0,13,11,2,13,11,2
109,公立,一般大學,0001,國立政治大學,05421079,統計學系,3,2,1,2,0,0,0,0,1,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,7,6,1,3,0,0,1,0,0,3,0,0,0,4,3,1,7,6,1
109,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,4,2,2,0,0,0,0,2,1,0,1,0,0,3,2,1,4,2,2
109,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,2,1,1,0,1,0,0,1,0,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0001,國立政治大學,99999Z05,師資培育中心,4,1,3,0,1,1,0,0,0,0,2,0,0,2,1,1,4,1,3
109,公立,一般大學,0001,國立政治大學,99999Z07,體育室,14,11,3,1,0,3,0,1,2,6,1,0,0,7,5,2,14,11,3
109,公立,一般大學,0001,國立政治大學,99999Z08,外文中心,14,6,8,0,0,0,0,2,2,4,6,0,0,4,2,2,14,6,8
109,公立,一般大學,0001,國立政治大學,99999Z99,國際關係研究中心,5,4,1,4,1,0,0,0,0,0,0,0,0,5,4,1,5,4,1
109,公立,一般大學,0001,國立政治大學,99999Z99,選舉研究中心,3,3,0,1,0,1,0,1,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0002,國立清華大學,01111112,竹師教育學院學士班,5,2,3,0,0,0,0,1,1,1,2,0,0,2,1,1,5,2,3
109,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,8,2,6,0,1,0,0,1,1,1,4,0,0,3,1,2,8,2,6
109,公立,一般大學,0002,國立清華大學,01115124,華德福教育碩士在職學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
109,公立,一般大學,0002,國立清華大學,01131084,教育與學習科技學系,19,13,6,1,1,1,0,5,0,6,5,0,0,8,7,1,19,13,6
109,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,01131105,英語教學系,5,2,3,0,0,0,0,0,1,2,2,0,0,1,0,1,5,2,3
109,公立,一般大學,0002,國立清華大學,01141127,運動科學系,11,8,3,2,0,0,0,0,0,6,3,0,0,2,2,0,11,8,3
109,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,25,16,9,2,1,1,0,2,4,11,4,0,0,10,5,5,25,16,9
109,公立,一般大學,0002,國立清華大學,02151096,音樂學系,55,14,41,1,1,3,6,8,19,2,15,0,0,38,12,26,55,14,41
109,公立,一般大學,0002,國立清華大學,02191113,藝術學院學士班,10,9,1,1,0,0,0,0,0,8,1,0,0,1,1,0,10,9,1
109,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,7,5,2,1,1,0,1,4,0,0,0,0,0,7,5,2,7,5,2
109,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,7,5,2,0,0,2,1,2,0,1,1,0,0,5,4,1,7,5,2
109,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,29,6,23,0,1,1,3,1,4,4,15,0,0,10,2,8,29,6,23
109,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,8,4,4,0,0,0,0,2,2,2,2,0,0,4,2,2,8,4,4
109,公立,一般大學,0002,國立清華大學,02322003,中國文學系,25,16,9,2,0,0,0,4,3,10,6,0,0,9,6,3,25,16,9
109,公立,一般大學,0002,國立清華大學,02323114,華文文學研究所,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0002,國立清華大學,03111011,經濟學系,10,8,2,1,0,1,0,1,0,5,2,0,0,3,3,0,10,8,2
109,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,16,8,8,0,0,1,2,1,4,6,2,0,0,8,2,6,16,8,8
109,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,14,9,5,2,0,2,0,2,5,3,0,0,0,11,6,5,14,9,5
109,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,9,7,2,6,0,0,0,0,1,1,1,0,0,7,6,1,9,7,2
109,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,4,2,2,0,1,0,0,0,1,2,0,0,0,2,0,2,4,2,2
109,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,6,5,1,0,0,1,0,3,1,1,0,0,0,5,4,1,6,5,1
109,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0002,國立清華大學,05311037,化學系,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0002,國立清華大學,05331038,物理學系,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0002,國立清華大學,05399040,先進光源科技碩士學位學程,2,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0002,國立清華大學,05411043,數學系,10,10,0,4,0,2,0,3,0,1,0,0,0,9,9,0,10,10,0
109,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,5,5,0,1,0,0,0,3,0,1,0,0,0,4,4,0,5,5,0
109,公立,一般大學,0002,國立清華大學,06131122,資訊安全研究所,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,3,3,0,2,0,0,0,1,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,4,3,1,2,0,1,1,0,0,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,5,4,1,1,1,2,0,1,0,0,0,0,0,5,4,1,5,4,1
109,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,8,8,0,3,0,3,0,2,0,0,0,0,0,8,8,0,8,8,0
109,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,3,3,0,0,0,1,0,2,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0002,國立清華大學,07191123,智慧製造跨院高階主管碩士在職學位學程,2,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0
109,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,5,3,2,2,0,0,1,1,1,0,0,0,0,5,3,2,5,3,2
109,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,07194066,工程與系統科學系,4,3,1,2,0,1,0,0,0,0,1,0,0,3,3,0,4,3,1
109,公立,一般大學,0002,國立清華大學,07194069,原子科學院,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0002,國立清華大學,09121073,醫學科學系,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2
109,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,2,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0002,國立清華大學,99999075,清華學院,9,8,1,3,0,0,0,4,1,1,0,0,0,8,7,1,9,8,1
109,公立,一般大學,0002,國立清華大學,99999075,清華學院學士班,3,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1,2
109,公立,一般大學,0002,國立清華大學,99999120,清華學院國際學士班,8,4,4,3,0,0,0,0,0,1,4,0,0,3,3,0,8,4,4
109,公立,一般大學,0002,國立清華大學,99999Z01,通識教育中心,69,45,24,8,1,2,3,20,13,15,7,0,0,47,30,17,69,45,24
109,公立,一般大學,0002,國立清華大學,99999Z05,師資培育中心,13,7,6,1,1,0,0,0,2,6,3,0,0,4,1,3,13,7,6
109,公立,一般大學,0002,國立清華大學,99999Z07,體育室,38,27,11,1,0,1,1,4,3,21,7,0,0,10,6,4,38,27,11
109,公立,一般大學,0002,國立清華大學,99999Z08,華語中心,8,1,7,0,0,0,1,0,0,1,6,0,0,1,0,1,8,1,7
109,公立,一般大學,0002,國立清華大學,99999Z08,語文中心,27,6,21,0,0,0,0,1,5,5,16,0,0,6,1,5,27,6,21
109,公立,一般大學,0003,國立臺灣大學,01131001,華語教學碩士學位學程,26,0,26,0,0,0,0,0,1,0,25,0,0,1,0,1,26,0,26
109,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,4,3,1,1,0,1,0,1,1,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,20,9,11,2,1,0,1,2,4,5,5,0,0,10,4,6,20,9,11
109,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,3,1,2,0,2,1,0,0,0,0,0,0,0,3,1,2,3,1,2
109,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,10,7,3,4,1,1,1,1,0,1,1,0,0,8,6,2,10,7,3
109,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,6,4,2,0,1,1,0,1,1,2,0,0,0,4,2,2,6,4,2
109,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,5,5,0,3,0,1,0,1,0,0,0,0,0,5,5,0,5,5,0
109,公立,一般大學,0003,國立臺灣大學,02299Y15,文學院,8,3,5,0,0,0,0,0,2,3,3,0,0,2,0,2,8,3,5
109,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,35,15,20,1,1,1,0,5,6,8,13,0,0,14,7,7,35,15,20
109,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,24,6,18,3,1,1,0,0,0,2,17,0,0,5,4,1,24,6,18
109,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,4,1,3,0,0,0,0,1,1,0,2,0,0,2,1,1,4,1,3
109,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,35,20,15,5,3,1,1,11,10,3,1,0,0,31,17,14,35,20,15
109,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,11,10,1,6,1,2,0,2,0,0,0,0,0,11,10,1,11,10,1
109,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,9,9,0,4,0,1,0,4,0,0,0,0,0,9,9,0,9,9,0
109,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,9,7,2,6,0,0,1,1,1,0,0,0,0,9,7,2,9,7,2
109,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,3,2,1,2,0,0,0,0,0,0,1,0,0,2,2,0,3,2,1
109,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,9,8,1,8,0,0,0,0,1,0,0,0,0,9,8,1,9,8,1
109,公立,一般大學,0003,國立臺灣大學,03199Y19,社會科學院,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,6,4,2,0,0,3,0,1,2,0,0,0,0,6,4,2,6,4,2
109,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,4,0,4,0,2,0,2,0,0,0,0,0,0,4,0,4,4,0,4
109,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,9,8,1,6,1,2,0,0,0,0,0,0,0,9,8,1,9,8,1
109,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,11,6,5,4,3,0,0,1,2,1,0,0,0,10,5,5,11,6,5
109,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,7,7,0,2,0,2,0,3,0,0,0,0,0,7,7,0,7,7,0
109,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,8,8,0,6,0,1,0,1,0,0,0,0,0,8,8,0,8,8,0
109,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,11,7,4,3,0,1,1,2,2,1,1,0,0,9,6,3,11,7,4
109,公立,一般大學,0003,國立臺灣大學,04134022,公共事務研究所,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,04199146,管理學院碩士在職專班,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,04199148,管理學院創業創新管理碩士在職專班,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,15,14,1,13,0,0,1,1,0,0,0,0,0,15,14,1,15,14,1
109,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,6,5,1,3,0,2,1,0,0,0,0,0,0,6,5,1,6,5,1
109,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,25,21,4,13,1,3,2,4,1,1,0,0,0,24,20,4,25,21,4
109,公立,一般大學,0003,國立臺灣大學,05121046,分子與細胞生物學研究所,6,4,2,3,2,0,0,1,0,0,0,0,0,6,4,2,6,4,2
