學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,兼任教師數-教師總數,兼任教師數-教師總數男,兼任教師數-教師總數女,兼任教師數-教授男,兼任教師數-教授女,兼任教師數-副教授男,兼任教師數-副教授女,兼任教師數-助理教授男,兼任教師數-助理教授女,兼任教師數-講師男,兼任教師數-講師女,兼任教師數-其他教師男,兼任教師數-其他教師女,兼任助理教授以上總人數,兼任助理教授以上總人數男,兼任助理教授以上總人數女,兼任講師以上總人數,兼任講師以上總人數男,兼任講師以上總人數女
109,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,30,21,9,6,3,5,2,10,4,0,0,0,0,30,21,9,30,21,9
109,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,9,5,4,4,3,1,1,0,0,0,0,0,0,9,5,4,9,5,4
109,公立,一般大學,0003,國立臺灣大學,05123050,生物化學暨分子生物學研究所,3,2,1,2,1,0,0,0,0,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,3,2,1,2,1,0,0,0,0,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0003,國立臺灣大學,05311051,化學系,9,7,2,6,1,0,0,1,1,0,0,0,0,9,7,2,9,7,2
109,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,9,8,1,5,0,3,0,0,1,0,0,0,0,9,8,1,9,8,1
109,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際博士學位學程,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,4,3,1,2,1,0,0,1,0,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,3,3,0,1,0,1,0,1,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,15,15,0,12,0,2,0,1,0,0,0,0,0,15,15,0,15,15,0
109,公立,一般大學,0003,國立臺灣大學,05331055,應用物理學研究所,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0003,國立臺灣大學,05411059,數學系,24,24,0,16,0,0,0,8,0,0,0,0,0,24,24,0,24,24,0
109,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,4,4,0,0,0,3,0,0,0,1,0,0,0,3,3,0,4,4,0
109,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,2,2,0,1,0,0,0,1,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0003,國立臺灣大學,06131158,資料科學碩士學位學程,3,2,1,2,1,0,0,0,0,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,07112154,分子科學與技術國際研究生博士學位學程,2,1,1,0,0,0,1,1,0,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,8,7,1,6,0,1,0,0,1,0,0,0,0,8,7,1,8,7,1
109,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,9,7,2,5,1,1,0,1,1,0,0,0,0,9,7,2,9,7,2
109,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,6,6,0,6,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0
109,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,5,5,0,3,0,0,0,2,0,0,0,0,0,5,5,0,5,5,0
109,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,3,3,0,1,0,2,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0003,國立臺灣大學,07151161,生物機電工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,3,3,0,1,0,0,0,2,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0003,國立臺灣大學,07193083,醫學工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,7,5,2,3,1,0,0,2,1,0,0,0,0,7,5,2,7,5,2
109,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,13,13,0,7,0,4,0,1,0,1,0,0,0,12,12,0,13,13,0
109,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,9,5,4,4,4,0,0,1,0,0,0,0,0,9,5,4,9,5,4
109,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,11,9,2,6,1,1,0,1,1,1,0,0,0,10,8,2,11,9,2
109,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,3,2,1,1,1,1,0,0,0,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,4,4,0,1,0,0,0,2,0,1,0,0,0,3,3,0,4,4,0
109,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0003,國立臺灣大學,08194095,植物醫學碩士學位學程,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,6,5,1,0,0,4,0,1,1,0,0,0,0,6,5,1,6,5,1
109,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0003,國立臺灣大學,08411105,臨床動物醫學研究所,3,2,1,1,0,0,0,0,1,1,0,0,0,2,1,1,3,2,1
109,公立,一般大學,0003,國立臺灣大學,08411106,分子暨比較病理生物學研究所,3,2,1,2,0,0,0,0,1,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0003,國立臺灣大學,09111137,牙醫學系,24,17,7,0,0,6,0,4,3,7,4,0,0,13,10,3,24,17,7
109,公立,一般大學,0003,國立臺灣大學,09111138,臨床牙醫學研究所,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0003,國立臺灣大學,09111139,口腔生物科學研究所,2,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0003,國立臺灣大學,09121048,微生物學研究所,3,2,1,1,0,1,1,0,0,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0003,國立臺灣大學,09121107,醫學系,518,416,102,55,6,76,20,154,30,131,46,0,0,341,285,56,518,416,102
109,公立,一般大學,0003,國立臺灣大學,09121108,臨床醫學研究所,4,3,1,0,0,2,1,1,0,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0003,國立臺灣大學,09121109,分子醫學研究所,8,5,3,5,3,0,0,0,0,0,0,0,0,8,5,3,8,5,3
109,公立,一般大學,0003,國立臺灣大學,09121110,免疫學研究所,6,4,2,4,2,0,0,0,0,0,0,0,0,6,4,2,6,4,2
109,公立,一般大學,0003,國立臺灣大學,09121111,生理學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,09121112,病理學研究所,5,5,0,1,0,0,0,3,0,1,0,0,0,4,4,0,5,5,0
109,公立,一般大學,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,09121118,腫瘤醫學研究所,10,9,1,3,0,1,0,4,1,1,0,0,0,9,8,1,10,9,1
109,公立,一般大學,0003,國立臺灣大學,09121120,基因體暨蛋白體醫學研究所,2,2,0,1,0,0,0,1,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,09121121,醫學教育暨生醫倫理研究所,5,4,1,0,0,1,0,2,0,1,1,0,0,3,3,0,5,4,1
109,公立,一般大學,0003,國立臺灣大學,09121130,藥理學研究所,2,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0003,國立臺灣大學,09121140,法醫學研究所,2,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,6,0,6,0,1,0,3,0,2,0,0,0,0,6,0,6,6,0,6
109,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,6,3,3,2,1,1,0,0,1,0,1,0,0,5,3,2,6,3,3
109,公立,一般大學,0003,國立臺灣大學,09141143,醫療器材與醫學影像研究所,4,3,1,3,0,0,0,0,1,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,9,2,7,0,0,1,4,1,1,0,2,0,0,7,2,5,9,2,7
109,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,4,1,3,0,0,0,1,0,0,1,2,0,0,1,0,1,4,1,3
109,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,13,6,7,4,2,1,1,0,3,1,1,0,0,11,5,6,13,6,7
109,公立,一般大學,0003,國立臺灣大學,09161131,臨床藥學研究所,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生碩士學位學程,4,3,1,0,0,0,1,3,0,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,10,4,6,1,2,1,1,2,3,0,0,0,0,10,4,6,10,4,6
109,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,6,4,2,3,1,1,1,0,0,0,0,0,0,6,4,2,6,4,2
109,公立,一般大學,0003,國立臺灣大學,09191128,健康行為與社區科學研究所,2,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0003,國立臺灣大學,09191162,環境與職業健康科學研究所,6,5,1,3,0,1,1,1,0,0,0,0,0,6,5,1,6,5,1
109,公立,一般大學,0003,國立臺灣大學,09191163,全球衛生碩士學位學程,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0003,國立臺灣大學,09199141,毒理學研究所,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,3,1,2,1,0,0,0,0,2,0,0,0,0,3,1,2,3,1,2
109,公立,一般大學,0003,國立臺灣大學,10152145,運動設施與健康管理碩士學位學程,3,2,1,0,1,1,0,1,0,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0003,國立臺灣大學,99999Z01,共同教育中心,50,35,15,9,2,11,1,7,9,8,3,0,0,39,27,12,50,35,15
109,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,11,9,2,4,1,2,0,3,1,0,0,0,0,11,9,2,11,9,2
109,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,14,7,7,0,3,3,1,3,2,1,1,0,0,12,6,6,14,7,7
109,公立,一般大學,0004,國立臺灣師範大學,01115006,科學教育研究所,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,10,5,5,1,1,1,0,1,1,2,3,0,0,5,3,2,10,5,5
109,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,10,4,6,1,2,0,1,1,2,2,1,0,0,7,2,5,10,4,6
109,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,9,2,7,0,4,1,1,1,2,0,0,0,0,9,2,7,9,2,7
109,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,9,1,8,1,1,0,2,0,3,0,2,0,0,7,1,6,9,1,8
109,公立,一般大學,0004,國立臺灣師範大學,01141010,工業教育學系,14,14,0,5,0,4,0,4,0,1,0,0,0,13,13,0,14,14,0
109,公立,一般大學,0004,國立臺灣師範大學,01141013,環境教育研究所,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,12,9,3,5,1,1,1,0,0,3,1,0,0,8,6,2,12,9,3
109,公立,一般大學,0004,國立臺灣師範大學,01199021,教育學院創造力發展碩士在職專班,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,8,7,1,1,0,0,1,3,0,3,0,0,0,5,4,1,8,7,1
109,公立,一般大學,0004,國立臺灣師範大學,01199Y03,教育學院,6,1,5,0,0,0,0,1,5,0,0,0,0,6,1,5,6,1,5
109,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,16,15,1,2,1,0,0,3,0,10,0,0,0,6,5,1,16,15,1
109,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,36,27,9,12,2,5,3,8,4,2,0,0,0,34,25,9,36,27,9
109,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,87,38,49,7,8,10,14,13,21,8,6,0,0,73,30,43,87,38,49
109,公立,一般大學,0004,國立臺灣師範大學,02151025,民族音樂研究所,6,4,2,2,0,1,0,1,2,0,0,0,0,6,4,2,6,4,2
109,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術研究所,15,8,7,0,0,2,0,3,5,3,2,0,0,10,5,5,15,8,7
109,公立,一般大學,0004,國立臺灣師範大學,02191026,藝術史研究所,3,2,1,0,0,1,1,1,0,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0004,國立臺灣師範大學,02199Y06,音樂學院,3,3,0,0,0,1,0,2,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0004,國立臺灣師範大學,02199Y09,藝術學院,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,8,6,2,4,2,2,0,0,0,0,0,0,0,8,6,2,8,6,2
109,公立,一般大學,0004,國立臺灣師範大學,02221036,臺灣史研究所,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0004,國立臺灣師範大學,02299045,歐洲文化與觀光研究所,3,2,1,0,0,1,0,1,1,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0004,國立臺灣師範大學,02299Y15,文學院,14,7,7,0,0,2,2,3,1,2,4,0,0,8,5,3,14,7,7
109,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,10,4,6,2,0,0,1,0,0,2,5,0,0,3,2,1,10,4,6
109,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,9,7,2,2,0,2,0,2,2,1,0,0,0,8,6,2,9,7,2
109,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,11,4,7,0,0,0,0,2,4,2,3,0,0,6,2,4,11,4,7
109,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,4,3,1,0,0,0,1,2,0,1,0,0,0,3,2,1,4,3,1
109,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,11,5,6,4,2,0,3,0,0,1,1,0,0,9,4,5,11,5,6
109,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,19,10,9,5,2,3,2,2,3,0,2,0,0,17,10,7,19,10,9
109,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,5,2,3,0,0,0,1,2,2,0,0,0,0,5,2,3,5,2,3
109,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,4,3,1,1,0,1,0,1,0,0,1,0,0,3,3,0,4,3,1
109,公立,一般大學,0004,國立臺灣師範大學,03199Y21,國際與社會科學學院,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0004,國立臺灣師範大學,03211048,大眾傳播研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,12,7,5,1,0,1,2,1,0,4,3,0,0,5,3,2,12,7,5
109,公立,一般大學,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,2,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,2,1,1
109,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,4,3,1,1,1,0,0,1,0,1,0,0,0,3,2,1,4,3,1
109,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0004,國立臺灣師範大學,04131055,管理學院高階經理人企業管理碩士在職專班,4,4,0,4,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0
109,公立,一般大學,0004,國立臺灣師範大學,04191054,國際人力資源發展研究所,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,10,9,1,2,0,3,1,4,0,0,0,0,0,10,9,1,10,9,1
109,公立,一般大學,0004,國立臺灣師範大學,05111057,生物多樣性國際研究生博士學位學程,35,31,4,11,2,13,1,7,1,0,0,0,0,35,31,4,35,31,4
109,公立,一般大學,0004,國立臺灣師範大學,05191083,營養科學學士學位學程,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,4,4,0,4,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0
109,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,3,2,1,2,0,0,1,0,0,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,15,14,1,8,0,1,0,5,1,0,0,0,0,15,14,1,15,14,1
109,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,4,4,0,4,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0
109,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,3,3,0,2,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0004,國立臺灣師範大學,07141080,光電工程研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,3,3,0,0,0,1,0,2,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0004,國立臺灣師範大學,07161081,車輛與能源工程學士學位學程,3,3,0,0,0,0,0,2,0,1,0,0,0,2,2,0,3,3,0
109,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,8,4,4,0,1,0,0,1,1,3,2,0,0,3,1,2,8,4,4
109,公立,一般大學,0004,國立臺灣師範大學,10152076,運動與休閒學院,4,4,0,1,0,2,0,1,0,0,0,0,0,4,4,0,4,4,0
109,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
109,公立,一般大學,0004,國立臺灣師範大學,99999078,管理學院國際時尚高階管理碩士在職專班,4,3,1,3,0,0,1,0,0,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0004,國立臺灣師範大學,99999Y43,師資培育學院,19,8,11,1,0,2,2,4,9,1,0,0,0,18,7,11,19,8,11
109,公立,一般大學,0004,國立臺灣師範大學,99999Z99,教務處,115,58,57,6,0,3,4,21,24,28,29,0,0,58,30,28,115,58,57
109,公立,一般大學,0005,國立成功大學,01111103,教育研究所,6,5,1,4,1,0,0,1,0,0,0,0,0,6,5,1,6,5,1
109,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,13,12,1,2,0,1,0,1,0,8,1,0,0,4,4,0,13,12,1
109,公立,一般大學,0005,國立成功大學,02191104,藝術研究所,3,1,2,1,0,0,1,0,1,0,0,0,0,3,1,2,3,1,2
109,公立,一般大學,0005,國立成功大學,02221110,歷史學系,12,8,4,6,3,1,1,1,0,0,0,0,0,12,8,4,12,8,4
109,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,4,3,1,0,0,2,1,1,0,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
109,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,14,8,6,4,0,2,0,1,1,1,5,0,0,8,7,1,14,8,6
109,公立,一般大學,0005,國立成功大學,02322107,中國文學系,9,7,2,7,2,0,0,0,0,0,0,0,0,9,7,2,9,7,2
109,公立,一般大學,0005,國立成功大學,03111114,經濟學系,3,3,0,2,0,0,0,1,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0005,國立成功大學,03131117,心理學系,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0005,國立成功大學,03131119,行為醫學研究所,4,2,2,0,1,0,0,2,1,0,0,0,0,4,2,2,4,2,2
109,公立,一般大學,0005,國立成功大學,04111120,會計學系,13,11,2,1,0,2,0,5,0,3,2,0,0,8,8,0,13,11,2
109,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0005,國立成功大學,04199Y31,管理學院,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0005,國立成功大學,04212001,法律學系,4,4,0,2,0,1,0,1,0,0,0,0,0,4,4,0,4,4,0
109,公立,一般大學,0005,國立成功大學,05111003,生命科學系,13,7,6,5,3,2,2,0,0,0,1,0,0,12,7,5,13,7,6
109,公立,一般大學,0005,國立成功大學,05111132,熱帶植物與微生物科學研究所,12,10,2,4,0,3,1,3,1,0,0,0,0,12,10,2,12,10,2
109,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,8,8,0,6,0,2,0,0,0,0,0,0,0,8,8,0,8,8,0
109,公立,一般大學,0005,國立成功大學,05122009,微生物及免疫學研究所,3,3,0,1,0,1,0,1,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,0005,國立成功大學,05123010,生物化學暨分子生物學研究所,5,4,1,3,1,0,0,1,0,0,0,0,0,5,4,1,5,4,1
109,公立,一般大學,0005,國立成功大學,05311017,化學系,5,5,0,4,0,1,0,0,0,0,0,0,0,5,5,0,5,5,0
109,公立,一般大學,0005,國立成功大學,05321019,地球科學系,9,9,0,5,0,3,0,1,0,0,0,0,0,9,9,0,9,9,0
109,公立,一般大學,0005,國立成功大學,05331021,物理學系,10,9,1,8,1,0,0,1,0,0,0,0,0,10,9,1,10,9,1
109,公立,一般大學,0005,國立成功大學,05331023,太空與電漿科學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,公立,一般大學,0005,國立成功大學,05399Y37,理學院,3,1,2,0,2,0,0,1,0,0,0,0,0,3,1,2,3,1,2
109,公立,一般大學,0005,國立成功大學,05411027,數學系,3,2,1,0,0,1,0,1,1,0,0,0,0,3,2,1,3,2,1
109,公立,一般大學,0005,國立成功大學,05421029,統計學系,4,4,0,3,0,0,0,1,0,0,0,0,0,4,4,0,4,4,0
109,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,7,6,1,4,1,1,0,1,0,0,0,0,0,7,6,1,7,6,1
109,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,6,5,1,4,0,1,1,0,0,0,0,0,0,6,5,1,6,5,1
109,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,8,7,1,5,1,1,0,1,0,0,0,0,0,8,7,1,8,7,1
109,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,4,3,1,3,1,0,0,0,0,0,0,0,0,4,3,1,4,3,1
109,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,23,21,2,7,0,3,0,11,2,0,0,0,0,23,21,2,23,21,2
109,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,28,27,1,18,0,6,1,3,0,0,0,0,0,28,27,1,28,27,1
109,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,10,9,1,7,1,1,0,1,0,0,0,0,0,10,9,1,10,9,1
109,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
109,公立,一般大學,0005,國立成功大學,07141071,工程科學系,25,24,1,14,1,7,0,3,0,0,0,0,0,25,24,1,25,24,1
109,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,16,16,0,14,0,1,0,1,0,0,0,0,0,16,16,0,16,16,0
109,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,13,13,0,4,0,5,0,4,0,0,0,0,0,13,13,0,13,13,0
109,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,5,5,0,4,0,1,0,0,0,0,0,0,0,5,5,0,5,5,0
109,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,13,11,2,6,1,1,0,4,1,0,0,0,0,13,11,2,13,11,2
109,公立,一般大學,0005,國立成功大學,07199Y40,工學院,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
