學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,兼任教師數-教師總數,兼任教師數-教師總數男,兼任教師數-教師總數女,兼任教師數-教授男,兼任教師數-教授女,兼任教師數-副教授男,兼任教師數-副教授女,兼任教師數-助理教授男,兼任教師數-助理教授女,兼任教師數-講師男,兼任教師數-講師女,兼任教師數-其他教師男,兼任教師數-其他教師女,兼任助理教授以上總人數,兼任助理教授以上總人數男,兼任助理教授以上總人數女,兼任講師以上總人數,兼任講師以上總人數男,兼任講師以上總人數女
109,私立,技專校院,1047,中臺科技大學,07121013,環境與安全衛生工程系,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0
109,私立,技專校院,1047,中臺科技大學,07211017,食品科技系,16,14,2,0,0,0,0,2,1,12,1,0,0,3,2,1,16,14,2
109,私立,技專校院,1047,中臺科技大學,09111033,牙體技術暨材料系,21,15,6,1,0,0,0,4,2,10,4,0,0,7,5,2,21,15,6
109,私立,技專校院,1047,中臺科技大學,09131020,護理系,41,16,25,2,0,3,1,5,1,6,23,0,0,12,10,2,41,16,25
109,私立,技專校院,1047,中臺科技大學,09141028,醫學檢驗生物技術系,6,4,2,0,0,0,0,3,1,1,1,0,0,4,3,1,6,4,2
109,私立,技專校院,1047,中臺科技大學,09141029,醫學影像暨放射科學系,18,14,4,1,0,1,0,8,1,4,3,0,0,11,10,1,18,14,4
109,私立,技專校院,1047,中臺科技大學,09141030,視光系,17,14,3,0,0,0,0,3,0,11,3,0,0,3,3,0,17,14,3
109,私立,技專校院,1047,中臺科技大學,09211034,老人照顧系,19,6,13,0,0,0,0,1,2,5,11,0,0,3,1,2,19,6,13
109,私立,技專校院,1047,中臺科技大學,09212024,長期照顧碩士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,私立,技專校院,1047,中臺科技大學,99999Z01,通識教育中心,15,8,7,2,0,0,0,5,3,1,4,0,0,10,7,3,15,8,7
109,私立,技專校院,1047,中臺科技大學,99999Z07,體育室,5,3,2,0,0,0,1,1,0,2,1,0,0,2,1,1,5,3,2
109,私立,技專校院,1047,中臺科技大學,99999Z08,語言中心,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
109,私立,一般大學,1048,亞洲大學,01121001,幼兒教育學系,5,3,2,2,0,0,0,1,1,0,1,0,0,4,3,1,5,3,2
109,私立,一般大學,1048,亞洲大學,02112006,視覺傳達設計學系,11,10,1,0,0,0,0,0,0,10,1,0,0,0,0,0,11,10,1
109,私立,一般大學,1048,亞洲大學,02112007,數位媒體設計學系,11,9,2,0,1,1,0,2,0,6,1,0,0,4,3,1,11,9,2
109,私立,一般大學,1048,亞洲大學,02122004,時尚設計學系,12,4,8,0,0,0,0,1,1,3,7,0,0,2,1,1,12,4,8
109,私立,一般大學,1048,亞洲大學,02123011,創意商品設計學系,13,10,3,0,0,0,0,1,1,9,2,0,0,2,1,1,13,10,3
109,私立,一般大學,1048,亞洲大學,02124012,室內設計學系,12,8,4,0,0,0,0,2,0,6,4,0,0,2,2,0,12,8,4
109,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,46,17,29,0,0,2,2,3,4,12,23,0,0,11,5,6,46,17,29
109,私立,一般大學,1048,亞洲大學,03131013,心理學系,7,5,2,4,1,0,0,1,1,0,0,0,0,7,5,2,7,5,2
109,私立,一般大學,1048,亞洲大學,03213014,資訊傳播學系,10,7,3,2,1,0,0,0,0,5,2,0,0,3,2,1,10,7,3
109,私立,一般大學,1048,亞洲大學,04111015,會計與資訊學系,11,5,6,1,0,0,1,3,4,1,1,0,0,9,4,5,11,5,6
109,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,5,4,1,0,1,1,0,3,0,0,0,0,0,5,4,1,5,4,1
109,私立,一般大學,1048,亞洲大學,04131017,經營管理學系,23,21,2,15,0,4,0,2,1,0,1,0,0,22,21,1,23,21,2
109,私立,一般大學,1048,亞洲大學,04212027,財經法律學系,29,26,3,3,0,2,1,6,1,15,1,0,0,13,11,2,29,26,3
109,私立,一般大學,1048,亞洲大學,05191053,食品營養與保健生技學系,28,21,7,15,3,0,1,5,0,1,3,0,0,24,20,4,28,21,7
109,私立,一般大學,1048,亞洲大學,06134033,行動商務與多媒體應用學系,2,2,0,1,0,0,0,1,0,0,0,0,0,2,2,0,2,2,0
109,私立,一般大學,1048,亞洲大學,06134037,資訊工程學系,17,16,1,11,0,2,0,3,1,0,0,0,0,17,16,1,17,16,1
109,私立,一般大學,1048,亞洲大學,07193029,生物資訊與醫學工程學系,20,18,2,14,0,1,2,2,0,1,0,0,0,19,17,2,20,18,2
109,私立,一般大學,1048,亞洲大學,08411045,學士後獸醫學系,31,22,9,14,0,4,2,3,7,1,0,0,0,30,21,9,31,22,9
109,私立,一般大學,1048,亞洲大學,09131046,護理學系,32,9,23,4,4,3,2,0,1,2,16,0,0,14,7,7,32,9,23
109,私立,一般大學,1048,亞洲大學,09131061,學士後護理學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,私立,一般大學,1048,亞洲大學,09141047,視光學系,11,8,3,2,0,1,2,3,1,2,0,0,0,9,6,3,11,8,3
109,私立,一般大學,1048,亞洲大學,09141060,醫學檢驗暨生物技術學系,40,35,5,23,0,6,2,5,3,1,0,0,0,39,34,5,40,35,5
109,私立,一般大學,1048,亞洲大學,09151056,物理治療學系,7,5,2,3,1,1,0,1,1,0,0,0,0,7,5,2,7,5,2
109,私立,一般大學,1048,亞洲大學,09152052,職能治療學系,11,10,1,2,0,2,0,5,1,1,0,0,0,10,9,1,11,10,1
109,私立,一般大學,1048,亞洲大學,09153051,聽力暨語言治療學系,30,14,16,7,0,4,0,3,14,0,2,0,0,28,14,14,30,14,16
109,私立,一般大學,1048,亞洲大學,09191021,健康產業管理學系,39,21,18,5,2,1,3,12,7,3,6,0,0,30,18,12,39,21,18
109,私立,一般大學,1048,亞洲大學,09231048,社會工作學系,19,9,10,3,0,1,1,1,2,4,7,0,0,8,5,3,19,9,10
109,私立,一般大學,1048,亞洲大學,10151049,休閒與遊憩管理學系,11,9,2,2,0,2,0,2,0,3,2,0,0,6,6,0,11,9,2
109,私立,一般大學,1048,亞洲大學,99999Z01,通識教育中心,50,33,17,2,0,3,0,16,10,12,7,0,0,31,21,10,50,33,17
109,私立,一般大學,1048,亞洲大學,99999Z07,體育室,31,20,11,0,0,3,2,2,3,15,6,0,0,10,5,5,31,20,11
109,私立,一般大學,1049,開南大學,02111058,電影與創意媒體學系,5,4,1,0,0,0,0,1,0,3,1,0,0,1,1,0,5,4,1
109,私立,一般大學,1049,開南大學,02122009,數位空間與商品設計學士學位學程,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0
109,私立,一般大學,1049,開南大學,02125044,形象與健康管理進修學士學位學程,16,9,7,0,0,0,0,1,1,8,6,0,0,2,1,1,16,9,7
109,私立,一般大學,1049,開南大學,02311006,應用英語學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,私立,一般大學,1049,開南大學,02311008,應用日語學系,9,4,5,2,0,1,0,1,2,0,3,0,0,6,4,2,9,4,5
109,私立,一般大學,1049,開南大學,02323004,應用華語學系,10,3,7,0,0,0,1,0,2,3,4,0,0,3,0,3,10,3,7
109,私立,一般大學,1049,開南大學,03213003,資訊傳播學系,3,3,0,0,0,1,0,1,0,1,0,0,0,2,2,0,3,3,0
109,私立,一般大學,1049,開南大學,04111014,會計學系,3,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,1
109,私立,一般大學,1049,開南大學,04131016,國際企業學系,8,3,5,0,0,2,0,0,0,1,5,0,0,2,2,0,8,3,5
109,私立,一般大學,1049,開南大學,04134012,公共事務管理學系,6,6,0,3,0,1,0,2,0,0,0,0,0,6,6,0,6,6,0
109,私立,一般大學,1049,開南大學,04211011,法律學系,14,11,3,3,2,2,1,2,0,4,0,0,0,10,7,3,14,11,3
109,私立,一般大學,1049,開南大學,05191037,保健營養學系,3,1,2,0,0,0,0,1,0,0,2,0,0,1,1,0,3,1,2
109,私立,一般大學,1049,開南大學,06121032,資訊管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
109,私立,一般大學,1049,開南大學,09191026,健康產業管理學系,5,2,3,0,0,0,0,0,2,2,1,0,0,2,0,2,5,2,3
109,私立,一般大學,1049,開南大學,09199038,養生與健康行銷學系,5,2,3,0,0,0,0,1,0,1,3,0,0,1,1,0,5,2,3
109,私立,一般大學,1049,開南大學,09199X06,健康照護管理學院,2,0,2,0,0,0,1,0,1,0,0,0,0,2,0,2,2,0,2
109,私立,一般大學,1049,開南大學,10131039,觀光與餐飲旅館學系,8,5,3,0,0,0,0,3,1,2,2,0,0,4,3,1,8,5,3
109,私立,一般大學,1049,開南大學,10151041,觀光運輸學院,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,私立,一般大學,1049,開南大學,10151041,觀光運輸學院碩士班,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,私立,一般大學,1049,開南大學,10411059,交通運輸學系,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
109,私立,一般大學,1049,開南大學,10411062,國際物流與運輸管理學系,7,7,0,0,0,5,0,1,0,1,0,0,0,6,6,0,7,7,0
109,私立,一般大學,1049,開南大學,10413046,空運管理學系,5,3,2,0,0,3,0,0,0,0,2,0,0,3,3,0,5,3,2
109,私立,一般大學,1049,開南大學,99999Z01,通識教育中心,19,12,7,0,0,2,0,6,3,4,4,0,0,11,8,3,19,12,7
109,私立,一般大學,1050,佛光大學,02123018,產品與媒體設計學系,11,10,1,0,0,0,0,4,0,6,1,0,0,4,4,0,11,10,1
109,私立,一般大學,1050,佛光大學,02211009,宗教學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
109,私立,一般大學,1050,佛光大學,02211010,佛教學系,4,2,2,1,1,1,1,0,0,0,0,0,0,4,2,2,4,2,2
109,私立,一般大學,1050,佛光大學,02221011,歷史學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,私立,一般大學,1050,佛光大學,02299015,文化資產與創意學系,3,3,0,0,0,1,0,1,0,1,0,0,0,2,2,0,3,3,0
109,私立,一般大學,1050,佛光大學,02311007,外國語文學系,3,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1,2
109,私立,一般大學,1050,佛光大學,02322006,中國文學與應用學系,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1
109,私立,一般大學,1050,佛光大學,03111020,應用經濟學系,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,2,0
109,私立,一般大學,1050,佛光大學,03131024,心理學系,5,4,1,1,0,0,0,0,0,3,1,0,0,1,1,0,5,4,1
109,私立,一般大學,1050,佛光大學,03141023,未來與樂活產業學系,8,5,3,0,0,0,0,5,0,0,3,0,0,5,5,0,8,5,3
109,私立,一般大學,1050,佛光大學,03141035,社會學暨社會工作學系,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2
109,私立,一般大學,1050,佛光大學,03211028,傳播學系,7,6,1,0,0,0,0,5,0,1,1,0,0,5,5,0,7,6,1
109,私立,一般大學,1050,佛光大學,04131030,管理學系,6,6,0,0,0,3,0,1,0,2,0,0,0,4,4,0,6,6,0
109,私立,一般大學,1050,佛光大學,04134025,公共事務學系,10,9,1,3,0,3,0,3,1,0,0,0,0,10,9,1,10,9,1
109,私立,一般大學,1050,佛光大學,06134032,資訊應用學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,私立,一般大學,1050,佛光大學,10131036,健康與創意蔬食產業學系,4,4,0,0,0,0,0,3,0,1,0,0,0,3,3,0,4,4,0
109,私立,一般大學,1050,佛光大學,99999Z01,通識教育委員會,34,23,11,0,0,5,0,8,5,10,6,0,0,18,13,5,34,23,11
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02112012,視覺傳達設計系,15,7,8,0,0,1,0,2,1,4,7,0,0,4,3,1,15,7,8
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02112013,多媒體動畫系,12,6,6,0,0,0,0,1,0,5,6,0,0,1,1,0,12,6,6
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02122010,時尚設計系,8,5,3,0,0,0,0,0,1,5,2,0,0,1,0,1,8,5,3
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02122046,漫畫學士學位學程,8,3,5,0,0,0,0,1,2,2,3,0,0,3,1,2,8,3,5
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02123014,商品設計系,17,12,5,0,0,0,0,4,0,8,5,0,0,4,4,0,17,12,5
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02124015,室內設計系,17,11,6,0,0,3,0,1,0,7,6,0,0,4,4,0,17,11,6
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02125042,服飾設計管理系,14,4,10,0,0,0,0,2,1,2,9,0,0,3,2,1,14,4,10
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02131001,美術系,39,20,19,0,0,0,0,4,1,16,18,0,0,5,4,1,39,20,19
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02151003,音樂系,114,38,76,2,0,0,4,13,32,23,40,0,0,51,15,36,114,38,76
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02151004,流行音樂學士學位學程,34,22,12,0,0,0,0,2,3,20,9,0,0,5,2,3,34,22,12
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02152005,舞蹈系,36,7,29,0,0,0,1,1,2,6,26,0,0,4,1,3,36,7,29
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02311009,應用英語系,27,9,18,0,0,0,0,2,0,7,18,0,0,2,2,0,27,9,18
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,04111018,會計資訊系,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,04121025,財務金融系,3,1,2,0,0,0,0,1,0,0,2,0,0,1,1,0,3,1,2
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,04131021,企業管理系,9,5,4,0,0,0,0,1,2,4,2,0,0,3,1,2,9,5,4
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,04141023,國際企業經營系,7,6,1,0,0,0,0,0,0,6,1,0,0,0,0,0,7,6,1
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,06131027,資訊管理系,14,11,3,0,0,0,0,1,0,10,3,0,0,1,1,0,14,11,3
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,09221029,幼兒保育系,16,4,12,0,0,0,0,1,2,3,10,0,0,3,1,2,16,4,12
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10111038,生活服務產業系,9,6,3,0,0,1,0,0,0,5,3,0,0,1,1,0,9,6,3
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10121044,美容造型設計系,22,7,15,0,0,0,0,3,2,4,13,0,0,5,3,2,22,7,15
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10131030,旅館管理系,14,7,7,0,0,0,1,1,1,6,5,0,0,3,1,2,14,7,7
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10131032,餐飲系,15,9,6,0,0,0,0,1,0,8,6,0,0,1,1,0,15,9,6
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10152033,運動休閒與健康管理系,20,15,5,0,0,0,0,6,3,9,2,0,0,9,6,3,20,15,5
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10152034,養生休閒管理學位學程,5,2,3,0,0,0,0,1,1,1,2,0,0,2,1,1,5,2,3
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,99999Z05,師資培育中心,3,1,2,0,0,1,0,0,0,0,2,0,0,1,1,0,3,1,2
109,私立,技專校院,1052,遠東科技大學,02112038,數位媒體設計系,4,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,4,3,1
109,私立,技專校院,1052,遠東科技大學,02122004,多媒體與遊戲發展管理系,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
109,私立,技專校院,1052,遠東科技大學,02123042,創新商品設計與創業管理系,3,3,0,0,0,0,0,1,0,2,0,0,0,1,1,0,3,3,0
109,私立,技專校院,1052,遠東科技大學,02151036,流行音樂產業管理系,18,13,5,1,0,0,0,1,1,11,4,0,0,3,2,1,18,13,5
109,私立,技專校院,1052,遠東科技大學,04131007,企業管理系,35,28,7,0,0,1,0,7,2,20,5,0,0,10,8,2,35,28,7
109,私立,技專校院,1052,遠東科技大學,04132011,行銷與流通管理系,6,4,2,0,0,0,0,2,0,2,2,0,0,2,2,0,6,4,2
109,私立,技專校院,1052,遠東科技大學,06121020,資訊工程系,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
109,私立,技專校院,1052,遠東科技大學,07132035,冷凍空調與能源系,4,4,0,0,0,0,0,1,0,3,0,0,0,1,1,0,4,4,0
109,私立,技專校院,1052,遠東科技大學,07141017,電機工程系,2,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0
109,私立,技專校院,1052,遠東科技大學,07151022,機械工程系,16,16,0,0,0,0,0,7,0,9,0,0,0,7,7,0,16,16,0
109,私立,技專校院,1052,遠東科技大學,07321041,營建工程系,7,6,1,0,0,3,0,0,0,3,1,0,0,3,3,0,7,6,1
109,私立,技專校院,1052,遠東科技大學,10121034,化妝品應用與管理系,6,2,4,0,0,0,0,0,1,2,3,0,0,1,0,1,6,2,4
109,私立,技專校院,1052,遠東科技大學,10131031,餐飲管理系,27,14,13,0,0,0,0,4,2,10,11,0,0,6,4,2,27,14,13
109,私立,技專校院,1052,遠東科技大學,10151032,旅遊事業管理系,20,17,3,0,0,1,0,2,1,14,2,0,0,4,3,1,20,17,3
109,私立,技專校院,1052,遠東科技大學,10152033,休閒運動管理系,6,4,2,0,0,0,0,1,0,3,2,0,0,1,1,0,6,4,2
109,私立,技專校院,1052,遠東科技大學,99999Z01,通識教育中心,12,9,3,0,0,0,0,0,0,9,3,0,0,0,0,0,12,9,3
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,02122044,茶陶文創學士學位學程,23,13,10,2,0,1,0,4,2,6,8,0,0,9,7,2,23,13,10
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,02311041,應用外語系,11,2,9,0,0,0,0,1,2,1,7,0,0,3,1,2,11,2,9
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,04131003,企業管理系,6,4,2,0,0,0,0,2,0,2,2,0,0,2,2,0,6,4,2
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,04133007,醫務管理系,17,13,4,1,0,0,0,9,1,3,3,0,0,11,10,1,17,13,4
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,06131012,資訊管理系,5,5,0,0,0,1,0,2,0,2,0,0,0,3,3,0,5,5,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,07121015,環境工程衛生系,14,10,4,0,0,1,1,5,2,4,1,0,0,9,6,3,14,10,4
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,07193016,生物醫學工程系,3,2,1,2,0,0,0,0,0,0,1,0,0,2,2,0,3,2,1
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,08112042,寵物保健學士學位學程,8,7,1,0,0,0,0,3,0,4,1,0,0,3,3,0,8,7,1
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09131022,護理系,26,5,21,0,0,1,0,1,2,3,19,0,0,4,2,2,26,5,21
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09141027,醫學檢驗生物技術系,9,7,2,0,0,1,0,2,2,4,0,0,0,5,3,2,9,7,2
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09141029,視光系,14,11,3,1,0,0,0,1,1,9,2,0,0,3,2,1,14,11,3
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09141030,醫學影像暨放射技術系,18,11,7,0,0,0,0,4,1,7,6,0,0,5,4,1,18,11,7
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09161034,生物科技暨製藥技術系,7,6,1,0,1,2,0,4,0,0,0,0,0,7,6,1,7,6,1
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09211035,高齡福祉事業管理學士學位學程,4,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,4,1,3
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,10131036,餐飲管理系,20,12,8,0,0,0,0,2,2,10,6,0,0,4,2,2,20,12,8
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,10152038,健康休閒管理系,16,8,8,0,0,1,0,0,0,7,8,0,0,1,1,0,16,8,8
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,99999Z01,通識(教育)中心,17,8,9,0,0,1,2,2,2,5,5,0,0,7,3,4,17,8,9
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,99999Z07,體育室,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
109,私立,技專校院,1054,景文科技大學,02112005,視覺傳達設計學系,10,9,1,1,0,1,0,4,1,3,0,0,0,7,6,1,10,9,1
109,私立,技專校院,1054,景文科技大學,02311001,應用外語系,7,1,6,0,0,0,0,1,2,0,4,0,0,3,1,2,7,1,6
109,私立,技專校院,1054,景文科技大學,04131007,企業管理(學)系,7,6,1,0,0,0,0,3,1,3,0,0,0,4,3,1,7,6,1
109,私立,技專校院,1054,景文科技大學,04132014,行銷與流通管理系,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
109,私立,技專校院,1054,景文科技大學,06131030,行動商務與多媒體應用系,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
109,私立,技專校院,1054,景文科技大學,07141017,資訊工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,私立,技專校院,1054,景文科技大學,07141018,電腦與通訊系,5,5,0,1,0,0,0,1,0,3,0,0,0,2,2,0,5,5,0
109,私立,技專校院,1054,景文科技大學,10131019,旅館管理系,11,5,6,0,0,0,0,1,0,4,6,0,0,1,1,0,11,5,6
109,私立,技專校院,1054,景文科技大學,10131020,餐飲管理學系,28,21,7,1,0,0,0,8,2,12,5,0,0,11,9,2,28,21,7
109,私立,技專校院,1054,景文科技大學,10141031,電競產業經營學士學位學程,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
109,私立,技專校院,1054,景文科技大學,10151023,旅遊管理系,8,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,8,5,3
109,私立,技專校院,1054,景文科技大學,99999Z01,通識(教育)中心,20,8,12,1,0,1,0,1,4,5,8,0,0,7,3,4,20,8,12
109,私立,技專校院,1055,中華醫事科技大學,04133002,醫務暨健康事業管理系,5,3,2,0,0,0,0,1,1,2,1,0,0,2,1,1,5,3,2
109,私立,技專校院,1055,中華醫事科技大學,05121005,生物醫學保健科,4,2,2,0,0,0,0,2,0,0,2,0,0,2,2,0,4,2,2
109,私立,技專校院,1055,中華醫事科技大學,05121006,生物醫學研究所,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
109,私立,技專校院,1055,中華醫事科技大學,05191017,食品營養系,29,10,19,0,0,2,2,3,3,5,14,0,0,10,5,5,29,10,19
109,私立,技專校院,1055,中華醫事科技大學,06131003,數位設計與資訊管理系,2,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1,1
109,私立,技專校院,1055,中華醫事科技大學,07121009,環境與安全衛生工程系,3,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3,1,2
109,私立,技專校院,1055,中華醫事科技大學,07199015,製藥工程系,6,6,0,1,0,0,0,1,0,4,0,0,0,2,2,0,6,6,0
109,私立,技專校院,1055,中華醫事科技大學,09131018,護理系,44,14,30,2,1,1,1,3,3,8,25,0,0,11,6,5,44,14,30
109,私立,技專校院,1055,中華醫事科技大學,09141021,醫學檢驗生物技術系,23,15,8,0,0,2,0,6,3,7,5,0,0,11,8,3,23,15,8
109,私立,技專校院,1055,中華醫事科技大學,09141022,視光系,35,33,2,0,0,1,0,12,0,20,2,0,0,13,13,0,35,33,2
109,私立,技專校院,1055,中華醫事科技大學,09153031,語言治療系,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
109,私立,技專校院,1055,中華醫事科技大學,09171016,調理保健技術系,9,6,3,1,0,0,0,1,0,4,3,0,0,2,2,0,9,6,3
109,私立,技專校院,1055,中華醫事科技大學,09191013,職業安全衛生系,12,10,2,0,0,0,0,6,0,4,2,0,0,6,6,0,12,10,2
109,私立,技專校院,1055,中華醫事科技大學,09199019,長期照顧經營管理系,7,2,5,0,0,0,0,0,1,2,4,0,0,1,0,1,7,2,5
109,私立,技專校院,1055,中華醫事科技大學,09221024,幼兒保育系,6,3,3,0,0,1,0,0,1,2,2,0,0,2,1,1,6,3,3
109,私立,技專校院,1055,中華醫事科技大學,10121027,化妝品應用與管理系,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
109,私立,技專校院,1055,中華醫事科技大學,10131025,餐旅管理系,7,5,2,0,0,1,0,0,0,4,2,0,0,1,1,0,7,5,2
109,私立,技專校院,1055,中華醫事科技大學,10199029,寵物照護與美容科,9,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,9,3,6
109,私立,技專校院,1055,中華醫事科技大學,10221032,消防安全學士學位學程,8,7,1,0,0,0,0,1,0,6,1,0,0,1,1,0,8,7,1
109,私立,技專校院,1055,中華醫事科技大學,99999Z01,通識中心,56,27,29,1,0,3,3,4,3,19,23,0,0,14,8,6,56,27,29
109,私立,技專校院,1056,東南科技大學,02111003,數位媒體設計系,8,5,3,0,0,0,0,0,1,5,2,0,0,1,0,1,8,5,3
109,私立,技專校院,1056,東南科技大學,02112041,數位遊戲設計系,3,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,1
109,私立,技專校院,1056,東南科技大學,02123004,創意產品設計系,7,7,0,0,0,1,0,0,0,6,0,0,0,1,1,0,7,7,0
109,私立,技專校院,1056,東南科技大學,02124005,室內設計系,18,11,7,0,0,0,0,1,1,10,6,0,0,2,1,1,18,11,7
109,私立,技專校院,1056,東南科技大學,02152001,表演藝術系,8,3,5,0,0,0,0,1,0,2,5,0,0,1,1,0,8,3,5
109,私立,技專校院,1056,東南科技大學,02311002,應用英語(文)系,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
