,學年度,設立別 ,學校類別,學校代碼,學校名稱,縣市別,校舍總樓地板面積,校地面積總計,可使用校地,校舍基地,露天運動場地,其他校地,無法使用校地
,103,私立,一般大學,1022,大同大學,臺北市,96593,62369,62369,8254,10000,44115,0
,103,私立,一般大學,1027,慈濟大學,花蓮縣,281059,577600,577600,82384,60258,434958,0
,103,私立,一般大學,1028,臺北醫學大學,臺北市,88700,73754,71464,27204,12170,32090,2290
,103,私立,一般大學,1029,中山醫學大學,臺中市,141418,110816,110779,24711,21678,64390,37
,103,私立,一般大學,1029,中山醫學大學,苗栗縣,0,418028,0,0,0,0,418028
,103,私立,一般大學,1033,長榮大學,臺南市,164831,269035,269035,31578,37046,200411,0
,103,私立,一般大學,1035,中國醫藥大學,臺中市,112410,31442,31442,9763,3114,18565,0
,103,私立,一般大學,1035,中國醫藥大學,雲林縣,16376,18723,18723,3043,2160,13520,0
,103,私立,一般大學,1039,玄奘大學,新竹市,88754,165321,165321,19104,17970,128247,0
,103,私立,一般大學,1048,亞洲大學,臺中市,135113,271977,271977,25301,18669,228007,0
,103,私立,一般大學,1049,開南大學,桃園縣,107606,160392,141347,21109,29898,90340,19045
,103,私立,一般大學,1050,佛光大學,宜蘭縣,114852,578249,255071,25792,10400,218879,323178
,103,私立,一般大學,1058,明道大學,彰化縣,87367,411278,411278,22757,59316,329205,0
,103,私立,一般大學,1059,康寧大學,臺南市,74309,191687,191687,13562,52162,125963,0
,103,私立,一般大學,1067,台灣首府大學,臺南市,99126,165287,109262,15360,10200,83702,56025
,103,私立,一般大學,1125,興國管理學院,臺南市,53314,223471,223471,13624,75000,134847,0
,103,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,55882,351053,351053,18012,47800,285241,0
,103,私立,一般大學,1195,馬偕醫學院,新北市,65251,191392,188895,20680,11726,156489,2497
,103,私立,一般大學,1196,法鼓文理學院,新北市,23035,50000,50000,24851,0,25149,0
,103,私立,一般大學,1R02,基督教台灣浸會神學院,臺北市,8313,24100,24100,13442,0,10658,0
,103,私立,一般大學,1R03,臺北基督學院,新北市,17442,38526,38526,7027,3925,27574,0
,103,私立,技專校院,1018,朝陽科技大學,臺中市,157428,664433,664433,23966,23854,616613,0
,103,私立,技專校院,1023,南臺科技大學,臺南市,216038,164594,164594,35368,21830,107396,0
,103,私立,技專校院,1024,崑山科技大學,臺南市,196668,163694,162801,31905,47686,83210,893
,103,私立,技專校院,1025,嘉南藥理大學,臺南市,258330,259607,259607,46670,33347,179590,0
,103,私立,技專校院,1026,樹德科技大學,高雄市,154695,376356,373184,27545,36020,309619,3172
,103,私立,技專校院,1030,龍華科技大學,桃園縣,91200,70855,70855,17027,4145,49683,0
,103,私立,技專校院,1031,輔英科技大學,高雄市,133545,172745,170564,29064,42759,98741,2181
,103,私立,技專校院,1032,明新科技大學,新竹縣,131458,232666,232666,43116,45270,144280,0
,103,私立,技專校院,1034,弘光科技大學,臺中市,130400,99114,99114,22573,18942,57599,0
,103,私立,技專校院,1036,健行科技大學,桃園縣,115585,48437,48437,17121,7180,24136,0
,103,私立,技專校院,1037,正修科技大學,高雄市,194762,89027,89027,40060,9026,39941,0
,103,私立,技專校院,1038,萬能科技大學,桃園縣,98446,90760,90760,16330,21300,53130,0
,103,私立,技專校院,1040,建國科技大學,彰化縣,98638,99833,99833,18839,14608,66386,0
,103,私立,技專校院,1041,明志科技大學,新北市,190304,619085,619085,38210,22479,558396,0
,103,私立,技專校院,1042,高苑科技大學,高雄市,145268,109917,109917,27610,28338,53969,0
,103,私立,技專校院,1043,大仁科技大學,屏東縣,117653,298689,298689,23927,31997,242765,0
,103,私立,技專校院,1044,聖約翰科技大學,新北市,102109,112393,112393,20990,23341,68062,0
,103,私立,技專校院,1045,嶺東科技大學,臺中市,111128,200154,200154,18772,18657,162725,0
,103,私立,技專校院,1046,中國科技大學,臺北市,63104,49394,49394,10571,3929,34894,0
,103,私立,技專校院,1046,中國科技大學,新竹縣,87062,141629,141629,11590,17162,112877,0
,103,私立,技專校院,1047,中臺科技大學,臺中市,132191,97888,97888,18695,10072,69121,0
,103,私立,技專校院,1051,台南應用科技大學,臺南市,154295,144365,144365,28813,31621,83931,0
,103,私立,技專校院,1052,遠東科技大學,臺南市,133662,123737,123737,26064,16620,81053,0
,103,私立,技專校院,1053,元培醫事科技大學,新竹市,79628,126024,81328,42609,14219,24500,44696
,103,私立,技專校院,1054,景文科技大學,新北市,83387,116191,116191,14494,25222,76475,0
,103,私立,技專校院,1055,中華醫事科技大學,臺南市,140806,92001,92001,20967,11325,59709,0
,103,私立,技專校院,1056,東南科技大學,新北市,92271,109569,109569,14535,10446,84588,0
,103,私立,技專校院,1057,德明財經科技大學,臺北市,69940,60832,60832,37842,11855,11135,0
,103,私立,技專校院,1060,南開科技大學,南投縣,85825,92030,92030,15832,15135,61063,0
,103,私立,技專校院,1061,中華科技大學,臺北市,69052,54147,54147,21529,5600,27018,0
,103,私立,技專校院,1061,中華科技大學,新竹縣,16066,87770,21489,16066,4423,1000,66281
,103,私立,技專校院,1061,中華科技大學,雲林縣,8635,114564,114564,72002,200,42362,0
,103,私立,技專校院,1062,僑光科技大學,臺中市,110437,55759,55759,14966,7959,32834,0
,103,私立,技專校院,1063,育達科技大學,新北市,0,79034,0,0,0,0,79034
,103,私立,技專校院,1063,育達科技大學,臺北市,3635,0,0,0,0,0,0
,103,私立,技專校院,1063,育達科技大學,苗栗縣,99312,119651,119651,47627,21428,50596,0
,103,私立,技專校院,1064,美和科技大學,屏東縣,96996,50574,50574,15248,4951,30375,0
,103,私立,技專校院,1065,吳鳳科技大學,嘉義縣,139351,132856,132856,25889,28320,78647,0
,103,私立,技專校院,1066,環球科技大學,雲林縣,126348,451742,451742,30537,50165,371040,0
,103,私立,技專校院,1068,中州科技大學,彰化縣,73025,59627,59627,13917,4348,41362,0
,103,私立,技專校院,1069,修平科技大學,臺中市,81172,96463,96463,17433,12372,66658,0
,103,私立,技專校院,1070,長庚科技大學,桃園縣,199199,139046,139046,30826,20886,87334,0
,103,私立,技專校院,1070,長庚科技大學,嘉義縣,133639,156216,156216,21863,12415,121938,0
,103,私立,技專校院,1071,臺北城市科技大學,臺北市,119770,86984,86984,22227,9833,54924,0
,103,私立,技專校院,1072,大華科技大學,新竹縣,73503,148856,103353,18451,7113,77789,45503
,103,私立,技專校院,1073,醒吾科技大學,新北市,62311,55688,55688,14737,16500,24451,0
,103,私立,技專校院,1074,南榮科技大學,臺南市,89910,72144,72144,19133,10254,42757,0
,103,私立,技專校院,1075,文藻外語大學,高雄市,91925,56831,56831,20687,28240,7904,0
,103,私立,技專校院,1076,華夏科技大學,新北市,56165,59646,59646,10634,1457,47555,0
,103,私立,技專校院,1148,大漢技術學院,花蓮縣,62319,189052,189052,20644,73443,94965,0
,103,私立,技專校院,1150,慈濟技術學院,花蓮縣,109779,187928,187928,16670,16992,154266,0
,103,私立,技專校院,1159,和春技術學院,高雄市,147076,112497,112497,33297,19674,59526,0
,103,私立,技專校院,1164,致理技術學院,新北市,79687,53021,53021,9785,23030,20206,0
,103,私立,技專校院,1166,亞東技術學院,新北市,105979,50215,40599,9956,5169,25474,9616
,103,私立,技專校院,1168,桃園創新技術學院,桃園縣,95321,50274,50274,13577,14120,22577,0
,103,私立,技專校院,1179,德霖技術學院,新北市,83111,122807,119591,19089,13206,87296,3216
,103,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,85802,82796,76922,18780,14420,43722,5874
,103,私立,技專校院,1183,黎明技術學院,新北市,58231,74341,74341,50525,11192,12624,0
,103,私立,技專校院,1184,東方設計學院,高雄市,85569,90144,90144,15342,22582,52220,0
,103,私立,技專校院,1185,經國管理暨健康學院,基隆市,44099,121675,121675,8712,12000,100963,0
,103,私立,技專校院,1187,崇右技術學院,新北市,0,361125,0,0,0,0,361125
,103,私立,技專校院,1187,崇右技術學院,基隆市,39450,50129,50129,37095,12100,934,0
,103,私立,技專校院,1188,大同技術學院,嘉義縣,23998,98179,98179,4787,47401,45991,0
,103,私立,技專校院,1188,大同技術學院,嘉義市,36371,24002,24002,7125,1980,14897,0
,103,私立,技專校院,1189,亞太創意技術學院,苗栗縣,58263,128063,45049,13895,24542,6612,83014
,103,私立,技專校院,1192,臺灣觀光學院,花蓮縣,39488,140340,140340,8382,24651,107307,0
,103,私立,技專校院,1197,台北海洋技術學院,新北市,62141,41071,41071,10483,1296,29292,0
,103,私立,技專校院,1197,台北海洋技術學院,臺北市,25389,34264,34264,8775,6608,18881,0
,103,私立,技專校院,1281,康寧醫護暨管理專科學校,臺北市,40351,73581,21176,6395,770,14011,52405
,103,私立,技專校院,1282,馬偕醫護管理專科學校,新北市,44190,122732,85648,7523,4349,73776,37084
,103,私立,技專校院,1282,馬偕醫護管理專科學校,臺北市,27141,14547,14544,5200,814,8530,3
,103,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,72598,60786,60786,15409,7671,37706,0
,103,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,84063,148436,148436,14532,24034,109870,0
,103,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,60062,195875,195875,11670,35881,148324,0
,103,私立,技專校院,1286,耕莘健康管理專科學校,新北市,35256,19875,19875,4908,3211,11756,0
,103,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,39409,94618,94618,12778,17645,64195,0
,103,私立,技專校院,1286,耕莘健康管理專科學校,基隆市,0,53630,0,0,0,0,53630
,103,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,34396,122972,110347,29661,3327,77359,12625
,103,私立,技專校院,1288,高美醫護管理專科學校,高雄市,13589,39584,39584,28034,9141,2409,0
,103,私立,技專校院,1289,育英醫護管理專科學校,高雄市,15994,74415,74415,3490,6359,64566,0
,103,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義縣,34297,98000,98000,5868,5720,86412,0
,103,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義市,15435,23215,23215,3022,4712,15481,0
,103,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,37230,41772,41772,9220,3241,29311,0
,103,私立,技專校院,1292,新生醫護管理專科學校,桃園縣,86988,113550,113550,24215,7780,81555,0
,104,公立,一般大學,1,國立政治大學,臺北市,424938,1093268,1074076,89646,70032,914398,19192
,104,公立,一般大學,2,國立清華大學,臺北市,2149,1983,1983,1176,0,807,0
,104,公立,一般大學,2,國立清華大學,宜蘭縣,0,221565,221565,0,0,221565,0
,104,公立,一般大學,2,國立清華大學,新竹縣,0,101134,0,0,0,0,101134
,104,公立,一般大學,2,國立清華大學,新竹市,507226,950364,950364,119040,32300,799024,0
,104,公立,一般大學,3,國立臺灣大學,臺北市,1237855,1368270,1368270,462577,25429,880264,0
,104,公立,一般大學,4,國立臺灣師範大學,新北市,91937,304318,304318,25841,38552,239925,0
,104,公立,一般大學,4,國立臺灣師範大學,臺北市,347030,223645,223645,113106,55314,55225,0
,104,公立,一般大學,5,國立成功大學,臺南市,853528,1856477,1856477,238668,45345,1572464,0
,104,公立,一般大學,6,國立中興大學,臺中市,532634,532850,532850,106771,30909,395170,0
,104,公立,一般大學,7,國立交通大學,臺北市,3477,1793,1793,1172,0,621,0
,104,公立,一般大學,7,國立交通大學,臺南市,20008,81991,81991,3752,550,77689,0
,104,公立,一般大學,7,國立交通大學,新竹縣,10338,25001,25001,3477,0,21524,0
,104,公立,一般大學,7,國立交通大學,新竹市,506977,770103,770103,101814,97928,570361,0
,104,公立,一般大學,8,國立中央大學,桃園市,410753,614853,614853,100814,22143,491896,0
,104,公立,一般大學,8,國立中央大學,南投縣,496,930,930,195,0,735,0
,104,公立,一般大學,8,國立中央大學,嘉義縣,165,949,949,134,0,815,0
,104,公立,一般大學,9,國立中山大學,高雄市,334579,734097,289469,64530,70000,154939,444628
,104,公立,一般大學,12,國立臺灣海洋大學,基隆市,206364,329858,243436,53387,15383,174666,86422
,104,公立,一般大學,13,國立中正大學,臺北市,373,33,33,33,0,0,0
,104,公立,一般大學,13,國立中正大學,嘉義縣,470436,1305956,1305956,116126,12738,1177092,0
,104,公立,一般大學,13,國立中正大學,嘉義市,2352,1300,1300,618,0,682,0
,104,公立,一般大學,14,國立高雄師範大學,高雄市,230845,646564,646564,111723,19197,515644,0
,104,公立,一般大學,15,國立彰化師範大學,臺中市,577,288,288,288,0,0,0
,104,公立,一般大學,15,國立彰化師範大學,彰化縣,216197,516254,516254,45863,21281,449110,0
,104,公立,一般大學,16,國立陽明大學,臺北市,190908,499664,499664,45301,28740,425623,0
,104,公立,一般大學,17,國立臺北大學,新北市,220359,545284,545284,28940,23158,493186,0
,104,公立,一般大學,17,國立臺北大學,臺北市,70287,46274,46219,12843,4074,29302,55
,104,公立,一般大學,18,國立嘉義大學,嘉義縣,101973,203412,203412,25006,32900,145506,0
,104,公立,一般大學,18,國立嘉義大學,嘉義市,286666,1472454,1367828,69905,77305,1220618,104626
,104,公立,一般大學,19,國立高雄大學,高雄市,206470,825197,825197,60153,30500,734544,0
,104,公立,一般大學,20,國立東華大學,新北市,165,32,32,32,0,0,0
,104,公立,一般大學,20,國立東華大學,花蓮縣,404316,2469616,2469616,367274,77725,2024617,0
,104,公立,一般大學,21,國立暨南國際大學,南投縣,212364,1484596,1484596,61509,53400,1369687,0
,104,公立,一般大學,28,國立臺北藝術大學,臺北市,116146,370501,128966,40189,15136,73641,241535
,104,公立,一般大學,29,國立臺灣藝術大學,新北市,71073,97459,78959,19703,10350,48906,18500
,104,公立,一般大學,30,國立臺東大學,臺東縣,209464,692977,627363,61330,27300,538733,65614
,104,公立,一般大學,31,國立宜蘭大學,宜蘭縣,178755,306487,306487,43885,4977,257625,0
,104,公立,一般大學,32,國立聯合大學,苗栗縣,211135,769619,769619,46328,21766,701525,0
,104,公立,一般大學,35,國立臺南藝術大學,臺南市,97732,575457,325457,35337,10144,279976,250000
,104,公立,一般大學,36,國立臺南大學,臺南市,102866,118089,118089,38304,13788,65997,0
,104,公立,一般大學,37,國立臺北教育大學,臺北市,97330,81198,80787,23174,12666,44947,411
,104,公立,一般大學,38,國立新竹教育大學,新竹市,95276,82297,82297,17167,15813,49317,0
,104,公立,一般大學,39,國立臺中教育大學,臺中市,123188,99991,99991,29315,16083,54593,0
,104,公立,一般大學,44,國立體育大學,桃園市,139142,617319,605397,47862,92057,465478,11922
,104,公立,一般大學,48,國立金門大學,金門縣,82973,205415,205415,21870,4517,179028,0
,104,公立,一般大學,49,國立臺灣體育運動大學,臺中市,81087,158405,158405,31104,86711,40590,0
,104,公立,一般大學,49,國立臺灣體育運動大學,嘉義縣,39912,126318,126318,17815,28794,79709,0
,104,公立,一般大學,52,國立屏東大學,屏東縣,232400,513788,425448,55503,59743,310202,88340
,104,公立,一般大學,3002,臺北市立大學,臺北市,233918,102494,102494,34181,6635,61678,0
,104,公立,技專校院,22,國立臺灣科技大學,新北市,227,56693,53858,101,0,53757,2835
,104,公立,技專校院,22,國立臺灣科技大學,臺北市,218226,120264,97672,30644,14261,52767,22592
,104,公立,技專校院,22,國立臺灣科技大學,基隆市,0,98959,98959,0,0,98959,0
,104,公立,技專校院,22,國立臺灣科技大學,新竹市,0,19536,19536,0,0,19536,0
,104,公立,技專校院,23,國立雲林科技大學,雲林縣,266564,581447,581447,79396,58002,444049,0
,104,公立,技專校院,24,國立屏東科技大學,臺北市,135,51,51,51,0,0,0
,104,公立,技專校院,24,國立屏東科技大學,屏東縣,317188,5668206,2638069,134999,48219,2454851,3030137
,104,公立,技專校院,24,國立屏東科技大學,臺東縣,181,5760622,181,181,0,0,5760441
,104,公立,技專校院,25,國立臺北科技大學,新北市,750,1574018,51250,0,0,51250,1522768
,104,公立,技專校院,25,國立臺北科技大學,臺北市,216395,96518,96518,30095,11744,54679,0
,104,公立,技專校院,25,國立臺北科技大學,桃園市,0,1767,1767,0,0,1767,0
,104,公立,技專校院,25,國立臺北科技大學,基隆市,0,309146,0,0,0,0,309146
,104,公立,技專校院,26,國立高雄第一科技大學,高雄市,209438,734409,734409,50967,36134,647308,0
,104,公立,技專校院,27,國立高雄應用科技大學,高雄市,222519,1195291,274755,50119,23070,201566,920536
,104,公立,技專校院,33,國立虎尾科技大學,雲林縣,189076,372763,372763,57019,37290,278454,0
,104,公立,技專校院,34,國立高雄海洋科技大學,高雄市,169230,231980,231980,54306,37229,140445,0
,104,公立,技專校院,42,國立澎湖科技大學,澎湖縣,100106,457979,457979,20794,16552,420633,0
,104,公立,技專校院,43,國立勤益科技大學,臺中市,151629,327477,301705,26708,15276,259721,25772
,104,公立,技專校院,46,國立臺北護理健康大學,臺北市,74997,82828,82828,20582,15399,46847,0
,104,公立,技專校院,47,國立高雄餐旅大學,高雄市,75579,150044,150044,18402,8578,123064,0
,104,公立,技專校院,50,國立臺中科技大學,臺中市,169793,146295,145649,22552,11928,111169,646
,104,公立,技專校院,51,國立臺北商業大學,臺北市,63866,19955,19955,7839,2369,9747,0
,104,公立,技專校院,51,國立臺北商業大學,桃園市,37276,49451,49451,7053,7874,34524,0
,104,公立,技專校院,144,國立臺灣戲曲學院,臺北市,62416,49959,47807,15556,2271,29980,2152
,104,公立,技專校院,221,國立臺南護理專科學校,臺南市,48837,16897,16897,6779,0,10118,0
,104,公立,技專校院,222,國立臺東專科學校,臺東縣,92550,256088,256088,32880,92346,130862,0
,104,私立,一般大學,1001,東海大學,臺中市,324112,1356529,1356529,110260,72377,1173892,0
,104,私立,一般大學,1002,輔仁大學,新北市,331913,343456,343456,71488,45120,226848,0
,104,私立,一般大學,1003,東吳大學,臺北市,159429,158154,114424,24654,16155,73615,43730
,104,私立,一般大學,1004,中原大學,桃園市,283136,349263,349263,56054,49725,243484,0
,104,私立,一般大學,1005,淡江大學,新北市,215961,217126,217126,32723,28158,156245,0
,104,私立,一般大學,1005,淡江大學,臺北市,13633,3249,3249,3239,0,10,0
,104,私立,一般大學,1005,淡江大學,宜蘭縣,48220,404553,404553,10402,19392,374759,0
,104,私立,一般大學,1006,中國文化大學,新北市,0,918310,918310,0,0,918310,0
,104,私立,一般大學,1006,中國文化大學,臺北市,233038,234639,234639,113005,4376,117258,0
,104,私立,一般大學,1007,逢甲大學,臺中市,324644,213548,213548,45287,35496,132765,0
,104,私立,一般大學,1008,靜宜大學,臺中市,199003,302871,302871,41433,50000,211438,0
,104,私立,一般大學,1009,長庚大學,桃園市,410500,371309,371309,61751,42229,267329,0
,104,私立,一般大學,1010,元智大學,桃園市,200324,239100,239100,29283,18670,191147,0
,104,私立,一般大學,1011,中華大學,新竹市,125025,189283,189283,28774,40800,119709,0
,104,私立,一般大學,1012,大葉大學,彰化縣,207476,299732,299732,32643,27334,239755,0
,104,私立,一般大學,1013,華梵大學,新北市,60019,306760,300296,126506,10525,163265,6464
,104,私立,一般大學,1014,義守大學,高雄市,470010,289033,289033,54674,43708,190651,0
,104,私立,一般大學,1015,世新大學,新北市,16529,200734,200734,4235,0,196499,0
,104,私立,一般大學,1015,世新大學,臺北市,76338,77626,77626,14426,8948,54252,0
,104,私立,一般大學,1016,銘傳大學,新北市,3101,0,0,0,0,0,0
,104,私立,一般大學,1016,銘傳大學,臺北市,65077,42315,42315,14083,8262,19970,0
,104,私立,一般大學,1016,銘傳大學,桃園市,139078,188464,188464,19036,15062,154366,0
,104,私立,一般大學,1016,銘傳大學,金門縣,7427,300000,150000,3843,0,146157,150000
,104,私立,一般大學,1017,實踐大學,臺北市,111309,395322,47171,16073,2000,29098,348151
,104,私立,一般大學,1017,實踐大學,高雄市,67685,154304,154304,19553,2025,132726,0
,104,私立,一般大學,1019,高雄醫學大學,高雄市,163638,100856,100856,28910,17700,54246,0
,104,私立,一般大學,1019,高雄醫學大學,屏東縣,0,17711,0,0,0,0,17711
,104,私立,一般大學,1020,南華大學,嘉義縣,119405,629214,629214,19248,21540,588426,0
,104,私立,一般大學,1021,真理大學,新北市,81058,85698,85698,19253,36913,29532,0
,104,私立,一般大學,1021,真理大學,臺南市,87163,227831,227831,19262,17643,190926,0
,104,私立,一般大學,1021,真理大學,高雄市,390,37,37,37,0,0,0
,104,私立,一般大學,1022,大同大學,臺北市,96593,57895,57895,8254,14240,35401,0
,104,私立,一般大學,1027,慈濟大學,花蓮縣,287045,565219,565219,82380,60258,422581,0
,104,私立,一般大學,1028,臺北醫學大學,臺北市,93342,73754,71464,27204,12170,32090,2290
,104,私立,一般大學,1029,中山醫學大學,臺中市,141418,110816,110779,24711,21678,64390,37
,104,私立,一般大學,1029,中山醫學大學,苗栗縣,0,418028,0,0,0,0,418028
,104,私立,一般大學,1033,長榮大學,臺南市,163749,273715,273715,31578,37046,205091,0
,104,私立,一般大學,1035,中國醫藥大學,臺中市,112410,31442,31442,9763,3114,18565,0
,104,私立,一般大學,1035,中國醫藥大學,雲林縣,16376,18723,18723,3043,2160,13520,0
,104,私立,一般大學,1039,玄奘大學,新竹市,96168,165321,165321,20409,17970,126942,0
,104,私立,一般大學,1048,亞洲大學,臺中市,135113,271977,271977,25301,18669,228007,0
,104,私立,一般大學,1049,開南大學,桃園市,99120,160392,141347,21109,29898,90340,19045
,104,私立,一般大學,1050,佛光大學,宜蘭縣,114852,578249,255071,25792,10400,218879,323178
,104,私立,一般大學,1058,明道大學,彰化縣,87367,411278,411278,22757,59316,329205,0
,104,私立,一般大學,1067,台灣首府大學,臺南市,99126,165287,109262,15360,10200,83702,56025
,104,私立,一般大學,1079,康寧大學,臺北市,40351,73581,21176,6395,770,14011,52405
,104,私立,一般大學,1079,康寧大學,臺南市,74309,191687,191687,13562,52162,125963,0
,104,私立,一般大學,1125,中信金融管理學院,臺南市,53314,223471,223471,13624,75000,134847,0
,104,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,55882,351053,351053,18012,47800,285241,0
,104,私立,一般大學,1195,馬偕醫學院,新北市,65251,192236,189739,14425,11726,163588,2497
,104,私立,一般大學,1196,法鼓文理學院,新北市,65798,299113,220970,135451,21956,63563,78143
,104,私立,一般大學,1196,法鼓文理學院,臺北市,2853,529,529,529,0,0,0
,104,私立,一般大學,1R02,基督教台灣浸會神學院,臺北市,8313,24100,24100,13442,0,10658,0
,104,私立,一般大學,1R03,臺北基督學院,新北市,17442,37503,37503,7027,3925,26551,0
,104,私立,一般大學,1R04,一貫道天皇學院,高雄市,22021,41911,27710,10525,0,17185,14201
,104,私立,技專校院,1018,朝陽科技大學,臺中市,157428,664433,664433,23966,23854,616613,0
,104,私立,技專校院,1023,南臺科技大學,臺南市,216822,164594,164594,35362,21830,107402,0
,104,私立,技專校院,1024,崑山科技大學,臺南市,196668,163694,162801,31905,47686,83210,893
,104,私立,技專校院,1025,嘉南藥理大學,臺南市,258766,263372,263372,52442,30907,180023,0
,104,私立,技專校院,1026,樹德科技大學,高雄市,154695,376356,373184,27545,36020,309619,3172
,104,私立,技專校院,1030,龍華科技大學,桃園市,91200,70855,70855,17027,4145,49683,0
,104,私立,技專校院,1031,輔英科技大學,高雄市,133545,172745,170561,29064,42759,98738,2184
,104,私立,技專校院,1032,明新科技大學,新竹縣,154934,232666,232666,42195,45270,145201,0
,104,私立,技專校院,1034,弘光科技大學,臺中市,130400,99114,99114,22573,18942,57599,0
,104,私立,技專校院,1036,健行科技大學,桃園市,115585,48437,48437,17121,7180,24136,0
,104,私立,技專校院,1037,正修科技大學,高雄市,194762,88770,88770,40060,9026,39684,0
,104,私立,技專校院,1038,萬能科技大學,桃園市,98446,90760,90760,16330,21300,53130,0
,104,私立,技專校院,1040,建國科技大學,彰化縣,98584,97103,97103,17747,14608,64748,0
,104,私立,技專校院,1041,明志科技大學,新北市,190764,619031,619031,38210,22479,558342,0
,104,私立,技專校院,1042,高苑科技大學,高雄市,145268,109917,109917,27610,28338,53969,0
,104,私立,技專校院,1043,大仁科技大學,屏東縣,117653,298689,298689,23927,31997,242765,0
,104,私立,技專校院,1044,聖約翰科技大學,新北市,102109,112393,112393,20990,23341,68062,0
,104,私立,技專校院,1045,嶺東科技大學,臺中市,111128,200154,200154,18772,18657,162725,0
,104,私立,技專校院,1046,中國科技大學,臺北市,63104,54047,54047,10571,8582,34894,0
,104,私立,技專校院,1046,中國科技大學,新竹縣,87062,141629,141629,11590,17162,112877,0
,104,私立,技專校院,1047,中臺科技大學,臺中市,132191,97888,97888,18695,10072,69121,0
,104,私立,技專校院,1051,台南應用科技大學,臺南市,163174,144365,144365,32582,31621,80162,0
,104,私立,技專校院,1052,遠東科技大學,臺南市,133703,123737,123737,26064,16620,81053,0
,104,私立,技專校院,1053,元培醫事科技大學,新竹市,85970,126024,81328,44606,14219,22503,44696
,104,私立,技專校院,1054,景文科技大學,新北市,83387,116191,116191,14494,25243,76454,0
,104,私立,技專校院,1055,中華醫事科技大學,臺南市,140806,92001,92001,20967,11325,59709,0
,104,私立,技專校院,1056,東南科技大學,新北市,92271,109569,109569,14535,10446,84588,0
,104,私立,技專校院,1057,德明財經科技大學,臺北市,69940,60832,60832,37840,11855,11137,0
,104,私立,技專校院,1060,南開科技大學,南投縣,86045,92030,92030,15832,15135,61063,0
,104,私立,技專校院,1061,中華科技大學,臺北市,69052,54147,54147,21529,5600,27018,0
,104,私立,技專校院,1061,中華科技大學,新竹縣,16066,87770,21489,16066,4423,1000,66281
