學年度,設立別,學校類別,學校統計處代碼,學校名稱,縣市別,申請學校宿舍人數(A),學生實際住宿情形-自有宿舍住宿人數-小計(B),學生實際住宿情形-自有宿舍住宿人數-男,學生實際住宿情形-自有宿舍住宿人數-女,學生實際住宿情形-學校租賃宿舍住宿人數-小計(C),學生實際住宿情形-學校租賃宿舍住宿人數-男,學生實際住宿情形-學校租賃宿舍住宿人數-女,學生校外租屋人數(107學年度新增)-小計(D),學生校外租屋人數(107學年度新增)-男,學生校外租屋人數(107學年度新增)-女,學校提供學生實際住宿之比率(%)E=(B+C)/（B+C+D）
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,花蓮縣,2176,2176,758,1418,0,0,0,"1,524",662,862,58.81
108,私立,一般大學,1028,臺北醫學大學,臺北市,1341,831,357,474,44,16,28,833,318,515,51.23
108,私立,一般大學,1029,中山醫學大學,臺中市,1719,1542,601,941,0,0,0,"1,977",551,"1,426",43.82
108,私立,技專校院,1030,龍華科技大學,桃園市,1350,1249,773,476,0,0,0,912,638,274,57.80
108,私立,技專校院,1031,輔英科技大學,高雄市,2159,2159,337,1822,0,0,0,790,142,648,73.21
108,私立,技專校院,1032,明新學校財團法人明新科技大學,新竹縣,1725,1675,1020,655,0,0,0,919,562,357,64.57
108,私立,一般大學,1033,長榮大學,臺南市,3316,2737,1068,1669,0,0,0,"2,789","1,183","1,606",49.53
108,私立,技專校院,1034,弘光科技大學,臺中市,2167,291,2,289,1876,742,1134,"4,179","1,073","3,106",34.15
108,私立,一般大學,1035,中國醫藥大學,臺中市,412,394,190,204,0,0,0,"3,113","1,589","1,524",11.23
108,私立,一般大學,1035,中國醫藥大學,雲林縣,613,607,173,434,0,0,0,4,1,3,99.35
108,私立,技專校院,1036,健行學校財團法人健行科技大學,桃園市,1544,1386,873,513,86,65,21,625,413,212,70.20
108,私立,技專校院,1037,正修學校財團法人正修科技大學,高雄市,1784,885,450,435,586,317,269,"1,661",890,771,46.97
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,桃園市,1767,1463,757,706,304,169,135,117,80,37,93.79
108,私立,一般大學,1039,玄奘大學,新竹市,996,996,338,658,0,0,0,868,399,469,53.43
108,私立,技專校院,1040,建國科技大學,彰化縣,640,509,360,149,0,0,0,632,365,267,44.61
108,私立,技專校院,1041,明志科技大學,新北市,2756,2659,1851,808,0,0,0,45,39,6,98.34
108,私立,技專校院,1042,高苑科技大學,高雄市,1109,1109,777,332,0,0,0,90,65,25,92.49
108,私立,技專校院,1043,大仁科技大學,屏東縣,1223,1223,457,766,0,0,0,895,470,425,57.74
108,私立,技專校院,1044,聖約翰科技大學,新北市,690,690,488,202,0,0,0,464,314,150,59.79
108,私立,技專校院,1045,嶺東科技大學,臺中市,1299,1200,371,829,0,0,0,"2,524",938,"1,586",32.22
108,私立,技專校院,1046,中國科技大學,臺北市,0,0,0,0,0,0,0,582,267,315,0
108,私立,技專校院,1046,中國科技大學,新竹縣,752,752,279,473,0,0,0,237,108,129,76.04
108,私立,技專校院,1047,中臺科技大學,臺中市,1207,903,315,588,0,0,0,"1,152",325,827,43.94
108,私立,一般大學,1048,亞洲大學,臺中市,5221,4112,1310,2802,0,0,0,"3,545","2,079","1,466",53.70
108,私立,一般大學,1049,開南大學,桃園市,1849,1125,498,627,0,0,0,706,322,384,61.44
108,私立,一般大學,1050,佛光大學,宜蘭縣,1953,902,315,587,773,313,460,746,436,310,69.19
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,2273,1270,233,1037,299,129,170,"4,497","1,289","3,208",25.87
108,私立,技專校院,1052,遠東科技大學,臺南市,1411,1411,968,443,0,0,0,645,434,211,68.63
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,1364,529,0,529,683,459,224,697,385,312,63.49
108,私立,技專校院,1054,景文科技大學,新北市,1638,1113,347,766,0,0,0,100,57,43,91.76
108,私立,技專校院,1055,中華醫事科技大學,臺南市,2161,2161,624,1537,0,0,0,828,279,549,72.30
108,私立,技專校院,1056,東南科技大學,新北市,870,870,578,292,0,0,0,219,116,103,79.89
108,私立,技專校院,1057,德明財經科技大學,臺北市,641,504,111,393,137,110,27,506,240,266,55.88
108,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,1011,623,326,297,388,238,150,386,229,157,72.37
108,私立,技專校院,1060,南開科技大學,南投縣,796,778,511,267,0,0,0,823,512,311,48.59
108,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,313,313,207,106,0,0,0,9,6,3,97.21
108,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,246,246,170,76,0,0,0,545,415,130,31.10
108,私立,技專校院,1062,僑光科技大學,臺中市,1143,774,277,497,0,0,0,675,244,431,53.42
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,苗栗縣,637,637,290,347,0,0,0,750,340,410,45.93
108,私立,技專校院,1064,美和學校財團法人美和科技大學,屏東縣,808,808,241,567,0,0,0,424,107,317,65.58
108,私立,技專校院,1065,吳鳳科技大學,嘉義縣,835,835,601,234,0,0,0,184,115,69,81.94
108,私立,技專校院,1066,環球學校財團法人環球科技大學,雲林縣,1028,979,459,520,0,0,0,792,395,397,55.28
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,臺南市,464,464,213,251,0,0,0,95,45,50,83.01
108,私立,技專校院,1068,中州學校財團法人中州科技大學,彰化縣,435,435,276,159,0,0,0,186,118,68,70.05
108,私立,技專校院,1069,修平學校財團法人修平科技大學,臺中市,998,840,576,264,0,0,0,738,496,242,53.23
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,桃園市,4021,4021,431,3590,0,0,0,51,12,39,98.75
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,嘉義縣,1208,1208,131,1077,0,0,0,77,8,69,94.01
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,臺北市,1338,1338,766,572,0,0,0,400,166,234,76.99
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,新竹縣,92,92,58,34,0,0,0,5,3,2,94.85
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,新北市,896,852,301,551,0,0,0,459,187,272,64.99
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,高雄市,1138,849,137,712,0,0,0,"2,619",560,"2,059",24.48
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,新北市,445,0,0,0,445,234,211,32,14,18,93.29
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,花蓮縣,2178,2157,466,1691,0,0,0,182,51,131,92.22
108,私立,技專校院,1078,致理學校財團法人致理科技大學,新北市,891,594,168,426,108,0,108,265,66,199,72.60
108,私立,一般大學,1079,康寧學校財團法人康寧大學,臺北市,884,884,92,792,0,0,0,17,3,14,98.11
108,私立,一般大學,1079,康寧學校財團法人康寧大學,臺南市,77,77,45,32,0,0,0,36,13,23,68.14
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,新北市,380,380,206,174,0,0,0,7,1,6,98.19
108,私立,技專校院,1081,東方學校財團法人東方設計大學,高雄市,354,354,174,180,0,0,0,24,11,13,93.65
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,基隆市,354,354,113,241,0,0,0,305,124,181,53.72
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,臺北市,250,237,152,85,0,0,0,98,45,53,70.75
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,新北市,579,577,254,323,0,0,0,122,63,59,82.55
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,臺南市,574,574,313,261,0,0,0,50,34,16,91.99
108,私立,技專校院,1148,大漢技術學院,花蓮縣,52,52,28,24,0,0,0,12,8,4,81.25
108,私立,技專校院,1159,和春技術學院,高雄市,83,83,45,38,0,0,0,1,0,1,98.81
108,私立,技專校院,1166,亞東技術學院,新北市,126,94,53,41,0,0,0,288,184,104,24.61
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,桃園市,504,504,353,151,0,0,0,148,67,81,77.30
108,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,178,178,101,77,0,0,0,31,15,16,85.17
108,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,141,141,73,68,0,0,0,69,28,41,67.14
108,私立,技專校院,1183,黎明技術學院,新北市,737,638,403,235,0,0,0,10,1,9,98.46
108,私立,技專校院,1185,經國管理暨健康學院,基隆市,1462,731,183,548,0,0,0,135,50,85,84.41
108,私立,技專校院,1188,大同技術學院,嘉義市,163,163,78,85,0,0,0,152,78,74,51.75
108,私立,技專校院,1192,臺灣觀光學院,花蓮縣,42,42,15,27,0,0,0,28,13,15,60
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,新北市,509,509,155,354,0,0,0,175,82,93,74.42
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,新北市,224,224,74,150,0,0,0,0,0,0,100
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,臺北市,643,643,42,601,0,0,0,191,44,147,77.10
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,新北市,1361,1361,101,1260,0,0,0,283,14,269,82.79
108,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,2276,2257,379,1878,0,0,0,613,157,456,78.64
108,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,1424,1342,310,1032,0,0,0,0,0,0,100
108,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,792,792,111,681,0,0,0,140,17,123,84.98
108,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,1173,1173,136,1037,0,0,0,34,3,31,97.18
108,私立,技專校院,1286,耕莘健康管理專科學校,新北市,927,927,16,911,0,0,0,76,5,71,92.42
108,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,1092,1029,100,929,0,0,0,559,85,474,64.80
108,私立,技專校院,1289,育英醫護管理專科學校,高雄市,205,205,24,181,0,0,0,32,8,24,86.50
108,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,885,885,120,765,0,0,0,123,18,105,87.80
108,私立,技專校院,1292,新生醫護管理專科學校,桃園市,1257,1243,126,1117,0,0,0,141,21,120,89.81
108,私立,技專校院,1293,崇仁醫護管理專科學校,嘉義縣,709,709,59,650,0,0,0,283,29,254,71.47
108,私立,技專校院,1293,崇仁醫護管理專科學校,嘉義市,278,278,45,233,0,0,0,137,19,118,66.99
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,臺北市,33,33,15,18,0,0,0,0,0,0,100
108,私立,宗教研修學院,1R03,臺北基督學院,新北市,76,76,35,41,0,0,0,0,0,0,100
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,臺北市,70,70,28,42,0,0,0,4,1,3,94.59
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,臺南市,34,0,0,0,34,18,16,3,1,2,91.89
108,公立,一般大學,3002,臺北市立大學,臺北市,2045,1690,664,1026,60,13,47,336,149,187,83.89
109,公立,一般大學,0001,國立政治大學,臺北市,7711,6553,2600,3953,0,0,0,"1,681",818,863,79.58
109,公立,一般大學,0002,國立清華大學,新竹市,8756,8127,4293,3834,0,0,0,"8,383","5,191","3,192",49.22
109,公立,一般大學,0003,國立臺灣大學,臺北市,13688,11847,6642,5205,0,0,0,"2,352","1,481",871,83.44
109,公立,一般大學,0004,國立臺灣師範大學,臺北市,5950,4057,1593,2464,0,0,0,927,489,438,81.40
109,公立,一般大學,0005,國立成功大學,臺南市,8942,6156,3837,2319,0,0,0,"10,209","6,445","3,764",37.62
109,公立,一般大學,0006,國立中興大學,臺中市,5544,3699,1850,1849,0,0,0,"7,169","4,374","2,795",34.04
109,公立,一般大學,0007,國立陽明交通大學,新竹市,7104,7104,4704,2400,0,0,0,"4,951","3,590","1,361",58.93
109,公立,一般大學,0007,國立陽明交通大學,臺南市,237,237,212,25,0,0,0,187,157,30,55.90
109,公立,一般大學,0008,國立中央大學,桃園市,5807,4943,2855,2088,0,0,0,"3,672","2,527","1,145",57.38
109,公立,一般大學,0009,國立中山大學,高雄市,3874,3874,2298,1576,0,0,0,"1,442","1,005",437,72.87
109,公立,一般大學,0012,國立臺灣海洋大學,基隆市,4499,2647,1699,948,0,0,0,"2,043","1,235",808,56.44
109,公立,一般大學,0012,國立臺灣海洋大學,連江縣,74,74,49,25,0,0,0,0,0,0,100
109,公立,一般大學,0013,國立中正大學,嘉義縣,4882,3313,1743,1570,0,0,0,"5,887","3,563","2,324",36.01
109,公立,一般大學,0014,國立高雄師範大學,高雄市,2884,2884,1378,1506,0,0,0,360,142,218,88.90
109,公立,一般大學,0015,國立彰化師範大學,彰化縣,3201,2341,1117,1224,0,0,0,"2,489","1,410","1,079",48.47
109,公立,一般大學,0016,國立陽明大學,臺北市,2590,2320,1182,1138,0,0,0,121,37,84,95.04
109,公立,一般大學,0017,國立臺北大學,臺北市,352,352,133,219,0,0,0,0,0,0,100
109,公立,一般大學,0017,國立臺北大學,新北市,1007,1007,406,601,0,0,0,"2,797","1,286","1,511",26.47
109,公立,一般大學,0018,國立嘉義大學,嘉義縣,1212,1142,382,760,0,0,0,398,191,207,74.16
109,公立,一般大學,0018,國立嘉義大學,嘉義市,2406,2227,1258,969,0,0,0,"1,408",731,677,61.27
109,公立,一般大學,0019,國立高雄大學,高雄市,1601,1534,827,707,0,0,0,"1,158",581,577,56.98
109,公立,一般大學,0020,國立東華大學,花蓮縣,6121,5716,2659,3057,0,0,0,"2,812","1,396","1,416",67.03
109,公立,一般大學,0021,國立暨南國際大學,南投縣,3618,2679,1303,1376,0,0,0,"2,148",943,"1,205",55.50
109,公立,技專校院,0022,國立臺灣科技大學,臺北市,3820,3459,2315,1144,39,21,18,961,680,281,78.45
109,公立,技專校院,0023,國立雲林科技大學,雲林縣,2566,2373,1238,1135,0,0,0,"5,058","3,169","1,889",31.93
109,公立,技專校院,0024,國立屏東科技大學,屏東縣,3063,2952,1495,1457,0,0,0,"4,604","2,475","2,129",39.07
109,公立,技專校院,0025,國立臺北科技大學,臺北市,2163,1581,1025,556,321,200,121,805,516,289,70.26
109,公立,一般大學,0028,國立臺北藝術大學,臺北市,1583,1392,495,897,0,0,0,160,66,94,89.69
109,公立,一般大學,0029,國立臺灣藝術大學,新北市,1121,786,182,604,0,0,0,412,147,265,65.61
109,公立,一般大學,0030,國立臺東大學,臺東縣,2381,2075,930,1145,0,0,0,"1,843",979,864,52.96
109,公立,一般大學,0031,國立宜蘭大學,宜蘭縣,1431,1413,756,657,0,0,0,"2,959","2,018",941,32.32
109,公立,一般大學,0032,國立聯合大學,苗栗縣,2765,2765,1270,1495,0,0,0,"2,948","2,708",240,48.40
109,公立,技專校院,0033,國立虎尾科技大學,雲林縣,1961,1733,1244,489,0,0,0,"6,426","5,090","1,336",21.24
109,公立,一般大學,0035,國立臺南藝術大學,臺南市,1045,1045,310,735,0,0,0,113,53,60,90.24
109,公立,一般大學,0036,國立臺南大學,臺南市,1972,1441,489,952,0,0,0,879,434,445,62.11
109,公立,一般大學,0037,國立臺北教育大學,臺北市,1526,1360,430,930,0,0,0,135,25,110,90.97
109,公立,一般大學,0039,國立臺中教育大學,臺中市,2836,1788,542,1246,0,0,0,864,288,576,67.42
109,公立,技專校院,0042,國立澎湖科技大學,澎湖縣,712,680,404,276,0,0,0,"2,367","1,402",965,22.32
109,公立,技專校院,0043,國立勤益科技大學,臺中市,1207,833,425,408,42,26,16,"4,794","3,482","1,312",15.43
109,公立,一般大學,0044,國立體育大學,桃園市,1400,1173,714,459,0,0,0,146,74,72,88.93
109,公立,技專校院,0046,國立臺北護理健康大學,臺北市,1570,1301,156,1145,0,0,0,741,173,568,63.71
109,公立,技專校院,0047,國立高雄餐旅大學,高雄市,1442,1342,411,931,0,0,0,"3,257",995,"2,262",29.18
109,公立,一般大學,0048,國立金門大學,金門縣,1345,997,485,512,128,76,52,"2,160","1,203",957,34.25
109,公立,一般大學,0049,國立臺灣體育運動大學,臺中市,615,615,346,269,0,0,0,811,406,405,43.13
109,公立,技專校院,0050,國立臺中科技大學,臺中市,1612,1356,201,1155,0,0,0,"3,301","1,085","2,216",29.12
109,公立,技專校院,0051,國立臺北商業大學,新北市,589,0,0,0,367,90,277,250,63,187,59.48
109,公立,技專校院,0051,國立臺北商業大學,桃園市,547,547,134,413,0,0,0,81,32,49,87.10
109,公立,一般大學,0052,國立屏東大學,屏東縣,4390,3922,1424,2498,0,0,0,"1,698",795,903,69.79
109,公立,技專校院,0053,國立高雄科技大學,高雄市,5966,4750,2374,2376,0,0,0,"8,385","5,936","2,449",36.16
109,公立,技專校院,0144,國立臺灣戲曲學院,臺北市,292,292,102,190,0,0,0,94,25,69,75.65
109,公立,技專校院,0221,國立臺南護理專科學校,臺南市,512,504,24,480,0,0,0,494,32,462,50.50
109,公立,技專校院,0222,國立臺東專科學校,臺東縣,470,460,305,155,0,0,0,140,104,36,76.67
109,私立,一般大學,1001,東海大學,臺中市,6781,5141,1987,3154,0,0,0,"8,332","3,939","4,393",38.16
109,私立,一般大學,1002,輔仁大學,新北市,4155,4155,1477,2678,0,0,0,"4,936","1,721","3,215",45.70
109,私立,一般大學,1003,東吳大學,臺北市,2586,959,328,631,1247,422,825,"4,064","1,642","2,422",35.18
109,私立,一般大學,1004,中原大學,桃園市,4957,4291,2188,2103,0,0,0,"7,240","4,054","3,186",37.21
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,宜蘭縣,768,768,336,432,0,0,0,0,0,0,100
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,新北市,3947,1919,0,1919,827,625,202,"7,799","4,302","3,497",26.04
109,私立,一般大學,1006,中國文化大學,臺北市,4588,4254,1662,2592,0,0,0,"4,378","2,538","1,840",49.28
109,私立,一般大學,1007,逢甲大學,臺中市,5401,3249,1259,1990,1836,1635,201,"7,180","4,394","2,786",41.46
109,私立,一般大學,1008,靜宜大學,臺中市,3962,2811,905,1906,382,158,224,"7,071","2,906","4,165",31.11
109,私立,一般大學,1009,長庚大學,桃園市,4586,4586,2279,2307,0,0,0,36,15,21,99.22
109,私立,一般大學,1010,元智大學,桃園市,3868,2794,1385,1409,0,0,0,"2,630","1,365","1,265",51.51
109,私立,一般大學,1011,中華大學學校財團法人中華大學,新竹市,2383,2215,1399,816,0,0,0,"1,251","1,035",216,63.91
109,私立,一般大學,1012,大葉大學,彰化縣,2003,1988,985,1003,0,0,0,"4,120","2,640","1,480",32.55
109,私立,一般大學,1013,華梵大學,新北市,449,449,251,198,0,0,0,20,9,11,95.74
109,私立,一般大學,1014,義守大學,高雄市,7871,3832,1654,2178,2162,1075,1087,"1,489",686,803,80.10
109,私立,一般大學,1015,世新大學,臺北市,616,411,137,274,86,66,20,"1,825",536,"1,289",21.40
109,私立,一般大學,1015,世新大學,新北市,334,123,47,76,186,60,126,487,136,351,38.82
109,私立,一般大學,1016,銘傳大學,臺北市,845,783,257,526,0,0,0,329,181,148,70.41
109,私立,一般大學,1016,銘傳大學,新北市,610,0,0,0,438,135,303,0,0,0,100
109,私立,一般大學,1016,銘傳大學,桃園市,2372,1439,414,1025,933,399,534,"2,012",845,"1,167",54.11
109,私立,一般大學,1016,銘傳大學,金門縣,34,34,11,23,0,0,0,0,0,0,100
109,私立,一般大學,1017,實踐大學,臺北市,1114,953,0,953,114,114,0,268,107,161,79.93
109,私立,一般大學,1017,實踐大學,高雄市,2435,1801,575,1226,0,0,0,"2,053",805,"1,248",46.73
109,私立,技專校院,1018,朝陽科技大學,臺中市,2974,759,295,464,1749,682,1067,"7,385","3,244","4,141",25.35
109,私立,一般大學,1019,高雄醫學大學,高雄市,1236,1042,338,704,75,54,21,"3,152","1,275","1,877",26.17
109,私立,一般大學,1020,南華大學,嘉義縣,2609,2446,787,1659,163,163,0,825,433,392,75.98
109,私立,一般大學,1021,真理大學,新北市,1293,1059,394,665,0,0,0,350,180,170,75.16
109,私立,一般大學,1022,大同大學,臺北市,894,894,585,309,0,0,0,48,25,23,94.90
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,臺南市,4028,3463,1649,1814,0,0,0,"3,331","1,979","1,352",50.97
109,私立,技專校院,1024,崑山科技大學,臺南市,1690,1690,953,737,0,0,0,"2,132","1,197",935,44.22
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,臺南市,5269,4542,1575,2967,0,0,0,"2,674","1,258","1,416",62.94
109,私立,技專校院,1026,樹德科技大學,高雄市,2441,2441,905,1536,0,0,0,"1,215",569,646,66.77
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,花蓮縣,2152,2152,737,1415,0,0,0,152,56,96,93.40
109,私立,一般大學,1028,臺北醫學大學,臺北市,1349,811,338,473,45,20,25,"1,000",404,596,46.12
109,私立,一般大學,1029,中山醫學大學,臺中市,1697,1555,607,948,0,0,0,"1,928",552,"1,376",44.65
109,私立,技專校院,1030,龍華科技大學,桃園市,1262,1262,889,373,0,0,0,935,710,225,57.44
109,私立,技專校院,1031,輔英科技大學,高雄市,2211,2211,319,1892,0,0,0,646,103,543,77.39
109,私立,技專校院,1032,明新學校財團法人明新科技大學,新竹縣,1478,1413,786,627,0,0,0,904,562,342,60.98
109,私立,一般大學,1033,長榮大學,臺南市,3610,2686,1098,1588,0,0,0,"3,028","1,381","1,647",47.01
109,私立,技專校院,1034,弘光科技大學,臺中市,2470,838,221,617,1632,653,979,"3,792","1,004","2,788",39.44
109,私立,一般大學,1035,中國醫藥大學,臺中市,653,559,256,303,0,0,0,"2,721","1,409","1,312",17.04
109,私立,一般大學,1035,中國醫藥大學,雲林縣,647,641,203,438,0,0,0,7,3,4,98.92
109,私立,技專校院,1036,健行學校財團法人健行科技大學,桃園市,1443,1313,828,485,0,0,0,792,491,301,62.38
109,私立,技專校院,1037,正修學校財團法人正修科技大學,高雄市,1645,847,452,395,611,341,270,837,489,348,63.53
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,桃園市,1766,1553,805,748,213,130,83,145,97,48,92.41
109,私立,一般大學,1039,玄奘大學,新竹市,843,843,308,535,0,0,0,615,264,351,57.82
109,私立,技專校院,1040,建國科技大學,彰化縣,373,300,212,88,0,0,0,665,401,264,31.09
109,私立,技專校院,1041,明志科技大學,新北市,2752,2662,1849,813,0,0,0,53,50,3,98.05
109,私立,技專校院,1042,高苑科技大學,高雄市,824,824,563,261,0,0,0,157,76,81,84
109,私立,技專校院,1043,大仁科技大學,屏東縣,950,950,373,577,0,0,0,808,425,383,54.04
109,私立,技專校院,1044,聖約翰科技大學,新北市,458,458,321,137,0,0,0,378,271,107,54.78
109,私立,技專校院,1045,嶺東科技大學,臺中市,1245,1182,359,823,0,0,0,"2,070",634,"1,436",36.35
109,私立,技專校院,1046,中國科技大學,臺北市,121,56,0,56,0,0,0,469,222,247,10.67
109,私立,技專校院,1046,中國科技大學,新竹縣,483,483,146,337,0,0,0,288,115,173,62.65
109,私立,技專校院,1047,中臺科技大學,臺中市,1073,965,318,647,0,0,0,"1,142",323,819,45.80
109,私立,一般大學,1048,亞洲大學,臺中市,5016,3944,1292,2652,0,0,0,"2,052",620,"1,432",65.78
109,私立,一般大學,1049,開南大學,桃園市,1087,995,477,518,0,0,0,603,286,317,62.27
109,私立,一般大學,1050,佛光大學,宜蘭縣,1687,839,307,532,791,328,463,614,357,257,72.64
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,2205,1234,210,1024,261,140,121,"5,116","1,450","3,666",22.61
109,私立,技專校院,1052,遠東科技大學,臺南市,1165,1165,832,333,0,0,0,525,344,181,68.93
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,1154,508,0,508,539,360,179,846,463,383,55.31
109,私立,技專校院,1054,景文科技大學,新北市,920,919,308,611,0,0,0,165,86,79,84.78
109,私立,技專校院,1055,中華醫事科技大學,臺南市,2255,2248,1175,1073,0,0,0,"2,000","1,000","1,000",52.92
109,私立,技專校院,1056,東南科技大學,新北市,781,781,526,255,0,0,0,301,149,152,72.18
109,私立,技專校院,1057,德明財經科技大學,臺北市,590,455,105,350,135,107,28,328,133,195,64.27
109,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,805,495,277,218,310,186,124,293,155,138,73.32
109,私立,技專校院,1060,南開科技大學,南投縣,448,415,306,109,0,0,0,835,525,310,33.20
109,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,289,289,187,102,0,0,0,16,12,4,94.75
109,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,252,252,181,71,0,0,0,503,396,107,33.38
109,私立,技專校院,1062,僑光科技大學,臺中市,949,711,285,426,0,0,0,906,338,568,43.97
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,苗栗縣,526,526,199,327,0,0,0,690,320,370,43.26
109,私立,技專校院,1064,美和學校財團法人美和科技大學,屏東縣,757,757,214,543,0,0,0,337,101,236,69.20
109,私立,技專校院,1065,吳鳳科技大學,嘉義縣,756,723,520,203,0,0,0,133,80,53,84.46
109,私立,技專校院,1066,環球學校財團法人環球科技大學,雲林縣,934,885,438,447,0,0,0,584,274,310,60.25
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,臺南市,324,324,151,173,0,0,0,78,36,42,80.60
109,私立,技專校院,1068,中州學校財團法人中州科技大學,彰化縣,270,270,161,109,0,0,0,97,60,37,73.57
