學年度,設立別,學校類別,學校統計處代碼,學校名稱,縣市別,一年級學生申請學校宿舍人數(A),一年級學生實際住宿情形-自有宿舍住宿人數-小計(B),一年級學生實際住宿情形-自有宿舍住宿人數-男,一年級學生實際住宿情形-自有宿舍住宿人數-女,一年級學生實際住宿情形-學校租賃宿舍住宿人數-小計(C),一年級學生實際住宿情形-學校租賃宿舍住宿人數-男,一年級學生實際住宿情形-學校租賃宿舍住宿人數-女,一年級學生校外租屋人數(107學年度新增)-小計(D),一年級學生校外租屋人數(107學年度新增)-男,一年級學生校外租屋人數(107學年度新增)-女,學校提供一年級學生實際住宿之比率(%)E=(B+C)/（B+C+D）
106,公立,一般大學,0001,國立政治大學,臺北市,2671,2248,948,1300,0,0,0,...,...,...,84.16
106,公立,一般大學,0002,國立清華大學,新竹市,2958,2805,1551,1254,0,0,0,...,...,...,94.83
106,公立,一般大學,0003,國立臺灣大學,臺北市,5011,2979,1684,1295,0,0,0,...,...,...,59.45
106,公立,一般大學,0004,國立臺灣師範大學,臺北市,2187,1674,673,1001,0,0,0,...,...,...,76.54
106,公立,一般大學,0005,國立成功大學,臺南市,3601,2768,1695,1073,0,0,0,...,...,...,76.87
106,公立,一般大學,0006,國立中興大學,臺中市,2233,1873,1055,818,0,0,0,...,...,...,83.88
106,公立,一般大學,0007,國立陽明交通大學,新竹市,2505,2278,1528,750,0,0,0,...,...,...,90.94
106,公立,一般大學,0007,國立陽明交通大學,臺南市,29,4,2,2,25,22,3,...,...,...,100
106,公立,一般大學,0008,國立中央大學,桃園市,2013,2013,1256,757,0,0,0,...,...,...,100
106,公立,一般大學,0009,國立中山大學,高雄市,1455,1455,927,528,0,0,0,...,...,...,100
106,公立,一般大學,0012,國立臺灣海洋大學,基隆市,1556,1450,975,475,0,0,0,...,...,...,93.19
106,公立,一般大學,0013,國立中正大學,嘉義縣,2903,1999,1054,945,0,0,0,...,...,...,68.86
106,公立,一般大學,0014,國立高雄師範大學,高雄市,841,841,398,443,0,0,0,...,...,...,100
106,公立,一般大學,0015,國立彰化師範大學,彰化縣,1291,1163,583,580,0,0,0,...,...,...,90.09
106,公立,一般大學,0016,國立陽明大學,臺北市,341,341,182,159,0,0,0,...,...,...,100
106,公立,一般大學,0017,國立臺北大學,新北市,1125,895,367,528,0,0,0,...,...,...,79.56
106,公立,一般大學,0017,國立臺北大學,臺北市,67,67,22,45,0,0,0,...,...,...,100
106,公立,一般大學,0018,國立嘉義大學,嘉義縣,582,557,199,358,0,0,0,...,...,...,95.70
106,公立,一般大學,0018,國立嘉義大學,嘉義市,1575,1441,811,630,0,0,0,...,...,...,91.49
106,公立,一般大學,0019,國立高雄大學,高雄市,1023,1030,542,488,0,0,0,...,...,...,100
106,公立,一般大學,0020,國立東華大學,花蓮縣,2344,2115,990,1125,0,0,0,...,...,...,90.23
106,公立,一般大學,0021,國立暨南國際大學,南投縣,1519,1299,618,681,0,0,0,...,...,...,85.52
106,公立,技專校院,0022,國立臺灣科技大學,臺北市,1373,1373,931,442,0,0,0,...,...,...,100
106,公立,技專校院,0023,國立雲林科技大學,雲林縣,1559,1525,887,638,0,0,0,...,...,...,97.82
106,公立,技專校院,0024,國立屏東科技大學,屏東縣,2142,2142,1139,1003,0,0,0,...,...,...,100
106,公立,技專校院,0025,國立臺北科技大學,臺北市,1304,1130,743,387,37,37,0,...,...,...,89.49
106,公立,技專校院,0026,國立高雄第一科技大學,高雄市,1516,1185,679,506,0,0,0,...,...,...,78.17
106,公立,技專校院,0027,國立高雄應用科技大學,高雄市,1986,1268,542,726,0,0,0,...,...,...,63.85
106,公立,一般大學,0028,國立臺北藝術大學,臺北市,511,511,179,332,0,0,0,...,...,...,100
106,公立,一般大學,0029,國立臺灣藝術大學,新北市,531,413,129,284,0,0,0,...,...,...,77.78
106,公立,一般大學,0030,國立臺東大學,臺東縣,885,864,416,448,0,0,0,...,...,...,97.63
106,公立,一般大學,0031,國立宜蘭大學,宜蘭縣,1073,1073,705,368,0,0,0,...,...,...,100
106,公立,一般大學,0032,國立聯合大學,苗栗縣,1371,1371,927,444,0,0,0,...,...,...,100
106,公立,技專校院,0033,國立虎尾科技大學,雲林縣,1667,1572,1179,393,0,0,0,...,...,...,94.30
106,公立,技專校院,0034,國立高雄海洋科技大學,高雄市,1087,976,584,392,0,0,0,...,...,...,89.79
106,公立,一般大學,0035,國立臺南藝術大學,臺南市,313,313,96,217,0,0,0,...,...,...,100
106,公立,一般大學,0036,國立臺南大學,臺南市,758,755,338,417,0,0,0,...,...,...,99.60
106,公立,一般大學,0037,國立臺北教育大學,臺北市,486,447,151,296,0,0,0,...,...,...,91.98
106,公立,一般大學,0039,國立臺中教育大學,臺中市,676,676,238,438,0,0,0,...,...,...,100
106,公立,技專校院,0042,國立澎湖科技大學,澎湖縣,613,598,366,232,0,0,0,...,...,...,97.55
106,公立,技專校院,0043,國立勤益科技大學,臺中市,1198,806,415,391,4,3,1,...,...,...,67.61
106,公立,一般大學,0044,國立體育大學,桃園市,578,448,264,184,0,0,0,...,...,...,77.51
106,公立,技專校院,0046,國立臺北護理健康大學,臺北市,763,687,86,601,0,0,0,...,...,...,90.04
106,公立,技專校院,0047,國立高雄餐旅大學,高雄市,1161,1161,368,793,0,0,0,...,...,...,100
106,公立,一般大學,0048,國立金門大學,金門縣,675,638,339,299,37,15,22,...,...,...,100
106,公立,一般大學,0049,國立臺灣體育運動大學,臺中市,492,492,281,211,0,0,0,...,...,...,100
106,公立,技專校院,0050,國立臺中科技大學,臺中市,1099,957,128,829,0,0,0,...,...,...,87.08
106,公立,技專校院,0051,國立臺北商業大學,桃園市,217,217,53,164,0,0,0,...,...,...,100
106,公立,一般大學,0052,國立屏東大學,屏東市,1445,1445,564,881,0,0,0,...,...,...,100
106,公立,技專校院,0144,國立臺灣戲曲學院,臺北市,129,112,34,78,0,0,0,...,...,...,86.82
106,公立,技專校院,0221,國立臺南護理專科學校,臺南市,226,226,18,208,0,0,0,...,...,...,100
106,公立,技專校院,0222,國立臺東專科學校,臺東縣,325,268,200,68,0,0,0,...,...,...,82.46
106,私立,一般大學,1001,東海大學,臺中市,3518,3109,1415,1694,0,0,0,...,...,...,88.37
106,私立,一般大學,1002,輔仁大學,新北市,1703,1490,557,933,213,74,139,...,...,...,100
106,私立,一般大學,1003,東吳大學,臺北市,1246,645,269,376,581,148,433,...,...,...,98.39
106,私立,一般大學,1004,中原大學,桃園市,2684,2684,1409,1275,0,0,0,...,...,...,100
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,新北市,317,317,136,181,0,0,0,...,...,...,100
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,宜蘭縣,2643,1146,14,1132,608,507,101,...,...,...,66.36
106,私立,一般大學,1006,中國文化大學,臺北市,2672,1724,695,1029,216,106,110,...,...,...,72.60
106,私立,一般大學,1007,逢甲大學,臺中市,3338,2031,798,1233,1168,1150,18,...,...,...,95.84
106,私立,一般大學,1008,靜宜大學,臺中市,2546,2037,716,1321,202,139,63,...,...,...,87.94
106,私立,一般大學,1009,長庚大學,桃園市,1098,1098,540,558,0,0,0,...,...,...,100
106,私立,一般大學,1010,元智大學,桃園市,1404,1306,721,585,33,33,0,...,...,...,95.37
106,私立,一般大學,1011,中華大學學校財團法人中華大學,新竹市,1090,1079,632,447,0,0,0,...,...,...,98.99
106,私立,一般大學,1012,大葉大學,彰化縣,1308,1308,503,805,0,0,0,...,...,...,100
106,私立,一般大學,1013,華梵大學,新北市,205,205,113,92,0,0,0,...,...,...,100
106,私立,一般大學,1014,義守大學,高雄市,2712,2264,1122,1142,448,220,228,...,...,...,100
106,私立,一般大學,1015,世新大學,新北市,544,0,0,0,171,43,128,...,...,...,31.43
106,私立,一般大學,1015,世新大學,臺北市,747,362,96,266,0,0,0,...,...,...,48.46
106,私立,一般大學,1016,銘傳大學,臺北市,400,328,124,204,53,47,6,...,...,...,95.25
106,私立,一般大學,1016,銘傳大學,金門縣,24,24,6,18,0,0,0,...,...,...,100
106,私立,一般大學,1016,銘傳大學,桃園市,1717,857,209,648,143,89,54,...,...,...,58.24
106,私立,一般大學,1017,實踐大學,臺北市,534,476,1,475,53,36,17,...,...,...,99.06
106,私立,一般大學,1017,實踐大學,高雄市,1107,702,1,701,405,405,0,...,...,...,100
106,私立,技專校院,1018,朝陽科技大學,臺中市,1548,398,180,218,1150,467,683,...,...,...,100
106,私立,一般大學,1019,高雄醫學大學,高雄市,1009,1009,416,593,0,0,0,...,...,...,100
106,私立,一般大學,1020,南華大學,嘉義縣,920,861,406,455,22,10,12,...,...,...,95.98
106,私立,一般大學,1021,真理大學,新北市,607,552,242,310,0,0,0,...,...,...,90.94
106,私立,一般大學,1021,真理大學,臺南市,5,2,2,0,0,0,0,...,...,...,40
106,私立,一般大學,1022,大同大學,臺北市,225,218,141,77,0,0,0,...,...,...,96.89
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,臺南市,2188,1861,963,898,0,0,0,...,...,...,85.05
106,私立,技專校院,1024,崑山科技大學,臺南市,1012,979,562,417,0,0,0,...,...,...,96.74
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,臺南市,2258,2145,859,1286,0,0,0,...,...,...,95
106,私立,技專校院,1026,樹德科技大學,高雄市,1208,1208,461,747,0,0,0,...,...,...,100
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,花蓮市,674,674,234,440,0,0,0,...,...,...,100
106,私立,一般大學,1028,臺北醫學大學,臺北市,549,499,214,285,21,13,8,...,...,...,94.72
106,私立,一般大學,1029,中山醫學大學,臺中市,1099,895,330,565,0,0,0,...,...,...,81.44
106,私立,技專校院,1030,龍華科技大學,桃園市,412,191,118,73,46,33,13,...,...,...,57.52
106,私立,技專校院,1031,輔英科技大學,高雄市,1003,1003,196,807,0,0,0,...,...,...,100
106,私立,技專校院,1032,明新學校財團法人明新科技大學,新竹縣,1063,830,482,348,0,0,0,...,...,...,78.08
106,私立,一般大學,1033,長榮大學,臺南市,1782,1497,645,852,0,0,0,...,...,...,84.01
106,私立,技專校院,1034,弘光科技大學,臺中市,595,88,1,87,507,188,319,...,...,...,100
106,私立,一般大學,1035,中國醫藥大學,臺中市,431,373,194,179,0,0,0,...,...,...,86.54
106,私立,一般大學,1035,中國醫藥大學,雲林縣,647,632,196,436,0,0,0,...,...,...,97.68
106,私立,技專校院,1036,健行學校財團法人健行科技大學,桃園市,347,339,223,116,0,0,0,...,...,...,97.69
106,私立,技專校院,1037,正修學校財團法人正修科技大學,高雄市,780,404,204,200,232,132,100,...,...,...,81.54
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,桃園市,549,351,176,175,158,75,83,...,...,...,92.71
106,私立,一般大學,1039,玄奘大學,新竹市,482,477,207,270,0,0,0,...,...,...,98.96
106,私立,技專校院,1040,建國科技大學,彰化縣,552,284,170,114,136,87,49,...,...,...,76.09
106,私立,技專校院,1041,明志科技大學,新北市,883,883,634,249,0,0,0,...,...,...,100
106,私立,技專校院,1042,高苑科技大學,高雄市,273,273,216,57,0,0,0,...,...,...,100
106,私立,技專校院,1043,大仁科技大學,屏東縣,470,470,166,304,0,0,0,...,...,...,100
106,私立,技專校院,1044,聖約翰科技大學,新北市,237,237,159,78,0,0,0,...,...,...,100
106,私立,技專校院,1045,嶺東科技大學,臺中市,513,371,0,371,0,0,0,...,...,...,72.32
106,私立,技專校院,1046,中國科技大學,新竹縣,348,344,151,193,0,0,0,...,...,...,98.85
106,私立,技專校院,1047,中臺科技大學,臺中市,599,560,213,347,0,0,0,...,...,...,93.49
106,私立,一般大學,1048,亞洲大學,臺中市,2154,2125,708,1417,0,0,0,...,...,...,98.65
106,私立,一般大學,1049,開南大學,桃園市,559,528,300,228,0,0,0,...,...,...,94.45
106,私立,一般大學,1050,佛光大學,宜蘭縣,725,588,253,335,105,78,27,...,...,...,95.59
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,1870,904,153,751,234,87,147,...,...,...,60.86
106,私立,技專校院,1052,遠東科技大學,臺南市,568,568,385,183,0,0,0,...,...,...,100
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,598,331,0,331,236,217,19,...,...,...,94.82
106,私立,技專校院,1054,景文科技大學,新北市,700,548,230,318,0,0,0,...,...,...,78.29
106,私立,技專校院,1055,中華醫事科技大學,臺南市,749,749,220,529,0,0,0,...,...,...,100
106,私立,技專校院,1056,東南科技大學,新北市,251,251,156,95,0,0,0,...,...,...,100
106,私立,技專校院,1057,德明財經科技大學,臺北市,331,272,36,236,59,52,7,...,...,...,100
106,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,522,371,222,149,157,62,95,...,...,...,100
106,私立,技專校院,1060,南開科技大學,南投縣,302,302,207,95,0,0,0,...,...,...,100
106,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,100,100,61,39,0,0,0,...,...,...,100
106,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,228,228,144,84,0,0,0,...,...,...,100
106,私立,技專校院,1062,僑光科技大學,臺中市,571,477,107,370,0,0,0,...,...,...,83.54
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,苗栗縣,241,241,102,139,0,0,0,...,...,...,100
106,私立,技專校院,1064,美和學校財團法人美和科技大學,屏東縣,499,499,119,380,0,0,0,...,...,...,100
106,私立,技專校院,1065,吳鳳科技大學,嘉義縣,207,199,149,50,0,0,0,...,...,...,96.14
106,私立,技專校院,1066,環球學校財團法人環球科技大學,雲林縣,469,438,198,240,0,0,0,...,...,...,93.39
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,臺南市,204,204,95,109,0,0,0,...,...,...,100
106,私立,技專校院,1068,中州學校財團法人中州科技大學,彰化縣,180,161,97,64,0,0,0,...,...,...,89.44
106,私立,技專校院,1069,修平學校財團法人修平科技大學,臺中市,280,256,174,82,0,0,0,...,...,...,91.43
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,桃園市,1406,1406,115,1291,0,0,0,...,...,...,100
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,嘉義縣,514,514,44,470,0,0,0,...,...,...,100
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,臺北市,599,599,337,262,0,0,0,...,...,...,100
106,私立,技專校院,1072,大華學校財團法人敏實科技大學,新竹縣,117,117,89,28,0,0,0,...,...,...,100
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,新北市,596,511,178,333,0,0,0,...,...,...,85.74
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,臺南市,31,31,19,12,0,0,0,...,...,...,100
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,高雄市,791,358,69,289,0,0,0,...,...,...,45.26
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,新北市,19,7,7,0,7,0,7,...,...,...,73.68
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,花蓮縣,592,585,138,447,0,0,0,...,...,...,98.82
106,私立,技專校院,1078,致理學校財團法人致理科技大學,新北市,535,381,67,314,0,0,0,...,...,...,71.22
106,私立,一般大學,1079,康寧學校財團法人康寧大學,臺南市,26,26,8,18,0,0,0,...,...,...,100
106,私立,一般大學,1079,康寧學校財團法人康寧大學,臺北市,270,270,36,234,0,0,0,...,...,...,100
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,新北市,68,68,30,38,0,0,0,...,...,...,100
106,私立,技專校院,1081,東方學校財團法人東方設計大學,高雄市,298,298,165,133,0,0,0,...,...,...,100
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,基隆市,131,131,53,78,0,0,0,...,...,...,100
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,臺北市,178,100,65,35,0,0,0,...,...,...,56.18
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,新北市,91,83,62,21,0,0,0,...,...,...,91.21
106,私立,一般大學,1125,中信學校財團法人中信金融管理學院,臺南市,150,150,72,78,0,0,0,...,...,...,100
106,私立,技專校院,1148,大漢技術學院,花蓮縣,18,18,9,9,0,0,0,...,...,...,100
106,私立,技專校院,1159,和春技術學院,高雄市,28,28,12,16,0,0,0,...,...,...,100
106,私立,技專校院,1166,亞東技術學院,新北市,109,70,41,29,0,0,0,...,...,...,64.22
106,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,桃園市,127,127,75,52,0,0,0,...,...,...,100
106,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,34,34,24,10,0,0,0,...,...,...,100
106,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,63,63,35,28,0,0,0,...,...,...,100
106,私立,技專校院,1183,黎明技術學院,新北市,164,157,63,94,0,0,0,...,...,...,95.73
106,私立,技專校院,1185,經國管理暨健康學院,基隆市,211,211,50,161,0,0,0,...,...,...,100
106,私立,技專校院,1188,大同技術學院,嘉義市,70,70,18,52,0,0,0,...,...,...,100
106,私立,技專校院,1188,大同技術學院,嘉義縣,16,16,16,0,0,0,0,...,...,...,100
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,苗栗縣,1,1,1,0,0,0,0,...,...,...,100
106,私立,技專校院,1192,臺灣觀光學院,花蓮縣,23,23,8,15,0,0,0,...,...,...,100
106,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,新北市,121,121,39,82,0,0,0,...,...,...,100
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,新北市,52,52,10,42,0,0,0,...,...,...,100
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,臺北市,147,147,32,115,0,0,0,...,...,...,100
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,新北市,502,502,39,463,0,0,0,...,...,...,100
106,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,716,699,127,572,0,0,0,...,...,...,97.63
106,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,672,622,134,488,0,0,0,...,...,...,92.56
106,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,226,158,0,158,68,40,28,...,...,...,100
106,私立,技專校院,1286,耕莘健康管理專科學校,新北市,457,457,8,449,0,0,0,...,...,...,100
106,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,370,370,66,304,0,0,0,...,...,...,100
106,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,440,414,51,363,0,0,0,...,...,...,94.09
106,私立,技專校院,1288,高美醫護管理專科學校,高雄市,5,5,1,4,0,0,0,...,...,...,100
106,私立,技專校院,1289,育英醫護管理專科學校,高雄市,48,48,3,45,0,0,0,...,...,...,100
106,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義市,129,129,21,108,0,0,0,...,...,...,100
106,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義縣,283,283,25,258,0,0,0,...,...,...,100
106,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,361,361,49,312,0,0,0,...,...,...,100
106,私立,技專校院,1292,新生醫護管理專科學校,桃園市,346,339,35,304,0,0,0,...,...,...,97.98
106,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,臺北市,9,9,4,5,0,0,0,...,...,...,100
106,私立,宗教研修學院,1R03,臺北基督學院,新北市,21,21,10,11,0,0,0,...,...,...,100
106,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,臺北市,22,22,8,14,0,0,0,...,...,...,100
106,公立,一般大學,3002,臺北市立大學,臺北市,805,668,299,369,0,0,0,...,...,...,82.98
107,公立,一般大學,0001,國立政治大學,臺北市,2647,2272,908,1364,0,0,0,229,117,112,90.84
107,公立,一般大學,0002,國立清華大學,新竹市,2864,2786,1575,1211,0,0,0,"1,948","1,237",711,58.85
107,公立,一般大學,0003,國立臺灣大學,臺北市,4486,2833,1597,1236,0,0,0,30,17,13,98.95
107,公立,一般大學,0004,國立臺灣師範大學,臺北市,1224,1224,518,706,0,0,0,40,15,25,96.84
107,公立,一般大學,0005,國立成功大學,臺南市,3341,3036,1817,1219,0,0,0,"3,446","2,312","1,134",46.84
107,公立,一般大學,0006,國立中興大學,臺中市,2144,1845,1057,788,0,0,0,718,434,284,71.99
107,公立,一般大學,0007,國立陽明交通大學,新竹市,2328,2328,1504,824,0,0,0,"1,346","1,014",332,63.36
107,公立,一般大學,0007,國立陽明交通大學,臺南市,62,62,56,6,0,0,0,52,45,7,54.39
107,公立,一般大學,0008,國立中央大學,桃園市,2033,2033,1249,784,0,0,0,0,0,0,100
107,公立,一般大學,0009,國立中山大學,高雄市,1647,1647,1116,531,0,0,0,313,218,95,84.03
107,公立,一般大學,0012,國立臺灣海洋大學,基隆市,1559,1444,966,478,0,0,0,339,224,115,80.99
107,公立,一般大學,0013,國立中正大學,嘉義縣,2157,1936,1040,896,0,0,0,"1,167",750,417,62.39
107,公立,一般大學,0014,國立高雄師範大學,高雄市,860,860,448,412,0,0,0,8,4,4,99.08
107,公立,一般大學,0015,國立彰化師範大學,彰化縣,1337,1239,628,611,0,0,0,230,105,125,84.34
107,公立,一般大學,0016,國立陽明大學,臺北市,334,334,185,149,0,0,0,0,0,0,100
107,公立,一般大學,0017,國立臺北大學,新北市,1258,922,377,545,0,0,0,408,183,225,69.32
107,公立,一般大學,0017,國立臺北大學,臺北市,126,126,54,72,0,0,0,0,0,0,100
107,公立,一般大學,0018,國立嘉義大學,嘉義縣,550,550,194,356,0,0,0,6,3,3,98.92
107,公立,一般大學,0018,國立嘉義大學,嘉義市,1823,1673,916,757,0,0,0,12,7,5,99.29
107,公立,一般大學,0019,國立高雄大學,高雄市,1129,1038,563,475,0,0,0,16,7,9,98.48
107,公立,一般大學,0020,國立東華大學,花蓮縣,2144,2147,974,1173,0,0,0,155,83,72,93.27
107,公立,一般大學,0021,國立暨南國際大學,南投縣,1205,1193,524,669,0,0,0,2,0,2,99.83
107,公立,技專校院,0022,國立臺灣科技大學,臺北市,1338,1333,897,436,0,0,0,873,635,238,60.43
107,公立,技專校院,0023,國立雲林科技大學,雲林縣,1571,1440,845,595,0,0,0,179,98,81,88.94
107,公立,技專校院,0024,國立屏東科技大學,屏東縣,2095,2048,1075,973,0,0,0,33,27,6,98.41
107,公立,技專校院,0025,國立臺北科技大學,臺北市,1278,1155,736,419,35,35,0,110,89,21,91.54
107,公立,一般大學,0028,國立臺北藝術大學,臺北市,516,481,150,331,0,0,0,17,6,11,96.59
107,公立,一般大學,0029,國立臺灣藝術大學,新北市,571,463,117,346,0,0,0,102,27,75,81.95
107,公立,一般大學,0030,國立臺東大學,臺東縣,873,860,412,448,0,0,0,152,66,86,84.98
