年度,設立別,學校類別,學校統計處代碼,學校名稱,專任教師數,全校總經費,學校承接計畫經費-小計,學校承接計畫經費-政府部門資助,學校承接計畫經費-企業部門資助,學校承接計畫經費-其他單位資助,承接計畫總經費佔全校總經費比率(%),專任教師每師平均承接計畫總經費
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,74,251276793,22899245,22483135,150000,266110,9.11,309449.26
108,私立,技專校院,1068,中州學校財團法人中州科技大學,99,323186720,38586633,34336387,2150246,2100000,11.94,389763.97
108,私立,技專校院,1069,修平學校財團法人修平科技大學,183,600645070,84604186,71172846,12209500,1221840,14.09,462317.96
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,277,1984425341,237274996,156667200,26284405,54323391,11.96,856588.43
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,252,1044284332,74259058,61090371,10255207,2913480,7.11,294678.80
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,47,366730738,22040748,20699748,806000,535000,6.01,468952.09
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,231,912429864,155553251,134037569,17323317,4192365,17.05,673390.70
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,266,1174627882,123677607,111477373,5338322,6861912,10.53,464953.41
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,142,465105601,57621798,52748798,4513000,360000,12.39,405787.31
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,161,738993927,104701557,92276024,4683870,7741663,14.17,650320.23
108,私立,技專校院,1078,致理學校財團法人致理科技大學,278,1175970602,165346588,137635305,21548694,6162589,14.06,594771.90
108,私立,一般大學,1079,康寧學校財團法人康寧大學,124,470466909,3577970,1016970,818500,1742500,0.76,28854.60
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,186,586871180,23991328,6555738,14556190,2879400,4.09,128985.63
108,私立,技專校院,1081,東方學校財團法人東方設計大學,118,350589897,8923350,5302454,2852012,768884,2.55,75621.61
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,85,324700272,20652505,13814805,6477800,359900,6.36,242970.65
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,138,573390559,77400262,71699650,2636800,3063812,13.50,560871.46
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,51,315571729,28027112,21620000,6094953,312159,8.88,549551.22
108,私立,技專校院,1148,大漢技術學院,44,117576198,3911723,1784148,2127575,0,3.33,88902.80
108,私立,技專校院,1159,和春技術學院,49,62055424,10729344,8374344,2355000,0,17.29,218966.20
108,私立,技專校院,1166,亞東技術學院,154,1139895048,105216306,88466798,10609508,6140000,9.23,683222.77
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,101,465264044,40226371,35349333,4877038,0,8.65,398280.90
108,私立,一般大學,1176,稻江科技暨管理學院,46,225430000,20343455,18797455,1233500,312500,9.02,442249.02
108,私立,技專校院,1182,蘭陽技術學院,51,159657295,6316370,4816370,502000,998000,3.96,123850.39
108,私立,技專校院,1183,黎明技術學院,158,552711486,72807358,60427469,10892261,1487628,13.17,460806.06
108,私立,技專校院,1185,經國管理暨健康學院,145,491618864,95691378,92282844,2760234,648300,19.46,659940.54
108,私立,技專校院,1188,大同技術學院,60,229860640,16015268,13725618,1899650,390000,6.97,266921.13
108,私立,技專校院,1192,臺灣觀光學院,18,75071010,7302070,7302070,0,0,9.73,405670.56
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,127,634863258,113891151,106286328,2654823,4950000,17.94,896780.72
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,26,184486552,1002000,1002000,0,0,0.54,38538.46
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,143,657716784,37193706,26110100,2328888,8754718,5.65,260095.85
108,私立,技專校院,1283,仁德醫護管理專科學校,209,580080796,47887962,43501227,1879935,2506800,8.26,229129
108,私立,技專校院,1284,樹人醫護管理專科學校,221,632037088,103258407,101758502,446755,1053150,16.34,467232.61
108,私立,技專校院,1285,慈惠醫護管理專科學校,152,484558284,43986299,43162693,222500,601106,9.08,289383.55
108,私立,技專校院,1286,耕莘健康管理專科學校,169,544655105,119374390,118381609,803781,189000,21.92,706357.34
108,私立,技專校院,1287,敏惠醫護管理專科學校,120,41236643,41236643,40857143,379500,0,100,343638.69
108,私立,技專校院,1289,育英醫護管理專科學校,69,198929039,9239279,8919279,230000,90000,4.64,133902.59
108,私立,技專校院,1291,聖母醫護管理專科學校,93,268923190,37130663,35536159,530344,1064160,13.81,399254.44
108,私立,技專校院,1292,新生醫護管理專科學校,218,534566666,8658787,7966737,692050,0,1.62,39719.21
108,私立,技專校院,1293,崇仁醫護管理專科學校,126,269745145,63823669,60411879,3261790,150000,23.66,506537.06
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,12,26672370,0,0,0,0,0,0
108,私立,宗教研修學院,1R03,臺北基督學院,11,56754714,121000,121000,0,0,0.21,11000
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,11,38573355,2907000,1500000,0,1407000,7.54,264272.73
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,18,56039266,0,0,0,0,0,0
108,私立,宗教研修學院,1R06,一貫道崇德學院,6,100731974,0,0,0,0,0,0
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,10,21475395,0,0,0,0,0,0
108,公立,一般大學,3002,臺北市立大學,334,1590125654,387426878,368334267,17631158,1461453,24.36,1159960.71
109,公立,一般大學,0001,國立政治大學,731,4252391470,1181257774,1117065757,35549543,28642474,27.78,1615947.71
109,公立,一般大學,0002,國立清華大學,839,7392628130,4260269934,3733895849,355159392,171214693,57.63,5077794.92
109,公立,一般大學,0003,國立臺灣大學,2053,18351676047,9269200264,8500384451,402597494,366218319,50.51,4514953.85
109,公立,一般大學,0004,國立臺灣師範大學,823,6133624261,2633644733,2520111398,32631519,80901816,42.94,3200054.35
109,公立,一般大學,0005,國立成功大學,1336,10104992963,6446071801,5295243966,788252475,362575360,63.79,4824904.04
109,公立,一般大學,0006,國立中興大學,775,5423504579,2445076220,2095381213,171402294,178292713,45.08,3154937.06
109,公立,一般大學,0007,國立陽明交通大學,755,6662805138,3971497162,3289260532,491058088,191178542,59.61,5260261.14
109,公立,一般大學,0008,國立中央大學,669,4751307478,2710740556,2296509050,194211645,220019861,57.05,4051929.08
109,公立,一般大學,0009,國立中山大學,558,3739045189,1798106582,1533438132,144420358,120248092,48.09,3222413.23
109,公立,一般大學,0012,國立臺灣海洋大學,440,2690228078,1373497350,859280098,417679054,96538198,51.06,3121584.89
109,公立,一般大學,0013,國立中正大學,533,2761728807,954882891,934794064,12560713,7528114,34.58,1791525.12
109,公立,一般大學,0014,國立高雄師範大學,286,1531266238,414569774,390919950,6838936,16810888,27.07,1449544.66
109,公立,一般大學,0015,國立彰化師範大學,368,1697721007,413891566,386188026,19028190,8675350,24.38,1124705.34
109,公立,一般大學,0016,國立陽明大學,405,2823301312,1314214629,1202815630,64460099,46938900,46.55,3244974.39
109,公立,一般大學,0017,國立臺北大學,384,1705656615,339617654,321087345,8034221,10496088,19.91,884420.97
109,公立,一般大學,0018,國立嘉義大學,513,2398334944,633306453,562136149,39908053,31262251,26.41,1234515.50
109,公立,一般大學,0019,國立高雄大學,238,1151930749,266166140,239297526,22038723,4829891,23.11,1118345.13
109,公立,一般大學,0020,國立東華大學,457,2475626853,633392242,596373421,10516410,26502411,25.59,1385978.65
109,公立,一般大學,0021,國立暨南國際大學,273,1393224218,637677518,626056398,7179720,4441400,45.77,2335815.08
109,公立,技專校院,0022,國立臺灣科技大學,560,3438733736,1668090888,1362156046,253649981,52284861,48.51,2978733.73
109,公立,技專校院,0023,國立雲林科技大學,425,2574371863,1302182373,1132238210,134467086,35477077,50.58,3063958.52
109,公立,技專校院,0024,國立屏東科技大學,433,2546860634,875448727,680925364,156452781,38070582,34.37,2021821.54
109,公立,技專校院,0025,國立臺北科技大學,459,3840049237,1204662459,940066988,196446219,68149252,31.37,2624536.95
109,公立,一般大學,0028,國立臺北藝術大學,165,904411697,202038499,197317096,1260000,3461403,22.34,1224475.75
109,公立,一般大學,0029,國立臺灣藝術大學,155,1089066919,176471039,170821647,2187292,3462100,16.20,1138522.83
109,公立,一般大學,0030,國立臺東大學,202,1078782096,364557071,344810383,8580993,11165695,33.79,1804737.98
109,公立,一般大學,0031,國立宜蘭大學,235,1274674638,370707961,322584581,35304175,12819205,29.08,1577480.69
109,公立,一般大學,0032,國立聯合大學,284,1319901911,491807388,465380306,19800820,6626262,37.26,1731716.15
109,公立,技專校院,0033,國立虎尾科技大學,347,1967844016,669862387,565498990,71606370,32757027,34.04,1930439.16
109,公立,一般大學,0035,國立臺南藝術大學,109,591299675,102731189,98569814,2645600,1515775,17.37,942487.97
109,公立,一般大學,0036,國立臺南大學,230,1153839427,309513683,277422308,26703940,5387435,26.82,1345711.67
109,公立,一般大學,0037,國立臺北教育大學,238,1203339827,180576883,169432869,2492407,8651607,15.01,758726.40
109,公立,一般大學,0039,國立臺中教育大學,203,1230310185,413999202,388187591,11375882,14435729,33.65,2039404.94
109,公立,技專校院,0042,國立澎湖科技大學,127,607415217,132983808,125664767,5156000,2163041,21.89,1047116.60
109,公立,技專校院,0043,國立勤益科技大學,315,1753900448,383188312,286235900,76580817,20371595,21.85,1216470.83
109,公立,一般大學,0044,國立體育大學,102,724512910,199082128,168741317,27911211,2429600,27.48,1951785.57
109,公立,技專校院,0046,國立臺北護理健康大學,207,923872706,210384354,200385660,8919016,1079678,22.77,1016349.54
109,公立,技專校院,0047,國立高雄餐旅大學,164,801311732,166174444,152466783,9798008,3909653,20.74,1013258.80
109,公立,一般大學,0048,國立金門大學,147,821141940,68129322,49186322,17745000,1198000,8.30,463464.78
109,公立,一般大學,0049,國立臺灣體育運動大學,124,675834498,110179944,79459266,27222678,3498000,16.30,888547.94
109,公立,技專校院,0050,國立臺中科技大學,423,1866965150,160277325,133027515,19971310,7278500,8.58,378906.21
109,公立,技專校院,0051,國立臺北商業大學,221,1119191057,142961942,124119126,10419550,8423266,12.77,646886.62
109,公立,一般大學,0052,國立屏東大學,350,1595465568,349375527,327586621,9223467,12565439,21.90,998215.79
109,公立,技專校院,0053,國立高雄科技大學,864,5065500539,1556466137,1117377490,366038923,73049724,30.73,1801465.44
109,公立,技專校院,0144,國立臺灣戲曲學院,32,593184716,10269900,8603600,599000,1067300,1.73,320934.38
109,公立,技專校院,0221,國立臺南護理專科學校,92,346692783,52606284,51816284,540000,250000,15.17,571807.43
109,公立,技專校院,0222,國立臺東專科學校,67,467523674,49514111,48104111,300000,1110000,10.59,739016.58
109,私立,一般大學,1001,東海大學,561,2921249421,545029848,462687953,64000895,18341000,18.66,971532.71
109,私立,一般大學,1002,輔仁大學,728,3863291410,436117748,398554923,17992240,19570585,11.29,599062.84
109,私立,一般大學,1003,東吳大學,431,2178691441,266074107,243677448,17982434,4414225,12.21,617341.32
109,私立,一般大學,1004,中原大學,496,3191110307,760626077,599997304,88660072,71968701,23.84,1533520.32
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,722,3657480546,409241858,379945049,24664374,4632435,11.19,566816.98
109,私立,一般大學,1006,中國文化大學,704,3584644747,294906236,256842604,18513100,19550532,8.23,418900.90
109,私立,一般大學,1007,逢甲大學,664,4543443848,1077327966,980753087,73927054,22647825,23.71,1622481.88
109,私立,一般大學,1008,靜宜大學,383,1803560612,365251677,332368574,30200051,2683052,20.25,953659.73
109,私立,一般大學,1009,長庚大學,571,4072004719,1103245295,685458456,109412910,308373929,27.09,1932128.36
109,私立,一般大學,1010,元智大學,301,2253616796,400758348,316714181,29511457,54532710,17.78,1331423.08
109,私立,一般大學,1011,中華大學學校財團法人中華大學,216,912758662,148615023,125065627,12948645,10600751,16.28,688032.51
109,私立,一般大學,1012,大葉大學,292,1260471051,224699659,203310902,17177084,4211673,17.83,769519.38
109,私立,一般大學,1013,華梵大學,76,260556691,38595273,36730729,1864544,0,14.81,507832.54
109,私立,一般大學,1014,義守大學,540,2455961125,471837539,299572423,42586931,129678185,19.21,873773.22
109,私立,一般大學,1015,世新大學,346,1872844260,315795263,277493739,30158724,8142800,16.86,912703.07
109,私立,一般大學,1016,銘傳大學,568,2572327856,231806964,221738486,7974883,2093595,9.01,408110.85
109,私立,一般大學,1017,實踐大學,339,2096947549,181548365,162888346,13420499,5239520,8.66,535540.90
109,私立,技專校院,1018,朝陽科技大學,394,2271916983,404721144,306672414,82551710,15497020,17.81,1027211.03
109,私立,一般大學,1019,高雄醫學大學,544,3889904867,1097182162,847188581,224267791,25725790,28.21,2016878.97
109,私立,一般大學,1020,南華大學,192,1204959905,166404330,161412341,1427989,3564000,13.81,866689.22
109,私立,一般大學,1021,真理大學,233,672023560,35404694,35404694,0,0,5.27,151951.48
109,私立,一般大學,1022,大同大學,143,748700387,112149268,97030951,14622226,496091,14.98,784260.62
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,559,2865423395,593436563,455164118,101601666,36670779,20.71,1061603.87
109,私立,技專校院,1024,崑山科技大學,313,1728879625,525427119,473004065,35851957,16571097,30.39,1678680.89
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,391,1946503051,252242797,200563299,42613293,9066205,12.96,645122.24
109,私立,技專校院,1026,樹德科技大學,267,1336096375,212717459,192422572,16405385,3889502,15.92,796694.60
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,238,1549787037,487145063,180521049,1012864,305611150,31.43,2046828
109,私立,一般大學,1028,臺北醫學大學,669,5024703898,1577636634,1194851406,296995522,85789706,31.40,2358201.25
109,私立,一般大學,1029,中山醫學大學,404,1870090771,516041325,323881966,150522465,41636894,27.59,1277330.01
109,私立,技專校院,1030,龍華科技大學,265,1352536185,261784556,202079281,46155145,13550130,19.36,987866.25
109,私立,技專校院,1031,輔英科技大學,323,1237391108,187029885,147388449,35104715,4536721,15.11,579039.89
109,私立,技專校院,1032,明新學校財團法人明新科技大學,323,1328459549,145913405,113922211,25160169,6831025,10.98,451744.29
109,私立,一般大學,1033,長榮大學,323,1353691741,220241994,185501944,26055203,8684847,16.27,681863.76
109,私立,技專校院,1034,弘光科技大學,343,1665922400,364347666,315864768,43381367,5101531,21.87,1062238.09
109,私立,一般大學,1035,中國醫藥大學,521,4731172444,1260293396,568203827,668209335,23880234,26.64,2418989.24
109,私立,技專校院,1036,健行學校財團法人健行科技大學,285,1290982590,116864027,91661728,16644225,8558074,9.05,410049.22
109,私立,技專校院,1037,正修學校財團法人正修科技大學,425,2222186016,733299153,466064277,213028804,54206072,33,1725409.77
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,251,1050478596,125356665,102877415,20579250,1900000,11.93,499428.94
109,私立,一般大學,1039,玄奘大學,112,418486900,73233286,71469386,835000,928900,17.50,653868.63
109,私立,技專校院,1040,建國科技大學,223,737635779,57835495,42749706,12457511,2628278,7.84,259352
109,私立,技專校院,1041,明志科技大學,199,2090910111,402078282,269399227,130494055,2185000,19.23,2020493.88
109,私立,技專校院,1042,高苑科技大學,187,289177457,117014418,102821318,9617600,4575500,40.46,625745.55
109,私立,技專校院,1043,大仁科技大學,180,692664982,78194785,75817745,1860000,517040,11.29,434415.47
109,私立,技專校院,1044,聖約翰科技大學,133,314036160,34982570,32103198,1878160,1001212,11.14,263026.84
109,私立,技專校院,1045,嶺東科技大學,274,1193925171,118018924,87146294,27300795,3571835,9.88,430726
109,私立,技專校院,1046,中國科技大學,248,1074483828,155523419,135482800,17091413,2949206,14.47,627110.56
109,私立,技專校院,1047,中臺科技大學,242,960792008,147860346,132595782,7406265,7858299,15.39,610993.17
109,私立,一般大學,1048,亞洲大學,394,2245945889,414266516,373052419,21629584,19584513,18.45,1051437.86
109,私立,一般大學,1049,開南大學,204,708846564,132936093,131070410,0,1865683,18.75,651647.51
109,私立,一般大學,1050,佛光大學,165,832780441,99923956,90546233,2690323,6687400,12,605599.73
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,328,1409216105,116550260,89489731,21470529,5590000,8.27,355336.16
109,私立,技專校院,1052,遠東科技大學,183,672876008,169923650,141836979,23962256,4124415,25.25,928544.54
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,184,949863470,68842898,51243844,13433944,4165110,7.25,374146.18
109,私立,技專校院,1054,景文科技大學,172,771908569,121432617,96637565,22305052,2490000,15.73,706003.59
109,私立,技專校院,1055,中華醫事科技大學,279,1034359093,42704229,27659399,8980601,6064229,4.13,153061.75
109,私立,技專校院,1056,東南科技大學,170,674817843,93096667,79562917,11158750,2375000,13.80,547627.45
109,私立,技專校院,1057,德明財經科技大學,224,896939711,78940576,59331068,16935789,2673719,8.80,352413.29
109,私立,一般大學,1058,明道學校財團法人明道大學,116,555457332,70054255,65786756,110000,4157499,12.61,603915.99
109,私立,技專校院,1060,南開科技大學,140,468485574,94822706,85855014,7331692,1636000,20.24,677305.04
109,私立,技專校院,1061,中華學校財團法人中華科技大學,155,626459745,48640390,36012390,12148000,480000,7.76,313808.97
109,私立,技專校院,1062,僑光科技大學,237,1008799363,91876698,63976369,23670629,4229700,9.11,387665.39
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,96,422262647,77799563,71973621,4502526,1323416,18.42,810412.11
109,私立,技專校院,1064,美和學校財團法人美和科技大學,212,685370265,90139786,82142920,4487816,3509050,13.15,425187.67
109,私立,技專校院,1065,吳鳳科技大學,145,577303881,76029295,69108018,6350000,571277,13.17,524339.97
109,私立,技專校院,1066,環球學校財團法人環球科技大學,137,445518313,48543518,42880123,2656000,3007395,10.90,354332.25
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,66,164166507,2843677,2595977,220000,27700,1.73,43086.02
109,私立,技專校院,1068,中州學校財團法人中州科技大學,88,281691330,27295744,24431713,1020200,1843831,9.69,310178.91
109,私立,技專校院,1069,修平學校財團法人修平科技大學,177,568065599,86179950,73181270,12738680,260000,15.17,486892.37
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,328,1715782109,236076762,161258246,15032284,59786232,13.76,719746.23
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,251,1024170864,73013878,61888879,9127100,1997899,7.13,290891.94
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,41,144597249,19330189,17234189,1746000,350000,13.37,471468.02
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,218,861880925,153325428,138498928,12419500,2407000,17.79,703327.65
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,267,1170929758,124469662,105579860,4040648,14849154,10.63,466178.51
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,123,427264707,53908999,45879139,7374860,655000,12.62,438284.54
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,163,736559447,40604746,31275019,1348220,7981507,5.51,249108.87
109,私立,技專校院,1078,致理學校財團法人致理科技大學,269,1145608462,152196680,121874123,25047727,5274830,13.29,565786.91
109,私立,一般大學,1079,康寧學校財團法人康寧大學,121,319513765,3323399,1089210,1026500,1207689,1.04,27466.11
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,181,549258479,23066262,5852552,15472610,1741100,4.20,127437.91
109,私立,技專校院,1081,東方學校財團法人東方設計大學,95,4153848,4153848,3458836,595012,100000,100,43724.72
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,75,288774347,18175691,12268491,5353200,554000,6.29,242342.55
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,143,544943917,71552941,62482441,5618300,3452200,13.13,500370.22
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,55,311119661,44957463,40328717,2774096,1854650,14.45,817408.42
109,私立,技專校院,1148,大漢技術學院,42,102704621,4080248,2560248,1520000,0,3.97,97148.76
109,私立,技專校院,1159,和春技術學院,48,99255404,5728057,3455465,1989592,283000,5.77,119334.52
109,私立,技專校院,1166,亞東技術學院,149,1050113155,122413619,101052760,12642710,8718149,11.66,821567.91
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,93,389640555,51322732,40641872,10680860,0,13.17,551857.33
109,私立,技專校院,1182,蘭陽技術學院,44,149362675,6133416,5843416,90000,200000,4.11,139395.82
109,私立,技專校院,1183,黎明技術學院,169,576085049,78532874,64832874,13505000,195000,13.63,464691.56
109,私立,技專校院,1185,經國管理暨健康學院,139,479092819,56492167,51539467,4043000,909700,11.79,406418.47
109,私立,技專校院,1188,大同技術學院,52,135195082,14101420,11564420,2327000,210000,10.43,271181.15
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,127,646210323,91383102,86687977,4395125,300000,14.14,719551.98
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,24,168878978,3525300,3525300,0,0,2.09,146887.50
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,145,530554118,43153670,28044858,3563374,11545438,8.13,297611.52
109,私立,技專校院,1283,仁德醫護管理專科學校,216,606451708,78334633,74395475,2660358,1278800,12.92,362660.34
109,私立,技專校院,1284,樹人醫護管理專科學校,224,673094701,105293499,102949464,295300,2048735,15.64,470060.26
109,私立,技專校院,1285,慈惠醫護管理專科學校,140,385691398,38482109,38262109,220000,0,9.98,274872.21
109,私立,技專校院,1286,耕莘健康管理專科學校,164,538604259,147763353,114719808,2398813,30644732,27.43,900996.05
109,私立,技專校院,1287,敏惠醫護管理專科學校,128,506904922,67889881,67158881,731000,0,13.39,530389.70
109,私立,技專校院,1289,育英醫護管理專科學校,70,147510197,16101300,15553800,330000,217500,10.92,230018.57
109,私立,技專校院,1291,聖母醫護管理專科學校,89,257908565,75549207,72686112,530130,2332965,29.29,848867.49
109,私立,技專校院,1292,新生醫護管理專科學校,214,497655611,15995817,15345817,650000,0,3.21,74746.81
109,私立,技專校院,1293,崇仁醫護管理專科學校,124,361533375,59926095,54372105,5433397,120593,16.58,483274.96
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,12,26361088,89746,89746,0,0,0.34,7478.83
109,私立,宗教研修學院,1R03,臺北基督學院,10,52899496,0,0,0,0,0,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,12,20380808,2682000,2452000,0,230000,13.16,223500
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,19,59491121,0,0,0,0,0,0
109,私立,宗教研修學院,1R06,一貫道崇德學院,6,132323493,0,0,0,0,0,0
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,10,22881504,0,0,0,0,0,0
109,公立,一般大學,3002,臺北市立大學,323,1675047413,116492841,95138443,13730207,7624191,6.95,360658.95
